Keywords,city,store_number,store_number,address,state,zip_code
Publix,Pensacola,1296,1296 #01296 #1296,13390 Perdido Key Dr,FL,32507-4631
Publix,Fort Lauderdale,1297,1297 #01297 #1297,2501 E Sunrise Blvd,FL,33304-3203
Publix,Nashville,1298,1298 #01298 #1298,6614 Charlotte Pike,TN,37209-4202
Publix,Clearwater,1300,1300 #01300 #1300,1921 N Belcher Rd,FL,33763-4548
Publix,Cooper City,1301,1301 #01301 #1301,10018 Griffin Rd,FL,33328-3301
Publix,Fort Myers,1302,1302 #01302 #1302,13401 Summerlin Rd,FL,33919-6592
Publix,Fort Walton Beach,1303,1303 #01303 #1303,610 Eglin Pkwy NE,FL,32547-2832
Publix,Lake Mary,1304,1304 #01304 #1304,870 Village Oak Ln,FL,32746-4766
Publix,Parrish,1305,1305 #01305 #1305,9005 US Highway 301 N,FL,34219-8673
Publix,Tallahassee,1306,1306 #01306 #1306,3521 Thomasville Rd,FL,32309-7134
Publix,Tampa,1307,1307 #01307 #1307,3838 Britton Plz,FL,33611-1406
Publix,Winter Park,1308,1308 #01308 #1308,440 N Orlando Ave,FL,32789-2914
Publix,Belleair Bluffs,1309,1309 #01309 #1309,2770 W Bay Dr,FL,33770-2618
Publix,Coral Springs,1311,1311 #01311 #1311,2201 N University Dr,FL,33071-6185
Publix,Gainesville,1312,1312 #01312 #1312,3930 SW Archer Rd,FL,32608-2342
Publix,Longwood,1313,1313 #01313 #1313,105 Wekiva Springs Rd,FL,32779
Publix,Naples,1314,1314 #01314 #1314,3350 Tamiami Trl E,FL,34112-4912
Publix,Orlando,1315,1315 #01315 #1315,7522 Dr Phillips Blvd,FL,32819
Publix,Pensacola,1316,1316 #01316 #1316,5055 N 9th Ave,FL,32504-8719
Publix,Pensacola,1317,1317 #01317 #1317,9251 University Pkwy,FL,32514-5531
Publix,Pensacola,1318,1318 #01318 #1318,5998 Mobile Hwy,FL,32526-1873
Publix,Saint Petersburg,1319,1319 #01319 #1319,3700 4th St N,FL,33704-1314
Publix,Seminole,1320,1320 #01320 #1320,7880 113th St,FL,33772-4616
Publix,Saint Petersburg,1321,1321 #01321 #1321,3030 54th Ave S,FL,33712-4614
Publix,Saint Petersburg,1322,1322 #01322 #1322,3900 66th St N,FL,33709-4912
Publix,Tampa,1324,1324 #01324 #1324,8701 W Hillsborough Ave,FL,33615-3704
Publix,Bonita Springs,1325,1325 #01325 #1325,26841 S Tamiami Trl,FL,34134-7817
Publix,Bradenton,1326,1326 #01326 #1326,4651 Cortez Rd W,FL,34210-3146
Publix,Cape Coral,1327,1327 #01327 #1327,127 Cape Coral Pkwy W,FL,33914-8353
Publix,Cape Coral,1328,1328 #01328 #1328,1735 NE Pine Island Rd,FL,33909-1731
Publix,Clearwater,1329,1329 #01329 #1329,1295 S Missouri Ave,FL,33756-4174
Publix,Deltona,1330,1330 #01330 #1330,2100 Saxon Blvd,FL,32725-3251
Publix,Fort Myers,1331,1331 #01331 #1331,16950 San Carlos Blvd,FL,33908-1224
Publix,Hudson,1332,1332 #01332 #1332,12101 Little Rd,FL,34667-2924
Publix,Jupiter,1333,1333 #01333 #1333,17400 N Alternate A1A,FL,33477-5896
Publix,Lady Lake,1334,1334 #01334 #1334,1566 Bella Cruz Dr,FL,32159-8969
Publix,Largo,1335,1335 #01335 #1335,3825 E Bay Dr,FL,33771-1936
Publix,Largo,1336,1336 #01336 #1336,13031 Walsingham Rd,FL,33774-3514
Publix,Naples,1337,1337 #01337 #1337,8833 Tamiami Trl N,FL,34108-2565
Publix,Orlando,1338,1338 #01338 #1338,10250 Curry Ford Rd,FL,32825-8735
Publix,Palm Coast,1339,1339 #01339 #1339,4950 Belle Terre Pkwy,FL,32137-8692
Publix,Palm Harbor,1340,1340 #01340 #1340,35439 US 19 N,FL,34684-1737
Publix,Palm Harbor,1341,1341 #01341 #1341,500 E Lake Rd,FL,34685-2428
Publix,Palmetto,1342,1342 #01342 #1342,1101 8th Ave W,FL,34221-3809
Publix,Pensacola,1343,1343 #01343 #1343,2180 W Nine Mile Rd,FL,32534-9472
Publix,Pinellas Park,1344,1344 #01344 #1344,4701 Park Blvd N,FL,33781-3533
Publix,Plantation,1345,1345 #01345 #1345,1181 S University Dr,FL,33324-3322
Publix,Sarasota,1346,1346 #01346 #1346,4840 S Tamiami Trl,FL,34231-4352
Publix,Sebring,1347,1347 #01347 #1347,3610 US Highway 27 N,FL,33870-1691
Publix,South Pasadena,1348,1348 #01348 #1348,1075 Pasadena Ave S,FL,33707-2037
Publix,Leesburg,1349,1349 #01349 #1349,1212 US Highway 19 S,GA,31763-4877
Publix,Jensen Beach,1350,1350 #01350 #1350,1780 NE Jensen Beach Blvd,FL,34957-7292
Publix,North Fort Myers,1352,1352 #01352 #1352,6700 Bayshore Rd,FL,33917-3305
Publix,West Melbourne,1353,1353 #01353 #1353,2261 W New Haven Ave,FL,32904-3805
Publix,Hardeeville,1354,1354 #01354 #1354,112 Nickle Plate Rd,SC,29927-4414
Publix,Auburn,1355,1355 #01355 #1355,2900 E University Dr,AL,36830-7720
Publix,Clermont,1357,1357 #01357 #1357,2430 US Highway 27,FL,34714
Publix,Titusville,1358,1358 #01358 #1358,3275 Garden St,FL,32796-3004
Publix,Riviera Beach,1359,1359 #01359 #1359,228 E Blue Heron Blvd,FL,33404-4545
Publix,Fairview,1360,1360 #01360 #1360,7014 City Center Way,TN,37062-6004
Publix,Boca Raton,1361,1361 #01361 #1361,7060 W Palmetto Park Rd,FL,33433-3411
Publix,Daphne,1362,1362 #01362 #1362,27955 US Highway 98 Ste 1,AL,36526-4700
Publix,Brookhaven,1363,1363 #01363 #1363,104 Town Blvd Ste A100,GA,30319-3146
Publix,Pooler,1364,1364 #01364 #1364,467 Pooler Pkwy,GA,31322-5102
Publix,Ocala,1365,1365 #01365 #1365,2765 NW 49th Ave Ste 301,FL,34482-6215
Publix,Neptune Beach,1367,1367 #01367 #1367,630 Atlantic Blvd,FL,32266-4000
Publix,Palm Beach Gardens,1368,1368 #01368 #1368,4101 Hood Rd,FL,33410-2171
Publix,Dothan,1369,1369 #01369 #1369,3525 Ross Clark Cir Ste 100,AL,36303-5935
Publix,Chelsea,1370,1370 #01370 #1370,501 Chelsea Xrds,AL,35043-3900
Publix,Riverview,1371,1371 #01371 #1371,3863 US Highway 301 S,FL,33578-3572
Publix,Sarasota,1372,1372 #01372 #1372,2031 Bay St,FL,34237-7914
Publix,Tampa,1373,1373 #01373 #1373,16041 Tampa Palms Blvd W,FL,33647-2001
Publix,Dothan,1375,1375 #01375 #1375,1620 Ross Clark Cir,AL,36301-5439
Publix,Gainesville,1376,1376 #01376 #1376,4115 NW 16th Blvd,FL,32605-3505
Publix,Dothan,1377,1377 #01377 #1377,4650 W Main St Ste 700,AL,36305-9421
Publix,Port Saint Lucie,1378,1378 #01378 #1378,1125 SE Port St Lucie Blvd,FL,34952-5332
Publix,Winter Park,1381,1381 #01381 #1381,2295 Aloma Ave,FL,32792-3303
Publix,Miami Beach,1382,1382 #01382 #1382,6876 Collins Ave,FL,33141-3244
Publix,Lexington,1383,1383 #01383 #1383,847 Highway 378 W,SC,29072-8347
Publix,Lake Worth,1384,1384 #01384 #1384,214 N Dixie Hwy,FL,33460-3362
Publix,Sarasota,1385,1385 #01385 #1385,3690 Bee Ridge Rd,FL,34233-1001
Publix,Hialeah,1386,1386 #01386 #1386,1290 W 68th St,FL,33014-4524
Publix,Winter Park,1387,1387 #01387 #1387,4000 N Goldenrod Rd,FL,32792-8999
Publix,Winter Park,1388,1388 #01388 #1388,741 S Orlando Ave,FL,32789-4844
Publix,Miami,1389,1389 #01389 #1389,11750 SW 104th St,FL,33176
Publix,Columbus,1390,1390 #01390 #1390,3201 Macon Rd Ste 201,GA,31906-1725
Publix,Pell City,1391,1391 #01391 #1391,2040 Martin St S,AL,35128-2326
Publix,Clarksville,1392,1392 #01392 #1392,1771 Madison St,TN,37043-4990
Publix,Pompano Beach,1393,1393 #01393 #1393,2511 E Atlantic Blvd,FL,33062-5217
Publix,Saint Petersburg,1394,1394 #01394 #1394,1700 34th St N,FL,33713-3602
Publix,Palm Beach,1395,1395 #01395 #1395,135 Bradley Pl,FL,33480-3819
Publix,Windermere,1396,1396 #01396 #1396,7880 Winter Garden Vineland Rd,FL,34786-5689
Publix,Miami,1397,1397 #01397 #1397,1776 Biscayne Blvd,FL,33132-1129
Publix,Rockledge,1398,1398 #01398 #1398,5380 Stadium Pkwy Ste 100,FL,32955-6001
Publix,Bartow,1399,1399 #01399 #1399,255 E Van Fleet Dr,FL,33830-3831
Publix,Spanish Fort,1400,1400 #01400 #1400,10179 Eastern Shore Dr,AL,36527-5801
Publix,Tallahassee,1401,1401 #01401 #1401,3122 Mahan Dr,FL,32308-2500
Publix,Enterprise,1402,1402 #01402 #1402,847 Boll Weevil Cir Ste 112,AL,36330-2476
Publix,Boynton Beach,1405,1405 #01405 #1405,501 SE 18th Ave,FL,33435-6949
Publix,Yulee,1406,1406 #01406 #1406,463855 State Road 200,FL,32097-3639
Publix,North Fort Myers,1407,1407 #01407 #1407,17960 N Tamiami Trl,FL,33903-1412
Publix,Kissimmee,1408,1408 #01408 #1408,2338 E Irlo Bronson Memorial Hwy,FL,34744-5401
Publix,Florence,1409,1409 #01409 #1409,322 Cox Creek Pkwy,AL,35630-1540
Publix,Lakeland,1410,1410 #01410 #1410,6767 US Highway 98 N,FL,33809-6226
Publix,Conyers,1411,1411 #01411 #1411,2159 Highway 20 SE,GA,30094
Publix,Indian Land,1412,1412 #01412 #1412,8360 Charlotte Hwy,SC,29707-6532
Publix,Dunedin,1413,1413 #01413 #1413,902 Curlew Rd,FL,34698-1901
Publix,Knoxville,1415,1415 #01415 #1415,11656 Parkside Dr,TN,37934-2659
Publix,Knoxville,1416,1416 #01416 #1416,2010 Town Center Blvd,TN,37922-6677
Publix,Fort Mill,1419,1419 #01419 #1419,928 Gold Hill Rd,SC,29708-7947
Publix,Oxford,1420,1420 #01420 #1420,115 Commons Way,AL,36203-3483
Publix,Tifton,1422,1422 #01422 #1422,620 Virginia Ave. North,GA,31794-4227
Publix,Pinecrest,1423,1423 #01423 #1423,13401 S Dixie Hwy,FL,33156-6512
Publix,Boynton Beach,1424,1424 #01424 #1424,4770 N Congress Ave,FL,33426-7952
Publix,Clarksville,1425,1425 #01425 #1425,1490 Tiny Town Rd,TN,37042-7201
Publix,Nashville,1426,1426 #01426 #1426,2324 Lebanon Pike,TN,37214-2411
Publix,Orlando,1430,1430 #01430 #1430,13900 Narcoossee Rd,FL,32832-6960
Publix,Celebration,1431,1431 #01431 #1431,29 Blake Blvd,FL,34747-5482
Publix,Longboat Key,1432,1432 #01432 #1432,525 Bay Isles Pkwy,FL,34228-3133
Publix,Naples,1434,1434 #01434 #1434,1981 Tamiami Trl N,FL,34102-4804
Publix,Valdosta,1435,1435 #01435 #1435,3330 Inner Perimeter Rd,GA,31602
Publix,Mobile,1436,1436 #01436 #1436,"2370 Hillcrest Rd, Unit J",AL,36695-3838
Publix,Port Charlotte,1438,1438 #01438 #1438,24051 Peachland Blvd,FL,33954
Publix,Deland,1444,1444 #01444 #1444,299 E International Speedway Blvd,FL,32724-2339
Publix,Key West,1445,1445 #01445 #1445,1112 Key Plaza,FL,33040-4076
Publix,Franklin,3400,3400 #03400 #3400,1017 Riverside Dr,TN,37064-6500
Publix,Rockledge,3401,3401 #03401 #3401,3800 Murrell Rd,FL,32955-4741
Publix,Davenport,3402,3402 #03402 #3402,2444 Sand Mine Rd,FL,33897-3400
Publix,Perry,3405,3405 #03405 #3405,285 Perry Pkwy,GA,31069-9275
Publix,Alpharetta,3407,3407 #03407 #3407,280 Rucker Rd,GA,30004-4045
Publix,Lakeland,3408,3408 #03408 #3408,3025 Kathleen Rd,FL,33810-2798
