Keywords,city,store_number,store_number,address,state,zip_code
MetroPCS Wireless,Citrus Heights,10192408,10192408 #10192408,5859 Sunrise Blvd.,CA,95610
MetroPCS Wireless,Citrus Heights,10192409,10192409 #10192409,6110 Birdcage Centre Ln,CA,95610
MetroPCS Wireless,Citrus Heights,10192412,10192412 #10192412,7010 Auburn Blvd,CA,95621
MetroPCS Wireless,West Sacramento,10192414,10192414 #10192414,755 Riverpoint Ct,CA,95605
MetroPCS Wireless,Antelope,10192415,10192415 #10192415,7901 Watt Ave,CA,95843
MetroPCS Wireless,Roseville,10192417,10192417 #10192417,900 Pleasant Grove Blvd,CA,95678
MetroPCS Wireless,Stockton,10192418,10192418 #10192418,905 West March Lane,CA,95207
MetroPCS Wireless,Elk Grove,10192419,10192419 #10192419,9131 W Stockton Blvd,CA,95758
MetroPCS Wireless,Redding,10192421,10192421 #10192421,961 Dana Drive,CA,96003
MetroPCS Wireless,Sacramento,10192425,10192425 #10192425,3645 Northgate Blvd,CA,95834
MetroPCS Wireless,Sacramento,10192430,10192430 #10192430,7840 Gerber Rd,CA,95828
MetroPCS Wireless,Davis,10192434,10192434 #10192434,720 Second St,CA,95616
MetroPCS Wireless,Sacramento,10192437,10192437 #10192437,4730 Franklin Blvd,CA,95820
MetroPCS Wireless,Daly City,10192440,10192440 #10192440,6883 Mission Street,CA,94015
MetroPCS Wireless,Los Altos,10192441,10192441 #10192441,4700 El Camino Real,CA,94022
MetroPCS Wireless,Redwood City,10192442,10192442 #10192442,1015 E. El Camino Real,CA,94063
MetroPCS Wireless,San Bruno,10192443,10192443 #10192443,1212J El Camino Real,CA,94066
MetroPCS Wireless,San Francisco,10192444,10192444 #10192444,1698 Bryant Street,CA,94103
MetroPCS Wireless,San Francisco,10192445,10192445 #10192445,900 Van Ness Ave,CA,94109
MetroPCS Wireless,Pleasant Hill,10192446,10192446 #10192446,552 Contra Costa Blvd. Suite 40,CA,94523
MetroPCS Wireless,Fremont,10192447,10192447 #10192447,4095 Mowry Ave,CA,94538
MetroPCS Wireless,Pittsburg,10192448,10192448 #10192448,4410 Century Blvd.,CA,94565
MetroPCS Wireless,Dublin,10192449,10192449 #10192449,7172 Amador Plaza Rd.,CA,94568
MetroPCS Wireless,San Leandro,10192450,10192450 #10192450,1417 East 14th Street,CA,94577
MetroPCS Wireless,Emeryville,10192451,10192451 #10192451,5769 Christie Ave.,CA,94608
MetroPCS Wireless,Albany,10192452,10192452 #10192452,518 San Pablo Ave.,CA,94706
MetroPCS Wireless,Campbell,10192453,10192453 #10192453,1777B S. Bascom Ave.,CA,95008
MetroPCS Wireless,Santa Clara,10192454,10192454 #10192454,3963 Stevens Creek Blvd,CA,95051
MetroPCS Wireless,San Jose,10192455,10192455 #10192455,1041 E. Capitol Expressway,CA,95121
MetroPCS Wireless,Santa Rosa,10192456,10192456 #10192456,2648 Santa Rosa Avenue,CA,95407
MetroPCS Wireless,Oakland,10192470,10192470 #10192470,8824 International Blvd.,CA,94621
MetroPCS Wireless,San Leandro,10192472,10192472 #10192472,484 E 14Th Ste B,CA,94577
MetroPCS Wireless,Oakland,10192473,10192473 #10192473,9818 International Blvd,CA,94603
MetroPCS Wireless,Sonoma,10192498,10192498 #10192498,18901 Sonoma Hwy,CA,95476
MetroPCS Wireless,Concord,10192501,10192501 #10192501,"1701 Willow Pass Road,",CA,94520
MetroPCS Wireless,San Francisco,10192509,10192509 #10192509,1075 Market Street,CA,94103
MetroPCS Wireless,San Francisco,10192510,10192510 #10192510,201-B Turk Street,CA,94102
MetroPCS Wireless,San Francisco,10192511,10192511 #10192511,950 Market Street,CA,94103
MetroPCS Wireless,Antioch,10192513,10192513 #10192513,2520 Sycamore Drive,CA,94509
MetroPCS Wireless,Concord,10192514,10192514 #10192514,"4701 Clayton Road,",CA,94521
MetroPCS Wireless,San Rafael,10192521,10192521 #10192521,5326 Northgate Mall,CA,94903
MetroPCS Wireless,Salinas,10192522,10192522 #10192522,1568 North Main Street,CA,93906
MetroPCS Wireless,San Jose,10192523,10192523 #10192523,1698 Story Road,CA,95122
MetroPCS Wireless,Concord,10192524,10192524 #10192524,1701 Monument Boulevard,CA,94520
MetroPCS Wireless,Oakland,10192527,10192527 #10192527,5131 Telegraph Avenue,CA,94609
MetroPCS Wireless,Oakland,10192528,10192528 #10192528,3301 East 12Th,CA,94601
MetroPCS Wireless,Oakland,10192529,10192529 #10192529,"1400 14Th Avenue, Suite F",CA,94606
MetroPCS Wireless,Rohnert Park,10192531,10192531 #10192531,6265 Commerce Blvd.,CA,94928
MetroPCS Wireless,Gonzales,10192540,10192540 #10192540,351 Belden Street,CA,93926
MetroPCS Wireless,Seaside,10192543,10192543 #10192543,845 Broadway Ave,CA,93955
MetroPCS Wireless,San Francisco,10192546,10192546 #10192546,4730 Mission Street,CA,94112
MetroPCS Wireless,Pacifica,10192551,10192551 #10192551,799 Hickey Blvd,CA,94044
MetroPCS Wireless,San Francisco,10192552,10192552 #10192552,4512 3rd St,CA,94124
MetroPCS Wireless,Concord,10192553,10192553 #10192553,2775 Clayton Road,CA,94519
MetroPCS Wireless,Antioch,10192554,10192554 #10192554,4450 Lone Tree Way,CA,94531
MetroPCS Wireless,Oakland,10192555,10192555 #10192555,3263 International Boulevard,CA,94601
MetroPCS Wireless,Oakland,10192556,10192556 #10192556,3349 Foothill Blvd.,CA,94601
MetroPCS Wireless,Alameda,10192559,10192559 #10192559,1542 Park Street,CA,94501
MetroPCS Wireless,Berkeley,10192563,10192563 #10192563,1955 Ashby Ave,CA,94703
MetroPCS Wireless,Berkeley,10192564,10192564 #10192564,1008 University Ave,CA,94710
MetroPCS Wireless,San Jose,10192573,10192573 #10192573,91 East Santa Clara,CA,95113
MetroPCS Wireless,San Francisco,10192599,10192599 #10192599,2888 Mission Street,CA,94110
MetroPCS Wireless,San Francisco,10192600,10192600 #10192600,3264 Mission Street,CA,94110
MetroPCS Wireless,South San Francisco,10192601,10192601 #10192601,218 Cypress Avenue,CA,94080
MetroPCS Wireless,San Jose,10192614,10192614 #10192614,1707 West San Carlos Street,CA,95128
MetroPCS Wireless,Hayward,10192619,10192619 #10192619,18906 Hesperian Blvd,CA,94541
MetroPCS Wireless,San Jose,10192625,10192625 #10192625,925 Blossom Hill Road,CA,95123
MetroPCS Wireless,Union City,10192632,10192632 #10192632,34675 Alvarado Niles Rd.,CA,94587
MetroPCS Wireless,Santa Rosa,10192649,10192649 #10192649,359 Coddingtown Mall,CA,95401
MetroPCS Wireless,Santa Rosa,10192650,10192650 #10192650,938 W. College Ave.,CA,95401
MetroPCS Wireless,Santa Rosa,10192651,10192651 #10192651,1025 Santa Rosa Plaza,CA,95401
MetroPCS Wireless,Eureka,10192653,10192653 #10192653,3300 Broadway,CA,95501
MetroPCS Wireless,Ukiah,10192654,10192654 #10192654,710 S State Street,CA,95482
MetroPCS Wireless,Clearlake,10192657,10192657 #10192657,14913 Lake Shore Dr.,CA,95422
MetroPCS Wireless,Lakeport,10192658,10192658 #10192658,1206 So Main St,CA,95453
MetroPCS Wireless,Vallejo,10192659,10192659 #10192659,2085 Solano Avenue,CA,94590
MetroPCS Wireless,San Mateo,10192670,10192670 #10192670,130 South B Street,CA,94401
MetroPCS Wireless,Mountain View,10192673,10192673 #10192673,591 Escuela Avenue,CA,94040
MetroPCS Wireless,San Jose,10192677,10192677 #10192677,3107 Alum Rock Ave.,CA,95127
MetroPCS Wireless,Fairfield,10192682,10192682 #10192682,1350 Travis Blvd,CA,94533
MetroPCS Wireless,Oakland,10192684,10192684 #10192684,10700 Macarthur Boulevard,CA,94605
MetroPCS Wireless,Richmond,10192685,10192685 #10192685,12800 San Pablo Ave,CA,94805
MetroPCS Wireless,Antioch,10192688,10192688 #10192688,1852 A Street,CA,94509
MetroPCS Wireless,Brentwood,10192689,10192689 #10192689,4550 Balfour Road,CA,94513
MetroPCS Wireless,Concord,10192690,10192690 #10192690,3525 Clayton Rd.,CA,94519
MetroPCS Wireless,Concord,10192691,10192691 #10192691,2691 Monument Blvd.,CA,94520
MetroPCS Wireless,Fairfield,10192692,10192692 #10192692,1330 Texas Street,CA,94533
MetroPCS Wireless,Pittsburg,10192693,10192693 #10192693,1000 Power Ave.,CA,94565
MetroPCS Wireless,Pittsburg,10192694,10192694 #10192694,260 Atlantic Ave,CA,94565
MetroPCS Wireless,Pittsburg,10192695,10192695 #10192695,2145 Loveridge Road,CA,94565
MetroPCS Wireless,Salinas,10192696,10192696 #10192696,1365 North Davis Road,CA,93907
MetroPCS Wireless,San Francisco,10192708,10192708 #10192708,2700 San Bruno Avenue,CA,94134
MetroPCS Wireless,Gilroy,10192726,10192726 #10192726,280G 10Th Street,CA,95020
MetroPCS Wireless,San Jose,10192727,10192727 #10192727,"1060 S. White Rd, Ste A",CA,95127
MetroPCS Wireless,San Jose,10192728,10192728 #10192728,1675 Tully Rd,CA,95122
MetroPCS Wireless,Santa Cruz,10192729,10192729 #10192729,831 Water Street,CA,95060
MetroPCS Wireless,Watsonville,10192730,10192730 #10192730,1400 Freedom Blvd,CA,95076
MetroPCS Wireless,Hollister,10192731,10192731 #10192731,231 San Benito Street,CA,95023
MetroPCS Wireless,Hollister,10192732,10192732 #10192732,"1272 San Juan Road,",CA,95023
MetroPCS Wireless,San Jose,10192733,10192733 #10192733,1160 Tully Road,CA,95122
MetroPCS Wireless,San Jose,10192734,10192734 #10192734,1156 North Capitol Avenue,CA,95132
MetroPCS Wireless,San Jose,10192735,10192735 #10192735,428 S King Road,CA,95116
MetroPCS Wireless,San Francisco,10192739,10192739 #10192739,2062 Mission Street,CA,94110
MetroPCS Wireless,San Francisco,10192740,10192740 #10192740,996 Geneva Avenue,CA,94112
MetroPCS Wireless,Baypoint,10192741,10192741 #10192741,650 Port Chicago Hwy,CA,94565
MetroPCS Wireless,Vallejo,10192745,10192745 #10192745,520 Broadway St,CA,94590
MetroPCS Wireless,Oakley,10192746,10192746 #10192746,5500 Main St,CA,94601
MetroPCS Wireless,Pinole,10192757,10192757 #10192757,624 #D San Pablo Ave,CA,94564
MetroPCS Wireless,Oakland,10192763,10192763 #10192763,5910 Macarthur Blvd,CA,94605
MetroPCS Wireless,San Pablo,10192768,10192768 #10192768,2750 Rumrill Blvd,CA,94806
MetroPCS Wireless,San Pablo,10192771,10192771 #10192771,1732 Rumrill Blvd #B,CA,94506
MetroPCS Wireless,Richmond,10192772,10192772 #10192772,1094 23Rd Ave,CA,94806
MetroPCS Wireless,Newark,10192774,10192774 #10192774,35111 Newark Blvd,CA,94560
MetroPCS Wireless,San Pablo,10192775,10192775 #10192775,2100 23rd St.,CA,94806
MetroPCS Wireless,Oakland,10192776,10192776 #10192776,3615 35th Ave,CA,94619
MetroPCS Wireless,Oakland,10192781,10192781 #10192781,2101 23rd Ave,CA,94606
MetroPCS Wireless,Hayward,10192782,10192782 #10192782,24068 Grand St,CA,94541
MetroPCS Wireless,Oakland,10192783,10192783 #10192783,3512 Fruitvale Ave,CA,94602
MetroPCS Wireless,Hayward,10192784,10192784 #10192784,26699 Mission Blvd,CA,94544
MetroPCS Wireless,Castroville,10192796,10192796 #10192796,10830 Merritt St.,CA,95012
MetroPCS Wireless,San Jose,10192797,10192797 #10192797,233 S. White Rd,CA,95127
MetroPCS Wireless,San Jose,10192799,10192799 #10192799,31 S. Jackson Ave,CA,95116
MetroPCS Wireless,Salinas,10192808,10192808 #10192808,984 Acosta Plaza,CA,93905
MetroPCS Wireless,King City,10192809,10192809 #10192809,316 S. First St.,CA,93930
MetroPCS Wireless,San Jose,10192810,10192810 #10192810,2701 Alum Rock,CA,95127
MetroPCS Wireless,San Jose,10192811,10192811 #10192811,2342 Alum Rock,CA,95116
MetroPCS Wireless,San Jose,10192813,10192813 #10192813,3230 S. White Road,CA,95148
MetroPCS Wireless,Salinas,10192816,10192816 #10192816,1002 Del Monte Ave,CA,93905
MetroPCS Wireless,Morgan Hill,10192820,10192820 #10192820,229 West Main Ave #C,CA,95037
MetroPCS Wireless,Campbell,10192836,10192836 #10192836,1575 Winchester Blvd,CA,95008
MetroPCS Wireless,Marina,10192841,10192841 #10192841,272 Reservation Rd,CA,93933
MetroPCS Wireless,San Jose,10192842,10192842 #10192842,14420 Union Ave,CA,95124
MetroPCS Wireless,San Mateo,10192853,10192853 #10192853,500 9th Ave,CA,94402
MetroPCS Wireless,Menlo Park,10192855,10192855 #10192855,728 Willow Rd Ste B,CA,94025
MetroPCS Wireless,Fort Lauderdale,10192902,10192902 #10192902,949 West Commercial Boulevard,FL,33309
MetroPCS Wireless,Fort Lauderdale,10192903,10192903 #10192903,1325 E. Commercial Boulevard,FL,33334
MetroPCS Wireless,Davie,10192905,10192905 #10192905,2329 S. University Drive,FL,33324
MetroPCS Wireless,Margate,10192906,10192906 #10192906,415 North State Road 7,FL,33063
MetroPCS Wireless,Davie,10192907,10192907 #10192907,5973 South University Drive,FL,33328
MetroPCS Wireless,Davie,10192909,10192909 #10192909,11362 State Road 84,FL,33325
MetroPCS Wireless,Dania Beach,10192910,10192910 #10192910,2460 Griffin Road,FL,33312
MetroPCS Wireless,Coral Springs,10192911,10192911 #10192911,9469 West Atlantic Boulevard,FL,33071
MetroPCS Wireless,North Lauderdale,10192912,10192912 #10192912,7216 Southgate Blvd,FL,33068
MetroPCS Wireless,Tamarac,10192913,10192913 #10192913,3178 West Commercial Boulevard,FL,33309
MetroPCS Wireless,Tamarac,10192914,10192914 #10192914,4209 West Commercial Boulevard,FL,33319
MetroPCS Wireless,Lauderhill,10192915,10192915 #10192915,1325 North State Road 7,FL,33313
MetroPCS Wireless,Oakland Park,10192916,10192916 #10192916,3989 West Oakland Park Boulevard,FL,33311
MetroPCS Wireless,Davie,10192917,10192917 #10192917,4232 Davie Road,FL,33314
MetroPCS Wireless,Pembroke Pines,10192918,10192918 #10192918,17015 Pines Boulevard,FL,33027
MetroPCS Wireless,Miramar,10192919,10192919 #10192919,17081 Miramar Parkway,FL,33027
MetroPCS Wireless,Hollywood,10192921,10192921 #10192921,6381 Sheridan Street,FL,33021
MetroPCS Wireless,Hollywood,10192923,10192923 #10192923,6705 Taft Street,FL,33024
MetroPCS Wireless,Tamarac,10192926,10192926 #10192926,5714 North University Drive,FL,33321
MetroPCS Wireless,Pompano Beach,10192927,10192927 #10192927,835 West Sample Road,FL,33064
MetroPCS Wireless,Fort Lauderdale,10192928,10192928 #10192928,1020 NW 10th Avenue,FL,33311
MetroPCS Wireless,Fort Lauderdale,10192929,10192929 #10192929,912 West Sunrise Boulevard,FL,33311
MetroPCS Wireless,Fort Lauderdale,10192931,10192931 #10192931,1139 South Federal Highway,FL,33312
MetroPCS Wireless,Fort Lauderdale,10192932,10192932 #10192932,1499 SE 17th Street,FL,33316
MetroPCS Wireless,Fort Lauderdale,10192933,10192933 #10192933,1949 NW 9th Avenue,FL,33311
MetroPCS Wireless,Fort Lauderdale,10192935,10192935 #10192935,919 N Federal Highway,FL,33311
MetroPCS Wireless,Plantation,10192936,10192936 #10192936,6049 West Sunrise Blvd,FL,33313
MetroPCS Wireless,Fort Lauderdale,10192938,10192938 #10192938,3351 North Andrews Avenue,FL,33309
MetroPCS Wireless,Pompano Beach,10192939,10192939 #10192939,11 NE 3rd Street,FL,33066
MetroPCS Wireless,Pompano Beach,10192941,10192941 #10192941,623 East Atlantic Blvd,FL,33060
MetroPCS Wireless,Lauderhill,10192942,10192942 #10192942,8735 NW 50th Street,FL,33351
MetroPCS Wireless,Lauderhill,10192947,10192947 #10192947,3291 West Sunrise Blvd,FL,33313
MetroPCS Wireless,Fort Lauderdale,10192958,10192958 #10192958,3212 West Broward Boulevard,FL,33312
MetroPCS Wireless,Pembroke Pines,10192962,10192962 #10192962,6776 Pembroke Road,FL,33023
MetroPCS Wireless,Oakland Park,10192963,10192963 #10192963,910 NE 62nd Street,FL,33334
MetroPCS Wireless,Plantation,10192967,10192967 #10192967,935 South State Road 7,FL,33317
MetroPCS Wireless,Deerfield Beach,10192968,10192968 #10192968,821 Natura Boulevard,FL,33441
MetroPCS Wireless,Sunrise,10192969,10192969 #10192969,12801 West Sunrise Boulevard,FL,33323
MetroPCS Wireless,Miramar,10192981,10192981 #10192981,6831 Miramar Parkway,FL,33023
MetroPCS Wireless,Deerfield Beach,10192985,10192985 #10192985,3616 West Hillsboro Boulevard,FL,33442
MetroPCS Wireless,Hialeah,10192989,10192989 #10192989,1675 West 49th Street,FL,33012
MetroPCS Wireless,North Miami,10192990,10192990 #10192990,1365 NE 163rd Street,FL,33162
MetroPCS Wireless,Miami,10192996,10192996 #10192996,16051 South Dixie Highway,FL,33157
MetroPCS Wireless,Miami,10192997,10192997 #10192997,4320 NW 167th Street,FL,33054
MetroPCS Wireless,West Palm Beach,10193019,10193019 #10193019,761 W Executive Center Dr,FL,33401
MetroPCS Wireless,Pompano,10193040,10193040 #10193040,1901 North Federal Highway,FL,33062
MetroPCS Wireless,Pembroke Pines,10193041,10193041 #10193041,10333 Pines Boulevard,FL,33025
MetroPCS Wireless,Miami Beach,10193058,10193058 #10193058,6693 Collins Avenue,FL,33141
MetroPCS Wireless,N. Bay Villiage,10193059,10193059 #10193059,1876 79th Street Causeway,FL,33141
MetroPCS Wireless,Miami / Little Havana,10193060,10193060 #10193060,957 SW 27th Avenue,FL,33135
MetroPCS Wireless,North Miami Beach,10193063,10193063 #10193063,721 NE 167th Street,FL,33162
MetroPCS Wireless,Miami,10193065,10193065 #10193065,7289 Coral Way,FL,33155
MetroPCS Wireless,Miami,10193066,10193066 #10193066,1889 NW 7th Street,FL,33125
MetroPCS Wireless,Hialeah,10193067,10193067 #10193067,3705 W 20th Ave,FL,33012
MetroPCS Wireless,Miami,10193068,10193068 #10193068,18600 NW 87th Avenue,FL,33015
MetroPCS Wireless,Miami Lakes,10193069,10193069 #10193069,16010 NW 57th Ave,FL,33014
MetroPCS Wireless,Miami,10193072,10193072 #10193072,5252 West Flagler Street,FL,33134
MetroPCS Wireless,Miami,10193073,10193073 #10193073,3949 SW 8th Street,FL,33134
MetroPCS Wireless,Miami,10193074,10193074 #10193074,1243 SW 8th Street,FL,33135
MetroPCS Wireless,Miami,10193075,10193075 #10193075,8760 SW 40th Street,FL,33165
MetroPCS Wireless,Hialeah,10193076,10193076 #10193076,4410 West 16th Street,FL,33012
MetroPCS Wireless,Miami,10193077,10193077 #10193077,10044 West Flagler,FL,33174
MetroPCS Wireless,Miami,10193078,10193078 #10193078,10720 SW 72nd Street,FL,33173
MetroPCS Wireless,Hialeah,10193079,10193079 #10193079,3141 West 76th Street,FL,33018
MetroPCS Wireless,Miami,10193080,10193080 #10193080,12000 SW 8th Street,FL,33184
MetroPCS Wireless,Miami,10193081,10193081 #10193081,15000 SW 72nd Street,FL,33193
MetroPCS Wireless,Miami,10193082,10193082 #10193082,14667 SW 104th Street,FL,33196
MetroPCS Wireless,Miami,10193083,10193083 #10193083,11865 SW 26th Street,FL,33175
MetroPCS Wireless,Miami,10193084,10193084 #10193084,14491 SW 42th Street,FL,33175
MetroPCS Wireless,Sunny Isles,10193085,10193085 #10193085,18500 Collins Avenue,FL,33160
MetroPCS Wireless,Miami Beach,10193086,10193086 #10193086,631 71st Street,FL,33141
MetroPCS Wireless,Coral Gables,10193087,10193087 #10193087,93 Miracle Mile,FL,33134
MetroPCS Wireless,Miami Lakes,10193088,10193088 #10193088,16801 NW 67th Avenue,FL,33015
MetroPCS Wireless,Hialeah,10193089,10193089 #10193089,775 West 49th Street,FL,33012
MetroPCS Wireless,Miami,10193090,10193090 #10193090,11402 NW 41st St,FL,33178
MetroPCS Wireless,Hialeah,10193091,10193091 #10193091,366 E. 4th Avenue,FL,33010
MetroPCS Wireless,Hialeah,10193092,10193092 #10193092,2399 W 52nd Street,FL,33016
MetroPCS Wireless,Hialeah,10193093,10193093 #10193093,3950 W 12th Avenue,FL,33012
MetroPCS Wireless,Hialeah,10193094,10193094 #10193094,3915 Palm Avenue,FL,33012
MetroPCS Wireless,Miami,10193095,10193095 #10193095,1601 West Flagler Street,FL,33135
MetroPCS Wireless,Miami,10193096,10193096 #10193096,13796 SW 152nd Street,FL,33177
MetroPCS Wireless,Miami,10193097,10193097 #10193097,9686 SW 24th Street,FL,33165
MetroPCS Wireless,Hialeah,10193098,10193098 #10193098,6410 NW 186th Street,FL,33015
MetroPCS Wireless,Miami,10193099,10193099 #10193099,1834 Miami Gardens Dr.,FL,33179
MetroPCS Wireless,Miami,10193101,10193101 #10193101,20505 South Dixie Hwy,FL,33157
MetroPCS Wireless,Miami,10193115,10193115 #10193115,7258 SW 8th Street,FL,33144
MetroPCS Wireless,Hialeah,10193116,10193116 #10193116,3700 Palm Avenue,FL,33012
MetroPCS Wireless,Miami,10193120,10193120 #10193120,13 SW 107th Ave,FL,33174
MetroPCS Wireless,Miami,10193121,10193121 #10193121,2255 SW 32nd Avenue,FL,33145
MetroPCS Wireless,Hialeah,10193122,10193122 #10193122,1198 West 23rd Street,FL,33010
MetroPCS Wireless,Sunny Isles,10193123,10193123 #10193123,17014 Collins Avenue,FL,33160
MetroPCS Wireless,Doral,10193124,10193124 #10193124,4179 NW 107th Avenue,FL,33178
MetroPCS Wireless,Miami Beach,10193129,10193129 #10193129,710 Washington Avenue,FL,33139
MetroPCS Wireless,Miami,10193130,10193130 #10193130,815 NW 37th Avenue,FL,33125
MetroPCS Wireless,Miami,10193131,10193131 #10193131,13816 SW 152nd Street,FL,33177
MetroPCS Wireless,Hialeah Gardens,10193132,10193132 #10193132,12963 W. Okeechobee Road,FL,33018
MetroPCS Wireless,Miami,10193135,10193135 #10193135,14566 SW 8th Street,FL,33184
MetroPCS Wireless,Miami / Little Havana,10193136,10193136 #10193136,236 SW 22nd Avenue,FL,33135
MetroPCS Wireless,Miami,10193137,10193137 #10193137,8198 West Flagler Street,FL,33144
MetroPCS Wireless,Miami,10193138,10193138 #10193138,9656 SW 24th Street,FL,33156
MetroPCS Wireless,Miami,10193139,10193139 #10193139,9807 SW 40th Street,FL,33165
MetroPCS Wireless,Miami,10193140,10193140 #10193140,1199 N Le Jeune Road,FL,33126
MetroPCS Wireless,Miami,10193141,10193141 #10193141,285 NW 27th Avenue,FL,33125
MetroPCS Wireless,Miami / Pinecrest,10193146,10193146 #10193146,14317 S. Dixie Hwy,FL,33176
MetroPCS Wireless,Miami,10193147,10193147 #10193147,11865 SW 26th Street,FL,33175
MetroPCS Wireless,Homestead,10193149,10193149 #10193149,340 NE 8th Street,FL,33030
MetroPCS Wireless,Hialeah,10193152,10193152 #10193152,1675 West 49th Street,FL,33012
MetroPCS Wireless,South Miami,10193154,10193154 #10193154,8215 S. Dixie Highway,FL,33143
MetroPCS Wireless,Miami,10193157,10193157 #10193157,1358 SW 8th St,FL,33135
MetroPCS Wireless,Miami,10193158,10193158 #10193158,4754 W. Flagler Street,FL,33134
MetroPCS Wireless,Miami,10193159,10193159 #10193159,7795 West Flagler Street,FL,33144
MetroPCS Wireless,Hialeah,10193160,10193160 #10193160,880 East 9th Street,FL,33010
MetroPCS Wireless,North Miami,10193161,10193161 #10193161,19561 NW 2nd Avenue,FL,33169
MetroPCS Wireless,Miami,10193162,10193162 #10193162,10517 SW 109 Court,FL,33180
MetroPCS Wireless,Miami,10193163,10193163 #10193163,10780 NW 58th Street,FL,33178
MetroPCS Wireless,Miami,10193164,10193164 #10193164,16258 SW 88th Street,FL,33180
MetroPCS Wireless,Hialeah,10193165,10193165 #10193165,3140 W 76th Street,FL,33018
MetroPCS Wireless,Hialeah,10193166,10193166 #10193166,4040 East 4th Avenue,FL,33013
MetroPCS Wireless,Miami,10193169,10193169 #10193169,6709 West Flagler Street,FL,33144
MetroPCS Wireless,Miami,10193170,10193170 #10193170,14655 SW 56th Street,FL,33175
MetroPCS Wireless,Miami,10193171,10193171 #10193171,1690 West 68th Street,FL,33014
MetroPCS Wireless,Miami,10193174,10193174 #10193174,1010 SW 1st Street,FL,33130
MetroPCS Wireless,Miami,10193175,10193175 #10193175,3525 NW 17th Avenue,FL,33142
MetroPCS Wireless,Miami,10193176,10193176 #10193176,605 NW 62nd Street,FL,33150
MetroPCS Wireless,Miami,10193177,10193177 #10193177,11027 NW 27th Avenue,FL,33167
MetroPCS Wireless,Miami,10193178,10193178 #10193178,8031 NW 22 Avenue,FL,33147
MetroPCS Wireless,Miami,10193179,10193179 #10193179,2056 Opa Locka Blvd,FL,33054
MetroPCS Wireless,Miami,10193185,10193185 #10193185,3020 NW 7th Avenue,FL,33127
MetroPCS Wireless,North Miami,10193190,10193190 #10193190,15044 NE 6th Avenue,FL,33161
MetroPCS Wireless,Naranja,10193192,10193192 #10193192,27144 S. Dixie Hwy,FL,33032
MetroPCS Wireless,Miami,10193197,10193197 #10193197,711 NE 125th Street,FL,33161
MetroPCS Wireless,Miami Beach,10193204,10193204 #10193204,742 Alton Road,FL,33139
MetroPCS Wireless,Miami Beach,10193205,10193205 #10193205,1608 Washington Avenue,FL,33139
MetroPCS Wireless,Fort Pierce,10193207,10193207 #10193207,602 N. U.S. Highway 1,FL,34950
MetroPCS Wireless,Jensen Beach,10193208,10193208 #10193208,3174 NW Federal Highway,FL,34957
MetroPCS Wireless,Sebastian,10193209,10193209 #10193209,967 Sebastian Blvd,FL,32958
MetroPCS Wireless,Naples,10193210,10193210 #10193210,2204 Davis Road,FL,34104
MetroPCS Wireless,Bonita Springs,10193212,10193212 #10193212,27040 Old US 41,FL,34135
MetroPCS Wireless,Fort Lauderdale,10193220,10193220 #10193220,2829 N Federal Hwy,FL,33306
MetroPCS Wireless,Plantation,10193221,10193221 #10193221,12301 W Sunrise Blvd,FL,33323
MetroPCS Wireless,Pembroke Pines,10193222,10193222 #10193222,11450 Pines Blvd,FL,33026
MetroPCS Wireless,Coral Springs,10193223,10193223 #10193223,650 N University Dr,FL,33071
MetroPCS Wireless,Margate,10193224,10193224 #10193224,3300 Nw 62Nd Ave,FL,33063
MetroPCS Wireless,Coral Springs,10193236,10193236 #10193236,3801 Turtle Creek Dr,FL,33067
MetroPCS Wireless,Hallandale Beach,10193242,10193242 #10193242,2551 E Hallandale Beach Blvd,FL,33009
MetroPCS Wireless,Coral Springs,10193243,10193243 #10193243,6001 Coral Ridge Dr,FL,33076
MetroPCS Wireless,Lauderdale Lakes,10193244,10193244 #10193244,3001 North State Road #7,FL,33313
MetroPCS Wireless,Margate,10193245,10193245 #10193245,5555 W Atlantic Blvd,FL,33063
MetroPCS Wireless,Miami,10193246,10193246 #10193246,12495 Sw 88Th St,FL,33186
MetroPCS Wireless,Miami,10193247,10193247 #10193247,7751 Bird Road,FL,33155
MetroPCS Wireless,Hialeah,10193248,10193248 #10193248,4001 W 20Th Ave,FL,33012
MetroPCS Wireless,Miami,10193249,10193249 #10193249,19191 S Dixie Highway,FL,33157
MetroPCS Wireless,Miami,10193250,10193250 #10193250,8450 South Dixie Highway,FL,33143
MetroPCS Wireless,Aventura,10193251,10193251 #10193251,21035 Biscayne Blvd,FL,33180
MetroPCS Wireless,Miami,10193252,10193252 #10193252,10760 Nw 17Th St,FL,33172
MetroPCS Wireless,Miami,10193253,10193253 #10193253,11905 S Dixie Hwy,FL,33156
MetroPCS Wireless,Florida City,10193254,10193254 #10193254,33590 S Dixie Hwy,FL,33034
MetroPCS Wireless,Hialeah,10193266,10193266 #10193266,5851 Nw 177Th St,FL,33015
MetroPCS Wireless,Miami Gardens,10193267,10193267 #10193267,19501 Nw 27Th Ave,FL,33056
MetroPCS Wireless,Miami Gardens,10193268,10193268 #10193268,17650 Nw 2Nd Ave,FL,33169
MetroPCS Wireless,North Miami Beach,10193269,10193269 #10193269,1425 Ne 163Rd St,FL,33162
MetroPCS Wireless,Hialeah,10193270,10193270 #10193270,9300 Nw 77Th Ave,FL,33016
