row_id|at_merchantid|at_transactioncity|at_transactionstateprovince|at_transactionpostalcode1|at_transactionpostalcode2|at_transactioncountrycode|card_acpt_merchant_name|at_transactiondescription|at_transactiondescription2|at_mcccode
22997|0003456993898870000|BATON ROUGE|LA|70816.0||US|BEST BUY      00011577|1221BEST BUY      00011577 BATON ROUGE LA0XXXXXXXXXXXXXXXX|BEST BUY 1157|5732.0
23004||ORLAND PARK|IL|||US|MACY'S    1 ORLAND SQU|1231MACY'S    1 ORLAND SQU ORLAND PARK IL0XXXXXXXXXXXXXXXX|MACY'S    1 ORLAND SQU|5311.0
23011|0003623152538840000|FORT WORTH|TX|76135.0||US|EMPOWER INSURANCE GROU|1211EMPOWER INSURANCE GRO 817-231-4300 TX0XXXXXXXXXXXXXXXX|EMPOWER INSURANCE GROU|6300.0
23019|8014530318     0000|GRAND RAPIDS|MI|49525.0||US|AARONS SALO C1354|1220AARONS SALO C1354 GRAND RAPIDS MI    0XXXXXXXXXXXXXXXX|AARONS SALO C1354|7394.0
23022|3998009010990000000|HOLLAND|MI|49424.0||US|DEKLOMP WOODEN SHOE|1208DEKLOMP WOODEN SHOE 616-3991900 MI   0XXXXXXXXXXXXXXXX|DEKLOMP WOODEN SHOE|5947.0
23027|7660006304     0000|INDIANAPOLIS|IN|||US|SAM'S Club|7651551220SAM'S Club INDIANAPOLIS IN           0XXXXXXXXXXXXXXXX|SAM'S Club|5300.0
23084|5555829521000000000|480-3583000|AZ|85142.0||US|TOWN OF QUEEN CREEK|1228TOWN OF QUEEN CREEK 480-3583000 AZ   0XXXXXXXXXXXXXXXX|Town of Queen Creek|4900.0
23152||LA QUINTA|CA|||US|Wal-Mart Super Center|1221Wal-Mart Super Center LA QUINTA CA   0XXXXXXXXXXXXXXXX|Wal-Mart Super Center|5411.0
23154|PULSE EFT ASSOC0000|AURORA|CO|||US|WM SUPERCENTER #|0631151227WM SUPERCENTER # AURORA CO           0XXXXXXXXXXXXXXXX|Wal-Mart Super Center|5411.0
23312|345672233888   0000|BAYTOWN|TX|||US|PIER 1 IMPORTS 0438|6988221215PIER 1 IMPORTS 0438 BAYTOWN TX       0XXXXXXXXXXXXXXXX|PIER 1 IMPORTS 0438|5999.0
23320|2222202242340010000|LEWIS CENTER|OH|43035.0||US|MICHAELS STORES 1560|1206MICHAELS STORES 1560 LEWIS CENTER OH 0XXXXXXXXXXXXXXXX|MICHAELS STORES INC1560|5970.0
23356|0009401612008830000|5038081587|CA|92121.0||US|BLK*FPMT INC|1202BLK*FPMT INC 503-808-1587 CA         0XXXXXXXXXXXXXXXX|BLK*FPMT INC|8398.0
23360|0001780551129930000|MIDDLETOWN|NY|10941.0||US|H&M #338 GALLERIA AT CR|1219H&M #338 GALLERIA AT CR MIDDLETOWN NY0XXXXXXXXXXXXXXXX|H&M|5651.0
23370|5709010121405  0000|ISSAQUAH|WA|||US|MARSHALLS MARSHALLS|7537141204MARSHALLS MARSHALLS ISSAQUAH WA      0XXXXXXXXXXXXXXXX|MARSHALLS MARSHALLS|5651.0
23372|8022494341     0000|HUBER HEIGHTS|OH|45424.0||US|MIAMI VALLEY WINE AND L|1203MIAMI VALLEY WINE AN HUBER HEIGHTS OH0XXXXXXXXXXXXXXXX|MIAMI VALLEY WINE AND L|5921.0
23379|8967794046     0000|CENTRALIZED T|OK|85034.0||US|AMERICAN AI 00123168362|1212AMERICAN AI 00123168362 DALLAS TX    0XXXXXXXXXXXXXXXX|AMERICAN AIRLI AA GJKCZ|3001.0
23405|67326100013    0000|NEW YORK|NY|10004.0||US|NADAL 2 DELI|0902791208MTA VENDING MACHINES NEW YORK NY     0XXXXXXXXXXXXXXXX|MTA VENDING MACHINES|4111.0
23427|67326100013    0000|NEW YORK|NY|10004.0||US|NADAL 2 DELI|1773531217MTA VENDING MACHINES NEW YORK NY     0XXXXXXXXXXXXXXXX|MTA VENDING MACHINES|4111.0
23521|P0835106       0000|MIAMI|FL|||US|PUBLIX SUPER MAR 12100|8278221224PUBLIX SUPER MAR 12100 MIAMI FL      0XXXXXXXXXXXXXXXX|PUBLIX SUPER MAR 12100|5411.0
23531|989819141895   0000|WEBSTER|MA|1570.0||US|COMMERCE INSURANCE CSFE|1218COMMERCE INSURANCE CS 508-949-4130 MA0XXXXXXXXXXXXXXXX|COMMERCE INSURANCE CSFE|6300.0
23543|0000000008027720000|AUSTIN|TX|||US|SPEC'S LIQUOR #64|8019431220SPEC'S LIQUOR #64 AUSTIN TX          0XXXXXXXXXXXXXXXX|SPEC'S LIQUOR #64|5411.0
23570|5555671022000000000|DERIDDER|LA|70634.0||US|STAGE COACH INN - DERID|1202STAGE COACH INN - DERI 337-4620022 LA0XXXXXXXXXXXXXXXX|STAGE COACH INN - DERID|7011.0
23587|2352510007622030000|Seattle|WA|98109.0||US|AMAZON MKTPLACE PMTS|1212AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23600|2352510007622030000|Seattle|WA|98109.0||US|AMAZON MKTPLACE PMTS|1231AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23622|2352510007622030000|Seattle|WA|98109.0||US|NEON MOVIES|1209AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23635|2352510007622030000|Seattle|WA|98109.0||US|AMAZON MKTPLACE PMTS|1216AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23668|2352510007622030000|Seattle|WA|98109.0||US|AMAZON MKTPLACE PMTS|1217AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23677|2352510007622030000|Seattle|WA|98109.0||US|AMAZON MKTPLACE PMTS|1204AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23736|2352510007622030000|Seattle|WA|98109.0||US|AMAZON MKTPLACE PMTS|1223AMAZON MKTPLACE PMTS AMZN.COM/BILL WA0XXXXXXXXXXXXXXXX|Amazon Payments|5942.0
23823|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1209NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23827|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1219NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23829|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1214NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23832|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1218NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23833|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1221NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23835|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1213NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23837|4445090874552  0000|CEDAR RAPIDS|IA|52404.0||US|NORDSTROM DIRECT #0808|1202NORDSTROM DIRECT #080 888-282-6060 IA0XXXXXXXXXXXXXXXX|NORDSTROM DIRECT #0808|5965.0
23919|4445002309328  0000|SANDY|UT|84070.0||US|DILLARD'S 932 SOUTH TOW|1220DILLARD'S 932 SOUTH TOW SANDY UT     0XXXXXXXXXXXXXXXX|DILLARD'S 932 SOUTH TOW|5311.0
23930|4458016000078920000|HOUSTON|TX|77025.0||US|GREENPARK PHARMACY|8934131208GREENPARK PHARMACY HOUSTON TX        0XXXXXXXXXXXXXXXX|GREENPARK PHARMACY|5912.0
23932||CHICAGO|IL|||US|BURLNGTON STORES557|1230BURLNGTON STORES557 CHICAGO IL       0XXXXXXXXXXXXXXXX|BURLNGTON STORES557|5651.0
23944||SAGINAW|MI|||US|Wal-Mart Super Center|1224Wal-Mart Super Center SAGINAW MI     0XXXXXXXXXXXXXXXX           Purchase $35.83 Cash Back $100.00|Wal-Mart Super Center|5411.0
23946|0600000402770010000|LAKE STEVENS|WA|98258.0||US|ELLE MARIE HAIR STUDIO|1218ELLE MARIE HAIR STUDI LAKE STEVENS WA0XXXXXXXXXXXXXXXX|ELLE MARIE HAIR STUDIO|7230.0
23954|067107006561   0000|HOLIDAY|FL|||US|THE HOME DEPOT 288|9665861223THE HOME DEPOT 288 HOLIDAY FL        0XXXXXXXXXXXXXXXX|THE HOME DEPOT 288|5200.0
23980|0001740300769990000|4029357733|AZ|86001.0||US|PAYPAL *DECKERSCONS|1221PAYPAL *DECKERSCONS 402-935-7733 AZ  0XXXXXXXXXXXXXXXX|PAYPAL *DECKERSCONS|5661.0
23981|0001740300769990000|4029357733|AZ|86001.0||US|PAYPAL *DECKERSCONS|1222PAYPAL *DECKERSCONS 402-935-7733 AZ  0XXXXXXXXXXXXXXXX|PAYPAL *DECKERSCONS|5661.0
24009|0000000009223070000|UKIAH|CA|||US|UKIAH GROCERY OUTLET|0627081220UKIAH GROCERY OUTLET UKIAH CA        0XXXXXXXXXXXXXXXX|UKIAH GROCERY OUTLET|5411.0
24013|KFM14366       0000|HILLSBORO|OR|||US|FRED MEYER FRED MEYER|1361801231FRED MEYER FRED MEYER HILLSBORO OR   0XXXXXXXXXXXXXXXX|FRED MEYER FRED MEYER 1|5411.0
24020|7200002878710010000|BROOKLYN|NY|11220.0||US|SUNSET RIDGE DELI|1204SUNSET RIDGE DELI BROOKLYN NY        0XXXXXXXXXXXXXXXX|SUNSET RIDGE DELI|5814.0
24025|PULSE EFT ASSOC0000|GONZALES|LA|||US|WM SUPERCENTER #|0480131210WM SUPERCENTER # GONZALES LA         0XXXXXXXXXXXXXXXX|Wal-Mart Super Center|5411.0
24051|3101389436830040000|ATLANTA|GA|30339.0||US|HCM|1231HCM 770-980-0828 GA                  0XXXXXXXXXXXXXXXX|HCM-MARIETTA|5399.0
24056|067107010472   0000|PASSAIC|NJ|||US|THE HOME DEPOT 950|6497481208THE HOME DEPOT 950 PASSAIC NJ        0XXXXXXXXXXXXXXXX|THE HOME DEPOT 950|5200.0
24105|0003342396738850000|TEMECULA|CA|92591.0||US|ABC CHILD CARE CENTER|1216ABC CHILD CARE CENTER TEMECULA CA    0XXXXXXXXXXXXXXXX|ABC CHILD CARE CENTER|8351.0
24126|007008195997   0000|WRIGHT PATTER|OH|||US|AAFES|4556541207AAFES WRIGHT PATTER OH               0XXXXXXXXXXXXXXXX|AAFES|5399.0
24206|3668007133     0000|CERRITOS|CA|90703.0||US|FOOT LOCKER 07133|5219871224FOOT LOCKER 07133 CERRITOS CA        0XXXXXXXXXXXXXXXX|FOOT LOCKER 07133|5661.0
24218||SAN BERNARDIN|CA|||US|BOOT BARN #4 464 E RED|1215BOOT BARN #4 464 E R SAN BERNARDIN CA0XXXXXXXXXXXXXXXX|BOOT BARN #4 464 E RED|5661.0
24237|0004453105919920000|SAN DIEGO|CA|92101.0||US|THE HERITAGE|1227THE HERITAGE SAN DIEGO CA            0XXXXXXXXXXXXXXXX|THE HERITAGE|6513.0
24251|1749760001733350000|866-496-9669|CO|80111.0||US|WOW*INTERNETCABLEPHONE|1219WOW*INTERNETCABLEPHON 866-496-9669 CO0XXXXXXXXXXXXXXXX|WOW*INTERNETCABLEPHONE|4899.0
24266|80070088608    0000|ELKHART|IN|||US|KROGER 130 W. HIVELY A|5417071220KROGER 130 W. HIVELY A ELKHART IN    0XXXXXXXXXXXXXXXX|KROGER 130 W. HIVELY AV|5411.0
24332|2132750009236560000|800-922-8228|CA|94597.0||US|AAA INSURANCE|1205AAA INSURANCE 800-922-8228 CA        0XXXXXXXXXXXXXXXX|AAA INSURANCE|5960.0
24333|2132750009236560000|800-922-8228|CA|94597.0||US|AAA INSURANCE|0101AAA INSURANCE 800-922-8228 CA        0XXXXXXXXXXXXXXXX|AAA INSURANCE|5960.0
24335|2132750009236560000|800-922-8228|CA|94597.0||US|AAA INSURANCE|1204AAA INSURANCE 800-922-8228 CA        0XXXXXXXXXXXXXXXX|AAA INSURANCE|5960.0
24337|2132750009236560000|800-922-8228|CA|94597.0||US|AAA INSURANCE|1231AAA INSURANCE 800-922-8228 CA        0XXXXXXXXXXXXXXXX|AAA INSURANCE|5960.0
24338|2132750009236560000|800-922-8228|CA|94597.0||US|AAA INSURANCE|1215AAA INSURANCE 800-922-8228 CA        0XXXXXXXXXXXXXXXX|AAA INSURANCE|5960.0
24340|2132750009236560000|800-922-8228|CA|94597.0||US|AAA INSURANCE|1218AAA INSURANCE 800-922-8228 CA        0XXXXXXXXXXXXXXXX|AAA INSURANCE|5960.0
24381|3998009915790000000|SANTA ROSA|CA|95404.0||US|CITY OF SANTA ROSAONLIN|1227CITY OF SANTA ROSAONLIN SANTA ROSA CA0XXXXXXXXXXXXXXXX|CITY OF SANTA ROSA-ONLI|4900.0
24409|0004252170029960000|EDISON|NJ|8817.0||US|MEINEKE|1231MEINEKE EDISON NJ                    0XXXXXXXXXXXXXXXX|MEINEKE|7538.0
24442|8788800011485  0000|CHANDLER|AZ|85225.0||US|LEO'S DASH COVERS|1211LEO'S DASH COVERS CHANDLER AZ        0XXXXXXXXXXXXXXXX|LEO'S DASH COVERS|5533.0
24445|0000515351390000000|DALLAS|TX|75234.0||US|DALLAS MEDICAL CENTER E|1224DALLAS MEDICAL CENTER E DALLAS TX    0XXXXXXXXXXXXXXXX|DALLAS MEDICAL CENTER E|8062.0
24493||ARLINGTON|TX|||US|WAL-MART #3284|1223WAL-MART #3284 ARLINGTON TX          0XXXXXXXXXXXXXXXX|WAL-MART #3284|5411.0
24519|USPS 05451100070000|LOS ANGELES|CA|||US|USPS 0545110007/3585 S|3698701204USPS 0545110007/3585 S LOS ANGELES CA0XXXXXXXXXXXXXXXX|USPS 0545110007/3585 S|9402.0
24539|0281000562570070000|NEW YORK|NY|10014.0||US|ONE IF BY LAND TWO IF B|1225ONE IF BY LAND TWO IF B NEW YORK NY  0XXXXXXXXXXXXXXXX|ONE IF BY LAND TWO IF B|5812.0
24590||CLARKSVILLE|IN|||US|WM SUPERC Wal-Mart Sup|1212WAL-MART #1476 CLARKSVILLE IN        0XXXXXXXXXXXXXXXX|WAL-MART #1476|5411.0
24603|67100154723P0030000|LAKE GROVE|NY|11755.0||US|ANN TAYLOR #472|1204ANN TAYLOR #472 LAKE GROVE NY        0XXXXXXXXXXXXXXXX|ANN TAYLOR #472|5631.0
24644|5428140800511480000|ORLANDO|FL|32809.0||US|AUTO SUPER STORE ORLAND|1229AUTO SUPER STORE ORLAND ORLANDO FL   0XXXXXXXXXXXXXXXX|AUTO SUPER STORE ORLAND|5521.0
24653|0000482018109900000|FISHKILL|NY|12524.0||US|WAL-MART #1810|1222WAL-MART #1810 FISHKILL NY           0XXXXXXXXXXXXXXXX|WAL-MART STORES, INC|5411.0
24660||LANSING|MI|||US|MACY'S    5700 W SAGIN|1206MACY'S    5700 W SAGIN LANSING MI    0XXXXXXXXXXXXXXXX|MACY'S    5700 W SAGIN|5311.0
24689|0018759701     0000|KENNER|LA|||US|FINISH LINE #05 1401 W|2006751219FINISH LINE #05 1401 W KENNER LA     0XXXXXXXXXXXXXXXX|FINISH LINE #05 1401 W|5661.0
24699||SHERMAN OAK|CA|||US|THE ART OF SHAVING-WFS|1217THE ART OF SHAVING-WFS SHERMAN OAK CA0XXXXXXXXXXXXXXXX|THE ART OF SHAVING-WFS|5997.0
24739|2541490009847240000|HOTELS.COM|WA|98004.0||US|HOTELS.COM126557764896|1213HOTELS.COM126557764896 HOTELS.COM WA 0XXXXXXXXXXXXXXXX|HOTELS.COM126557764896|4722.0
24764|4445015643411  0000|COLLEYVILLE|TX|76034.0||US|RVT*COLLEYVILLE CITY OF|1207RVT*COLLEYVILLE CITY 817-503-1015 TX 0XXXXXXXXXXXXXXXX|COLLEYVILLE CITY OF|4900.0
24821||INDIO|CA|||US|Wal-Mart Super Center|1224Wal-Mart Super Center INDIO CA       0XXXXXXXXXXXXXXXX           Purchase $183.66 Cash Back $40.00|Wal-Mart Super Center|5411.0
24831|0000000054680980000|CORTE MADERA|CA|94925.0||US|NOTHING BUNDT CAKES 37|1216NOTHING BUNDT CAKES 3 CORTE MADERA CA0XXXXXXXXXXXXXXXX|NOTHING BUNDT CAKES 37|5462.0
24898|0054440001748270000|800-655-4555|CA|91770.0||US|SOUTHERN CAL* EDISON|1201SOUTHERN CAL* EDISON 800-655-4555 CA 0XXXXXXXXXXXXXXXX|Southern Cal|4900.0
24902|2125680002132490000|800-COMCAST|MI|48034.0||US|COMCAST OF ROYAL OAK|1202COMCAST OF ROYAL OAK 800-COMCAST MI  0XXXXXXXXXXXXXXXX|COMCAST OF ROYAL OAK|4899.0
24932|345483121884   0000|Phoenix|AZ|||US|OLD NAVY USA|1453141220OLD NAVY USA Phoenix AZ              0XXXXXXXXXXXXXXXX|OLD NAVY USA|5999.0
24957|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1226GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24958|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1212GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24959|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1215GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24960|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1217GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24963|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1231GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24965|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1205GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24971|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1212GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24973|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1221GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24975|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1223GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24978|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1213GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24980|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1222GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24983|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1203GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24987|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1231GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
24989|2398910002385210000|800-841-3000|DC|20076.0||US|GEICO  *AUTO|1224GEICO  *AUTO MACON DC                0XXXXXXXXXXXXXXXX|GEICO  *AUTO|6300.0
25013|0003450391138800000|AUBURN HILLS|MI|48326.0||US|ART VAN FURNITURE|1215ART VAN FURNITURE AUBURN HILLS MI    0XXXXXXXXXXXXXXXX|ART VAN FURNITURE INC|5712.0
25022||WAYNE|NJ|||US|COSTCO WHSE #11|1226COSTCO WHSE #11 WAYNE NJ             0XXXXXXXXXXXXXXXX|COSTCO WHSE #11|5411.0
25081|7200002104300010000|FT. WAYNE|IN|46804.0||US|CHARMING CHARLIE 90|1220CHARMING CHARLIE 90 FT. WAYNE IN     0XXXXXXXXXXXXXXXX|CHARMING CHARLIE 90|5631.0
25149|0000000009904240000|SIGNAL HILL|CA|||US|COSTCO WHSE #0424|0317041211COSTCO WHSE #0424 SIGNAL HILL CA     0XXXXXXXXXXXXXXXX|COSTCO WHSE #0424|5300.0
25154|2356210002132490000|800-266-2278|GA|30071.0||US|COMCAST ATLANTA CS 1X|1216COMCAST ATLANTA CS 1X 800-266-2278 GA0XXXXXXXXXXXXXXXX|COMCAST ATLANTA CS 1X|4899.0
25162|3000018085180020000|WEST LAFAYETT|IN|47907.0||US|PU BOILER BUTCHERBLOCK|1218PU BOILER BUTCHERBLO WEST LAFAYETT IN0XXXXXXXXXXXXXXXX|PU BOILER BUTCHERBLOCK|8220.0
25170||GROVE CITY|OH|||US|MEIJER IN 2811 LONDON|1217MEIJER IN 2811 LONDON GROVE CITY OH  0XXXXXXXXXXXXXXXX|MEIJER IN 2811 LONDON|5411.0
25171||GROVE CITY|OH|||US|MEIJER IN 2811 LONDON|1221MEIJER IN 2811 LONDON GROVE CITY OH  0XXXXXXXXXXXXXXXX|MEIJER IN 2811 LONDON|5411.0
25186|8016089750     0000|CHICAGO|IL|60614.0||US|BINNYS BEVERAGE DEPOT 0|1221BINNYS BEVERAGE DEPOT 0 CHICAGO IL   0XXXXXXXXXXXXXXXX|BINNYS BEVERAGE DEPOT 0|5921.0
25206|2302100000001600000|502-589-1444|KY|40202.0||US|LG&E-UTILITY-PAYMENT|1228LG&E-UTILITY-PAYMENT 502-589-1444 KY 0XXXXXXXXXXXXXXXX|LG&E-UTILITY-PAYMENT|4900.0
25285|067107005498   0000|SUNRISE|FL|||US|THE HOME DEPOT 258|3515141222THE HOME DEPOT 258 SUNRISE FL        0XXXXXXXXXXXXXXXX|THE HOME DEPOT 258|5200.0
25309|1671018450     0000|URBANA|IL|61801.0||US|U OF IL ECE STOREROOM|1210U OF IL ECE STOREROOM URBANA IL      0XXXXXXXXXXXXXXXX|U OF IL ECE STOREROO|8220.0
25311|PULSE EFT ASSOC0000|NORTH OGDEN|UT|||US|SMITHS|1213SMITHS NORTH OGDEN UT                0XXXXXXXXXXXXXXXX           Purchase $40.76 Cash Back $100.00|2434 NORTH 400 EAST|5411.0
25314||CHINO|CA|||US|SMARTNFINAL494|1210SMARTNFINAL494 CHINO CA              0XXXXXXXXXXXXXXXX|SMARTNFINAL494|5411.0
25388|KFM66210       0000|BOISE|ID|||US|FRED MEYER FRED MEYER|7321261229FRED MEYER FRED MEYER BOISE ID       0XXXXXXXXXXXXXXXX|FRED MEYER FRED MEYER 6|5411.0
25393|5429298048634700000|BROOKLYN|NY|11203.0||US|GREEN ACRES FARMS|1149801222GREEN ACRES FARMS BROOKLYN NY        0XXXXXXXXXXXXXXXX|GREEN ACRES FARMS|5411.0
25449|5179393101010430000|OVIEDO|FL|32765.0||US|FLORIDA CARDIOLOGY OVI|1210FLORIDA CARDIOLOGY OVI OVIEDO FL     0XXXXXXXXXXXXXXXX|FLORIDA CARDIOLOGY OVI|8011.0
25467|KRA05304       0000|TEMPLE CITY|CA|||US|RALPHS 9470 LAS TUNAS|1345611202RALPHS 9470 LAS TUNAS TEMPLE CITY CA 0XXXXXXXXXXXXXXXX|RALPHS 9470 LAS TUNAS D|5411.0
25491|5429298006552270000|GOLD RIVER|CA|95670.0||US|BEL AIR #522|2606691217BEL AIR #522 GOLD RIVER CA           0XXXXXXXXXXXXXXXX|BEL AIR #522|5411.0
25525|8788290287392  0000|Cerritos|CA|90703.0||US|REVOLVECLOTHINGCOM|1215REVOLVECLOTHINGCOM 888-4425830 CA    0XXXXXXXXXXXXXXXX|RevolveClothingcom|5691.0
25553|5434697601019720000|WINTER PARK|FL|32789.0||US|SULTRE BOUTIQUE|1224SULTRE BOUTIQUE WINTER PARK FL       0XXXXXXXXXXXXXXXX|SULTRE BOUTIQUE|5691.0
25564|2387823000200000000|NEWPORT NEWS|VA|23602.0||US|BEST WESTERN HOTEL|1229BEST WESTERN HOTEL NEWPORT NEWS VA   0XXXXXXXXXXXXXXXX|BEST WESTERN HOTEL|3502.0
25581||DALLAS|TX|||US|WAL-MART #3341|1219WAL-MART #3341 DALLAS TX             0XXXXXXXXXXXXXXXX|WAL-MART #3341|5411.0
25595|0001740300769990000|4029357733|ME|4033.0||US|PAYPAL *LLBEANINC|1211PAYPAL *LLBEANINC 402-935-7733 ME    0XXXXXXXXXXXXXXXX|PAYPAL *LLBEANINC|5621.0
25675|175000002642   0000|STATEN ISLAND|NY|||US|LOWE'S #1597|2366121207LOWE'S #1597 STATEN ISLAND NY        0XXXXXXXXXXXXXXXX|LOWE'S #1597|5200.0
25683||Clovis|CA|||US|TARGET T- 695 W Herndo|1223TARGET T- 695 W Herndo Clovis CA     0XXXXXXXXXXXXXXXX|TARGET T- 695 W Herndo|5411.0
25688|0000044880250000000|763-7801042|MN|55433.0||US|DIVERSIFIED ADJUSTMENT|1218DIVERSIFIED ADJUSTMENT 763-7801042 MN0XXXXXXXXXXXXXXXX|Diversified Adjustment|7399.0
25739|0000000009903830000|NILES|IL|||US|COSTCO WHSE #0383|5041041222COSTCO WHSE #0383 NILES IL           0XXXXXXXXXXXXXXXX|COSTCO WHSE #0383|5300.0
25740|0000000009903830000|NILES|IL|||US|COSTCO WHSE #0383|4211751224COSTCO WHSE #0383 NILES IL           0XXXXXXXXXXXXXXXX|COSTCO WHSE #0383|5300.0
25745|C338124601     0000|MARYSVILLE|WA|||US|SMOKEY POINT CO 13900|1207SMOKEY POINT CO 13900 MARYSVILLE WA  0XXXXXXXXXXXXXXXX           Purchase $396.66 Cash Back $25.00|SMOKEY POINT CO 13900 4|5411.0
25746|0000000072017370000|HENDERSON|NV|89074.0||US|LINDA WOODSON DERMATOLO|1215LINDA WOODSON DERMATOLO HENDERSON NV 0XXXXXXXXXXXXXXXX|LINDA WOODSON DERMATOLO|5977.0
25747|010244015      0000|STATESBORO|GA|30458.0||US|D & R INTENSIVE CAR CAR|1208D & R INTENSIVE CAR CAR STATESBORO GA0XXXXXXXXXXXXXXXX|D & R INTENSIVE CAR CAR|7538.0
25767|4445001104554  0000|EVERETT|WA|98208.0||US|MACY'S EAST #375|1230MACY'S EAST #375 EVERETT WA          0XXXXXXXXXXXXXXXX|MACY'S EAST #375|5311.0
25809||COVINGTON|LA|||US|SAMS CLUB SAM'S Club|1230SAMS CLUB SAM'S Club COVINGTON LA    0XXXXXXXXXXXXXXXX|SAMS CLUB SAM'S Club|5300.0
25811|3668014191     0000|ANN ARBOR|MI|48108.0||US|CHAMPS 14191|1215CHAMPS 14191 ANN ARBOR MI            0XXXXXXXXXXXXXXXX|CHAMPS 14191|5661.0
25812||BURLINGTON|WA|||US|SEARS ROEBUCK   2389|1219SEARS ROEBUCK   2389 BURLINGTON WA   0XXXXXXXXXXXXXXXX|SEARS ROEBUCK   2389|5311.0
25866||AUSTIN|TX|||US|POLO #825|1219POLO #825 AUSTIN TX                  0XXXXXXXXXXXXXXXX|POLO #825|5999.0
25883|7001000047936320000|800-9228803|LA|70032.0||US|QUIK CASH|1217LA CASH COW 800-9228803 LA           0XXXXXXXXXXXXXXXX|LA Cash Cow|6051.0
