keywords,store_number,store_name,address,city,state,zip_code,phone_number,fax_number,store_hours,pharmacy_number,pharmacy_hours,latitude,longitude
Publix,322,Island Walk Shopping Center,1421 Sadler Rd,Fernandina Beach,FL,32034-4466,(904) 277-4911,(904) 277-2608,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(904) 277-4944,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",30.639776,-81.4518131
Publix,324,West Boca Plaza,22973 State Road 7,Boca Raton,FL,33428-5400,(561) 488-5994,(561) 470-9366,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(561) 470-9368,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",26.3341456,-80.2032084
Publix,327,Tamiami Trail Shops,13850 SW 8th St,Miami,FL,33184-3033,(305) 221-1924,(305) 222-8104,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,25.7608664,-80.4196318
Publix,328,Old Cutler Town Center,20425 Old Cutler Rd,Cutler Bay,FL,33189-1833,(305) 235-2214,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(305) 256-3131,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",25.5768601,-80.3375627
Publix,329,Alafaya Square,81 Alafaya Woods Blvd,Oviedo,FL,32765-6235,(407) 366-8119,(407) 366-1560,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 366-8319,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.6494754,-81.2047209
Publix,330,Kings Lake Square,4860 Davis Blvd,Naples,FL,34104-5337,(239) 775-8800,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(239) 417-6630,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",26.1385522,-81.7489335
Publix,331,Kirkman Oaks Shopping Center,4606 S Kirkman Rd,Orlando,FL,32811-2891,(407) 293-7673,(407) 298-5365,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,28.495332,-81.461102
Publix,332,Suncrest Village,10115 University Blvd,Orlando,FL,32817-1904,(407) 657-6777,(407) 671-0926,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 673-1749,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.5975975,-81.2432032
Publix,333,Beneva Village Shops,3428 Clark Rd,Sarasota,FL,34231-8406,(941) 921-3766,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",,,27.2690737,-82.5005762
Publix,335,New Smyrna Bch. Regional SC,1930 State Road 44,New Smyrna Beach,FL,32168-8345,(386) 427-9541,(386) 427-9564,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(386) 423-1173,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",29.0123232,-80.9448481
Publix,336,Anastasia Plaza,1033 A1A Beach Blvd,Saint Augustine,FL,32080-6731,(904) 461-0231,(904) 460-4822,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(904) 461-0236,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",29.8300027,-81.271359
Publix,337,Wedgewood Commons,3304 SE Federal Hwy,Stuart,FL,34997-4964,(772) 283-1189,,"Sun 6:30 AM - 10:00 PM, Mon 6:30 AM - 10:00 PM, Tues 6:30 AM - 10:00 PM, Wed 6:30 AM - 10:00 PM, Thurs 6:30 AM - 10:00 PM, Fri 6:30 AM - 10:00 PM, Sat 6:30 AM - 10:00 PM,",,,27.1612586,-80.2242605
Publix,339,Polo Club Shoppes,5050 Champion Blvd,Boca Raton,FL,33496-4438,(561) 994-8350,(561) 994-3379,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,26.4118154,-80.1236047
Publix,340,East Port Plaza,9100 S US Highway 1,Port Saint Lucie,FL,34952-3406,(772) 337-1600,(772) 337-5032,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,27.30058,-80.302681
Publix,342,Plantation Promenade,10065 Cleary Blvd,Plantation,FL,33324-1063,(954) 473-4000,(954) 473-5823,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(954) 473-4144,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.1330066,-80.2846477
Publix,343,El Mercado Shopping Center,2414 W 60th St,Hialeah,FL,33016-4418,(305) 557-0566,(305) 819-2622,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(305) 557-3315,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",25.8768596,-80.3315349
Publix,347,Skyview Plaza,7653 S Orange Blossom Trl,Orlando,FL,32809-6903,(407) 857-0083,(407) 850-4444,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,28.4556475,-81.3992404
Publix,348,Deerfield Mall,3740 W Hillsboro Blvd,Deerfield Beach,FL,33442-9411,(954) 481-2266,(954) 422-5480,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(954) 427-0675,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.3177247,-80.1579762
Publix,349,Shoppes of Lake Village,10601 US Highway 441 Ste D,Leesburg,FL,34788-7241,(352) 365-1811,,"Sun 7:45 AM - 9:00 PM, Mon 7:45 AM - 9:00 PM, Tues 7:45 AM - 9:00 PM, Wed 7:45 AM - 9:00 PM, Thurs 7:45 AM - 9:00 PM, Fri 7:45 AM - 9:00 PM, Sat 7:45 AM - 9:00 PM,",(352) 365-6817,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.82379,-81.7812586
Publix,350,Lake Fredrica Center,4048 S Semoran Blvd,Orlando,FL,32822-4062,(407) 277-3607,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 277-4848,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.5031849,-81.3103622
Publix,351,Poinciana Place,2915 Vineland Rd,Kissimmee,FL,34746-5505,(407) 396-7525,(407) 396-5423,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,28.3335663,-81.4793058
Publix,352,Oakbridge Square,3636 Harden Blvd,Lakeland,FL,33803-5938,(863) 647-3136,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(863) 647-3781,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.998096,-81.972606
Publix,353,Granada Plaza,1491 Main St,Dunedin,FL,34698-4612,(727) 736-9284,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(727) 736-2785,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.0194239,-82.7627369
Publix,356,Lake Miriam Square,4730 S Florida Ave,Lakeland,FL,33813-2181,(863) 646-8537,(863) 619-7513,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(863) 646-5471,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.977239,-81.955596
Publix,360,Anderson Pavilion Shopping Center,1611 E Greenville St,Anderson,SC,29621-2006,(864) 231-5240,(864) 231-5254,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(864) 231-5246,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 12:00 PM - 7:00 PM",34.5293361,-82.6347594
Publix,361,Centergate Village,5804 Bee Ridge Rd,Sarasota,FL,34233-5051,(941) 378-2111,(941) 342-6201,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:30 PM, Tues 7:00 AM - 9:30 PM, Wed 7:00 AM - 9:30 PM, Thurs 7:00 AM - 9:30 PM, Fri 7:00 AM - 9:30 PM, Sat 7:00 AM - 9:30 PM,",(941) 378-5020,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.2986198,-82.4540611
Publix,362,The Crossroads at Royal Palm Beach,1180 Royal Palm Beach Blvd,Royal Palm Beach,FL,33411-1671,(561) 790-4802,(561) 792-2111,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,26.7081849,-80.2287848
Publix,365,The Center of Bonita Springs,3306 Bonita Beach Rd,Bonita Springs,FL,34134-4174,(239) 495-1600,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(239) 495-1700,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",26.3305532,-81.8059896
Publix,367,Promenade Shopping Plaza,9900 Alternate A1A,Palm Beach Gardens,FL,33410-4903,(561) 624-0935,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(561) 624-1183,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.821687,-80.085686
Publix,368,River Run Shopping Center,9951 Miramar Pkwy,Miramar,FL,33025-2397,(954) 437-6124,(954) 436-4105,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,25.9807445,-80.2768804
Publix,369,Boca Valley Plaza,7431 N Federal Hwy,Boca Raton,FL,33487-1601,(561) 241-9700,(561) 998-4343,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(561) 997-6265,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.4164227,-80.0751221
Publix,370,Alafaya Commons SC,11955 E Colonial Dr,Orlando,FL,32826-4725,(407) 381-2108,(407) 277-6576,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 380-3148,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.5666419,-81.2037057
Publix,371,Crosstown Plaza,2895 N Military Trl,West Palm Beach,FL,33409-2900,(561) 687-0445,(561) 683-8263,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(561) 687-0492,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.7202295,-80.1126993
Publix,372,Shenandoah Square,13700 W State Road 84,Davie,FL,33325-5302,(954) 472-0018,(954) 472-4571,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,26.112679,-80.3153729
Publix,373,Ramblewood Square,1305 N University Dr,Coral Springs,FL,33071-6622,(954) 755-6425,(954) 346-1715,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(954) 755-4921,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.2461252,-80.2530707
Publix,374,Tri City Plaza,5000 E Bay Dr,Clearwater,FL,33764-5719,(727) 538-8500,,"Sun 7:00 AM - 11:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(727) 524-1243,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",27.9164368,-82.7352222
Publix,375,University Park Center N.,1525 SW 107th Ave,Miami,FL,33174-2510,(305) 552-8733,(305) 222-8113,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",,,25.7551432,-80.3675498
Publix,376,Tradewinds Plaza,101437 Overseas Hwy,Key Largo,FL,33037-4505,(305) 451-0808,(305) 451-5302,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(305) 451-5338,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",25.1049479,-80.4296732
Publix,377,Moultrie Square,4255 US Highway 1 S Ste 1,Saint Augustine,FL,32086-7000,(904) 794-1100,(904) 794-1107,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(904) 794-1104,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",29.813791,-81.32445
Publix,379,Casselberry Collection,3385 S US Highway 17/92 Suite 181,Casselberry,FL,32707-2915,(407) 831-2020,(407) 831-7529,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(407) 831-2323,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.6790437,-81.3356759
Publix,383,Sun Plaza Shopping Center,421 Mary Esther Cut Off NW,Fort Walton Beach,FL,32548-4084,(850) 301-0033,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(850) 301-1334,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",30.424619,-86.647336
Publix,384,Venice Village Shoppes,4173 Tamiami Trl S,Venice,FL,34293-5111,(941) 497-6048,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(941) 408-0787,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",27.0588654,-82.4135966
Publix,385,South Vero Square,810 S US Highway 1,Vero Beach,FL,32962-4703,(772) 778-9600,(772) 778-6587,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(772) 778-7933,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",27.6177314,-80.3890486
Publix,386,Bayside Bridge Plaza,1520 N McMullen Booth Rd,Clearwater,FL,33759-2594,(727) 725-4900,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(727) 726-1061,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",27.980989,-82.710519
Publix,388,Village of Oriole Plaza,7375 W Atlantic Ave,Delray Beach,FL,33446-1304,(561) 498-2221,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(561) 637-1186,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",26.4541052,-80.1610855
Publix,391,Colonial Burnt Store Promenade,3941 Tamiami Trl Unit 3145,Punta Gorda,FL,33950-7927,(941) 637-5802,,"Sun 7:00 AM - 9:00 PM, Mon 7:00 AM - 9:00 PM, Tues 7:00 AM - 9:00 PM, Wed 7:00 AM - 9:00 PM, Thurs 7:00 AM - 9:00 PM, Fri 7:00 AM - 9:00 PM, Sat 7:00 AM - 9:00 PM,",(941) 637-1217,"Mon thru Fri 9:00 AM - 8:00 PM, Sat 9:00 AM - 6:00 PM, Sun 11:00 AM - 5:00 PM",26.888662,-82.025044
Publix,392,Plantation Square,5375 N Socrum Loop Rd,Lakeland,FL,33809-4272,(863) 853-1778,,"Sun 7:30 AM - 9:00 PM, Mon 7:30 AM - 9:00 PM, Tues 7:30 AM - 9:00 PM, Wed 7:30 AM - 9:00 PM, Thurs 7:30 AM - 10:00 PM, Fri 7:30 AM - 10:00 PM, Sat 7:30 AM - 10:00 PM,",(863) 859-6353,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",28.111637,-81.9463393
Publix,393,Old St. Augustine Plaza,11250 St Augustine Rd Ste 4,Jacksonville,FL,32257-1147,(904) 262-5474,(904) 260-1783,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(904) 262-4250,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 11:00 AM - 6:00 PM",30.171897,-81.605508
Publix,394,Courtyard Shops at Wellington,13880 Wellington Trce,Wellington,FL,33414-8553,(561) 795-8555,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(561) 795-8589,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.6604161,-80.2656342
Publix,395,Gateway Crossing,10496 Roosevelt Blvd N,Saint Petersburg,FL,33716-3820,(727) 576-5858,,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",,,27.8664553,-82.6425295
Publix,396,Regency Square,4901 Volunteer Rd,Southwest Ranches,FL,33330-2400,(954) 680-1900,(954) 680-2608,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 11:00 PM, Tues 7:00 AM - 11:00 PM, Wed 7:00 AM - 11:00 PM, Thurs 7:00 AM - 11:00 PM, Fri 7:00 AM - 11:00 PM, Sat 7:00 AM - 11:00 PM,",(954) 680-2300,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.06004,-80.347632
Publix,397,Aberdeen Square,4966 Le Chalet Blvd,Boynton Beach,FL,33436-1406,(561) 369-3500,(561) 369-3698,"Sun 7:00 AM - 10:00 PM, Mon 7:00 AM - 10:00 PM, Tues 7:00 AM - 10:00 PM, Wed 7:00 AM - 10:00 PM, Thurs 7:00 AM - 10:00 PM, Fri 7:00 AM - 10:00 PM, Sat 7:00 AM - 10:00 PM,",(561) 369-3892,"Mon thru Fri 9:00 AM - 9:00 PM, Sat 9:00 AM - 7:00 PM, Sun 10:00 AM - 5:00 PM",26.554044,-80.121508
