dba,store_number,address,address_line_2,city,state,zip_code,phone_number,store_hours,pharmacy_phone_number,24_hour,24_hour_pharmacy,clinic,compounding,drivethru,hospital,convenience,health_service,latitude,longitude,store_number,address,city,state,zip_code,phone_number,latitude,longitude
Walgreens,5398,2170 WASHTENAW RD,NEC of Hewitt & Washtenaw,YPSILANTI,MI,48197, (734) 485-3899,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM, (734) 485-3899,No,No,No,No,Yes,Yes,TRUE,TRUE,42.249191,-83.646998,5398,2170 WASHTENAW RD,YPSILANTI,MI,48197, (734) 485-3899,42.249191,-83.646998
Walgreens,5399,955 S WINTER PARK DR,NEC of Semoran (Sr 436) & Winter Park/Red Bug,CASSELBERRY,FL,32707, (407) 767-7002,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM, (407) 767-7002,No,No,No,No,Yes,No,TRUE,TRUE,28.647399,-81.322139,5399,955 S WINTER PARK DR,CASSELBERRY,FL,32707, (407) 767-7002,28.647399,-81.322139
Walgreens,5408,1300 E NORTH AVE,NWC of Harford Road & North Avenue,BALTIMORE,MD,21213, (410) 889-1359,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (410) 889-1359,No,No,No,No,Yes,Yes,TRUE,TRUE,39.312199,-76.600299,5408,1300 E NORTH AVE,BALTIMORE,MD,21213, (410) 889-1359,39.312199,-76.600299
Walgreens,5409,4020 EASTERN AVE,NWC of Haven Street & Eastern Avenue,BALTIMORE,MD,21224, (410) 534-8656,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (410) 534-8656,Yes,Yes,No,No,Yes,Yes,TRUE,TRUE,39.286899,-76.562999,5409,4020 EASTERN AVE,BALTIMORE,MD,21224, (410) 534-8656,39.286899,-76.562999
Walgreens,5410,19 E FAYETTE ST,SWC of St. Paul Street & Fayette Street,BALTIMORE,MD,21202, (410) 625-1817,Mon: 8:00AM-6:00PM Tue: 8:00AM-4:00PM Wed: 8:00AM-6:00PM Thu: 8:00AM-6:00PM Fri: 8:00AM-6:00PM Sat: CLOSED-CLOSED Sun: CLOSED-CLOSED, (410) 625-1817,No,No,No,No,No,Yes,TRUE,FALSE,39.290199,-76.614099,5410,19 E FAYETTE ST,BALTIMORE,MD,21202, (410) 625-1817,39.290199,-76.614099
Walgreens,5411,710 W GRANGEVILLE BLVD,NWC of Eleventh & Grangeville,HANFORD,CA,93230, (559) 582-9438,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (559) 582-9438,Yes,Yes,No,Yes,Yes,No,TRUE,TRUE,36.343165,-119.6556972,5411,710 W GRANGEVILLE BLVD,HANFORD,CA,93230, (559) 582-9438,36.343165,-119.6556972
Walgreens,5413,600 COUNTY ROAD 10 NE,SEC of Jefferson & Hwy 10,BLAINE,MN,55434, (763) 786-9081,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (763) 786-9081,No,No,No,No,Yes,Yes,TRUE,TRUE,45.126599,-93.255099,5413,600 COUNTY ROAD 10 NE,BLAINE,MN,55434, (763) 786-9081,45.126599,-93.255099
Walgreens,5414,9220 LITTLE RD,SEC of Little & Embassy,NEW PORT RICHEY,FL,34654, (727) 862-8537,Mon: 9:00AM-9:00PM Tue: 9:00AM-5:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM, (727) 862-8537,No,No,No,No,Yes,No,TRUE,TRUE,28.290949,-82.675389,5414,9220 LITTLE RD,NEW PORT RICHEY,FL,34654, (727) 862-8537,28.290949,-82.675389
Walgreens,5415,5432 LITTLE RD,SEC of Little & River Crossings,NEW PORT RICHEY,FL,34655, (727) 372-4885,Mon: 9:00AM-9:00PM Tue: 9:00AM-5:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM, (727) 372-4885,No,No,No,No,Yes,No,TRUE,TRUE,28.236221,-82.670188,5415,5432 LITTLE RD,NEW PORT RICHEY,FL,34655, (727) 372-4885,28.236221,-82.670188
Walgreens,5416,3201 E FM 528 RD,SWC of Bay Area & Fm 528,FRIENDSWOOD,TX,77546, (281) 316-9300,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (281) 316-9300,No,No,No,No,Yes,No,TRUE,TRUE,29.521685,-95.16231759,5416,3201 E FM 528 RD,FRIENDSWOOD,TX,77546, (281) 316-9300,29.521685,-95.16231759
Walgreens,5417,6125 DURAND AVE,SWC of Hwy 31 & Hwy 11,RACINE,WI,53406, (262) 554-6116,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (262) 554-6116,No,No,No,No,Yes,Yes,TRUE,TRUE,42.696817,-87.85505672,5417,6125 DURAND AVE,RACINE,WI,53406, (262) 554-6116,42.696817,-87.85505672
Walgreens,5421,1438 N LEWIS AVE,SWC of Pine & Lewis,TULSA,OK,74110, (918) 583-7593,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM, (918) 583-7593,No,No,No,No,Yes,Yes,TRUE,TRUE,36.176747,-95.95877114,5421,1438 N LEWIS AVE,TULSA,OK,74110, (918) 583-7593,36.176747,-95.95877114
Walgreens,5422,2130 RICHEY ST,NEC OF ALLEN - GENOA ROAD & RICHEY,PASADENA,TX,77502, (713) 475-8488,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (713) 475-8488,No,No,No,No,Yes,No,TRUE,TRUE,29.680899,-95.227499,5422,2130 RICHEY ST,PASADENA,TX,77502, (713) 475-8488,29.680899,-95.227499
Walgreens,5423,1413 WIRT RD,NWC of Wirt & Westview,HOUSTON,TX,77055, (713) 467-4585,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM, (713) 467-4585,No,No,No,No,Yes,Yes,TRUE,TRUE,29.794899,-95.484999,5423,1413 WIRT RD,HOUSTON,TX,77055, (713) 467-4585,29.794899,-95.484999
Walgreens,5424,138 SW MILITARY DR,SWC of Flores & Sw Military,SAN ANTONIO,TX,78221, (210) 924-6582,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (210) 924-6582,Yes,Yes,No,No,Yes,Yes,TRUE,TRUE,29.356461,-98.491307,5424,138 SW MILITARY DR,SAN ANTONIO,TX,78221, (210) 924-6582,29.356461,-98.491307
Walgreens,5425,13550 W 9 MILE RD,NEC of Coolidge & Nine Mile,OAK PARK,MI,48237, (248) 548-4251,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (248) 548-4251,Yes,No,No,No,Yes,Yes,TRUE,TRUE,42.460716,-83.18150459,5425,13550 W 9 MILE RD,OAK PARK,MI,48237, (248) 548-4251,42.460716,-83.18150459
Walgreens,5426,1815 ROCHESTER RD,NWC of Rochester & 12 Mile,ROYAL OAK,MI,48073, (248) 546-6572,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 10:00AM-6:00PM Sun: 10:00AM-6:00PM, (248) 546-6572,No,No,No,No,Yes,Yes,TRUE,TRUE,42.505199,-83.143599,5426,1815 ROCHESTER RD,ROYAL OAK,MI,48073, (248) 546-6572,42.505199,-83.143599
Walgreens,5427,W156N11261 PILGRIM RD,NWC of Pilgrim & Mequon,GERMANTOWN,WI,53022, (262) 253-9720,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (262) 253-9720,No,No,No,No,Yes,Yes,TRUE,TRUE,43.22193,-88.10398568,5427,W156N11261 PILGRIM RD,GERMANTOWN,WI,53022, (262) 253-9720,43.22193,-88.10398568
Walgreens,5428,632 ROGER WILLIAMS AVE,SEC of Broadview & Roger Williams,HIGHLAND PARK,IL,60035, (847) 432-8170,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM, (847) 432-8170,No,No,No,No,No,No,TRUE,FALSE,42.165299,-87.786399,5428,632 ROGER WILLIAMS AVE,HIGHLAND PARK,IL,60035, (847) 432-8170,42.165299,-87.786399
Walgreens,5430,4121 HOOVER AVE,NEC OF GETTYSBURG ROAD & HOOVER AVENUE,DAYTON,OH,45402, (937) 263-2836,Mon: 8:00AM-8:00PM Tue: 8:00AM-8:00PM Wed: 8:00AM-8:00PM Thu: 8:00AM-8:00PM Fri: 8:00AM-8:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (937) 263-2836,No,No,No,No,Yes,Yes,TRUE,TRUE,39.761799,-84.252499,5430,4121 HOOVER AVE,DAYTON,OH,45402, (937) 263-2836,39.761799,-84.252499
Walgreens,5431,1337 PEARL RD,NEC of U.S. 42 (Pearl Road) & S.H. 303 (Center Road),BRUNSWICK,OH,44212, (330) 220-3225,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (330) 220-3225,No,No,No,No,Yes,Yes,TRUE,TRUE,41.238599,-81.840699,5431,1337 PEARL RD,BRUNSWICK,OH,44212, (330) 220-3225,41.238599,-81.840699
Walgreens,5432,1581 BELLA CRUZ DR,SWC of Hwy. 27 & Buena Vista,THE VILLAGES,FL,32159, (352) 750-9959,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (352) 750-9959,Yes,Yes,No,Yes,Yes,No,TRUE,TRUE,28.953783,-81.95987635,5432,1581 BELLA CRUZ DR,THE VILLAGES,FL,32159, (352) 750-9959,28.953783,-81.95987635
Walgreens,5433,3900 N FEDERAL HWY,SEC of U S 1 & Spanish River,BOCA RATON,FL,33431, (561) 338-4747,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 8:00AM-6:00PM Sun: 9:00AM-6:00PM, (561) 338-4747,Yes,No,No,No,Yes,No,TRUE,TRUE,26.385686,-80.07610106,5433,3900 N FEDERAL HWY,BOCA RATON,FL,33431, (561) 338-4747,26.385686,-80.07610106
Walgreens,5434,1621 W HENDERSON ST,SWC of Colonial & Henderson (Bus 67),CLEBURNE,TX,76033, (817) 641-6702,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (817) 641-6702,Yes,Yes,No,Yes,Yes,No,TRUE,TRUE,32.337843,-97.414496,5434,1621 W HENDERSON ST,CLEBURNE,TX,76033, (817) 641-6702,32.337843,-97.414496
Walgreens,5435,3100 MILLER AVE,NWC of Miller & Berry,FORT WORTH,TX,76105, (817) 536-4593,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (817) 536-4593,No,No,No,No,Yes,Yes,TRUE,TRUE,32.714099,-97.262999,5435,3100 MILLER AVE,FORT WORTH,TX,76105, (817) 536-4593,32.714099,-97.262999
Walgreens,5436,4025 TAYLORSVILLE RD,NEC of Browns Lane(Hikes Lane) & Taylorsville Road,LOUISVILLE,KY,40220, (502) 451-9200,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (502) 451-9200,No,No,No,No,Yes,Yes,TRUE,TRUE,38.220299,-85.623799,5436,4025 TAYLORSVILLE RD,LOUISVILLE,KY,40220, (502) 451-9200,38.220299,-85.623799
Walgreens,5437,17511 BRUCE B DOWNS BLVD,NEC of Bruce B. Downs & Dona Michelle,TAMPA,FL,33647, (813) 903-8404,Mon: 8:00AM-10:00PM Tue: 9:00AM-5:00PM Wed: CLOSED-CLOSED Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM, (813) 903-8404,Yes,No,Yes,No,Yes,No,TRUE,TRUE,28.126665,-82.368439,5437,17511 BRUCE B DOWNS BLVD,TAMPA,FL,33647, (813) 903-8404,28.126665,-82.368439
Walgreens,5439,1770 DEER PARK AVE,SWC of Deer Park Avenue & Grand Blvd,DEER PARK,NY,11729, (631) 667-7023,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (631) 667-7023,Yes,Yes,No,No,Yes,No,TRUE,TRUE,40.756799,-73.328199,5439,1770 DEER PARK AVE,DEER PARK,NY,11729, (631) 667-7023,40.756799,-73.328199
Walgreens,5443,3000 MCDERMOTT RD,SWC of Independence & Mcdermott,PLANO,TX,75025, (972) 377-8033,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (972) 377-8033,No,No,No,No,Yes,Yes,TRUE,TRUE,33.101599,-96.750499,5443,3000 MCDERMOTT RD,PLANO,TX,75025, (972) 377-8033,33.101599,-96.750499
Walgreens,5444,212 S LOGAN AVE,SEC of Logan & Charleston,MATTOON,IL,61938, (217) 235-3126,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (217) 235-3126,Yes,Yes,No,No,Yes,No,TRUE,TRUE,39.480699,-88.349299,5444,212 S LOGAN AVE,MATTOON,IL,61938, (217) 235-3126,39.480699,-88.349299
Walgreens,5446,2990 FIVE FORKS TRICKUM RD,SEC of Oak Rd. & Five Forks Trickum,LAWRENCEVILLE,GA,30044, (770) 978-6475,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (770) 978-6475,Yes,Yes,Yes,Yes,Yes,No,TRUE,TRUE,33.886299,-84.059399,5446,2990 FIVE FORKS TRICKUM RD,LAWRENCEVILLE,GA,30044, (770) 978-6475,33.886299,-84.059399
Walgreens,5447,3299 CANTON RD,SWC of Canton Highway & Blackwell Connection,MARIETTA,GA,30066, (770) 218-8588,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-5:00PM Sun: 9:00AM-5:00PM, (770) 218-8588,No,No,No,No,Yes,Yes,TRUE,TRUE,34.031799,-84.528099,5447,3299 CANTON RD,MARIETTA,GA,30066, (770) 218-8588,34.031799,-84.528099
Walgreens,5448,4715 HODGES BLVD,SEC of Hodges & Sutton,JACKSONVILLE,FL,32224, (904) 992-4643,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (904) 992-4643,No,No,No,No,Yes,No,TRUE,TRUE,30.256723,-81.46592802,5448,4715 HODGES BLVD,JACKSONVILLE,FL,32224, (904) 992-4643,30.256723,-81.46592802
Walgreens,5449,3600 FERN VALLEY RD,SEC of Preston Highway(Rt 61) & Fern Valley Road,LOUISVILLE,KY,40219, (502) 964-7114,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (502) 964-7114,No,No,No,No,Yes,Yes,TRUE,TRUE,38.156299,-85.695399,5449,3600 FERN VALLEY RD,LOUISVILLE,KY,40219, (502) 964-7114,38.156299,-85.695399
Walgreens,5451,315 W PLATT ST,NEC of Hyde Park Avenue & Platt Street,TAMPA,FL,33606, (813) 251-3939,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-5:00PM, (813) 251-3939,Yes,No,No,No,Yes,No,TRUE,TRUE,27.942128,-82.463417,5451,315 W PLATT ST,TAMPA,FL,33606, (813) 251-3939,27.942128,-82.463417
Walgreens,5452,2410 N COLISEUM BLVD,NEC of Coliseum & State,FORT WAYNE,IN,46805, (260) 483-5612,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (260) 483-5612,Yes,Yes,No,Yes,Yes,No,TRUE,TRUE,41.098199,-85.087399,5452,2410 N COLISEUM BLVD,FORT WAYNE,IN,46805, (260) 483-5612,41.098199,-85.087399
Walgreens,5453,6501 E GREENWAY PKWY,SEC of 64Th St. & Greenway Rd.,SCOTTSDALE,AZ,85254, (480) 368-7893,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (480) 368-7893,No,No,No,No,Yes,No,TRUE,TRUE,33.625371,-111.9422948,5453,6501 E GREENWAY PKWY,SCOTTSDALE,AZ,85254, (480) 368-7893,33.625371,-111.9422948
Walgreens,5454,1661 MCKEE RD,NWC OF KING & MCKEE,SAN JOSE,CA,95116, (408) 347-1404,Mon: 8:00AM-9:00PM Tue: 8:00AM-9:00PM Wed: 8:00AM-9:00PM Thu: 8:00AM-9:00PM Fri: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (408) 347-1404,No,Yes,No,No,Yes,No,TRUE,TRUE,37.358073,-121.8616511,5454,1661 MCKEE RD,SAN JOSE,CA,95116, (408) 347-1404,37.358073,-121.8616511
Walgreens,5455,111 W WASHINGTON AVE,SWC of Broadway & Washington,ESCONDIDO,CA,92025, (760) 291-0299,Mon: 8:00AM-9:00PM Tue: 8:00AM-9:00PM Wed: 8:00AM-9:00PM Thu: 8:00AM-9:00PM Fri: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (760) 291-0299,No,No,No,No,Yes,Yes,TRUE,TRUE,33.126303,-117.084522,5455,111 W WASHINGTON AVE,ESCONDIDO,CA,92025, (760) 291-0299,33.126303,-117.084522
Walgreens,5456,1510 N SANTA FE AVE,NWC of Santa Fe & Bobier,VISTA,CA,92083, (760) 724-3763,Mon: 8:00AM-9:00PM Tue: 8:00AM-9:00PM Wed: 8:00AM-9:00PM Thu: 8:00AM-9:00PM Fri: 8:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (760) 724-3763,No,No,No,No,Yes,Yes,TRUE,TRUE,33.221726,-117.245906,5456,1510 N SANTA FE AVE,VISTA,CA,92083, (760) 724-3763,33.221726,-117.245906
Walgreens,5459,9909 W LOOMIS RD,SWC of Hwy 100 & Hwy 36,FRANKLIN,WI,53132, (414) 427-7187,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (414) 427-7187,No,No,No,No,Yes,Yes,TRUE,TRUE,42.888299,-88.038099,5459,9909 W LOOMIS RD,FRANKLIN,WI,53132, (414) 427-7187,42.888299,-88.038099
Walgreens,5460,1001 W REYNOLDS ST,NWC of Old Rt 66 & Reynolds,PONTIAC,IL,61764, (815) 844-4767,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (815) 844-4767,No,No,No,No,Yes,No,TRUE,TRUE,40.874805,-88.644689,5460,1001 W REYNOLDS ST,PONTIAC,IL,61764, (815) 844-4767,40.874805,-88.644689
Walgreens,5461,321 BATTLEFIELD BLVD S,NEC OF S. BATTLEFIELD BOULEVARD & MT. PLEASANT ROAD,CHESAPEAKE,VA,23322, (757) 546-8783,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (757) 546-8783,No,No,No,No,Yes,No,TRUE,TRUE,36.713668,-76.23768241,5461,321 BATTLEFIELD BLVD S,CHESAPEAKE,VA,23322, (757) 546-8783,36.713668,-76.23768241
Walgreens,5464,4601 BROADWAY,NWC of U.S. 1 & 45Th St.,WEST PALM BEACH,FL,33407, (561) 841-8658,Mon: 8:00AM-8:00PM Tue: 8:00AM-8:00PM Wed: 8:00AM-8:00PM Thu: 8:00AM-8:00PM Fri: 8:00AM-8:00PM Sat: 9:00AM-6:00PM Sun: 9:00AM-6:00PM, (561) 841-8658,No,No,No,No,Yes,No,TRUE,TRUE,26.753141,-80.056442,5464,4601 BROADWAY,WEST PALM BEACH,FL,33407, (561) 841-8658,26.753141,-80.056442
Walgreens,5465,1025 SE PORT ST LUCIE BLVD,NWC OF MIDPORT & ST. LUCIE BLVD.,PORT SAINT LUCIE,FL,34952, (772) 335-4200,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 8:00AM-10:00PM Sun: 8:00AM-10:00PM, (772) 335-4200,Yes,No,No,No,Yes,No,TRUE,TRUE,27.272009,-80.318549,5465,1025 SE PORT ST LUCIE BLVD,PORT SAINT LUCIE,FL,34952, (772) 335-4200,27.272009,-80.318549
Walgreens,5466,601 MEADOWBROOK RD,NEC of Hwy Tt & Summit,WAUKESHA,WI,53188, (262) 549-2356,Mon: 9:00AM-9:00PM Tue: 9:00AM-9:00PM Wed: 9:00AM-9:00PM Thu: 9:00AM-9:00PM Fri: 9:00AM-9:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (262) 549-2356,No,No,No,No,Yes,Yes,TRUE,TRUE,43.020699,-88.285399,5466,601 MEADOWBROOK RD,WAUKESHA,WI,53188, (262) 549-2356,43.020699,-88.285399
Walgreens,5468,16 E LAKE ST,NEC of Addison & Lake,ADDISON,IL,60101, (630) 832-7821,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (630) 832-7821,Yes,Yes,No,Yes,Yes,Yes,TRUE,TRUE,41.932159,-87.988019,5468,16 E LAKE ST,ADDISON,IL,60101, (630) 832-7821,41.932159,-87.988019
Walgreens,5469,3925 W ELM ST,SWC of Route 31 & Route 120,MCHENRY,IL,60050, (815) 363-0722,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (815) 363-0722,Yes,Yes,Yes,No,Yes,Yes,TRUE,TRUE,42.344227,-88.27497719,5469,3925 W ELM ST,MCHENRY,IL,60050, (815) 363-0722,42.344227,-88.27497719
Walgreens,5470,4650 MORNINGSIDE AVE,SWC OF LAKEPORT & MORNINGSIDE,SIOUX CITY,IA,51106, (712) 276-7744,Mon: 8:00AM-10:00PM Tue: 8:00AM-10:00PM Wed: 8:00AM-10:00PM Thu: 8:00AM-10:00PM Fri: 8:00AM-10:00PM Sat: 9:00AM-6:00PM Sun: 10:00AM-6:00PM, (712) 276-7744,No,No,No,No,Yes,No,TRUE,TRUE,42.469958,-96.347144,5470,4650 MORNINGSIDE AVE,SIOUX CITY,IA,51106, (712) 276-7744,42.469958,-96.347144
Walgreens,5472,821 W ESPLANADE AVE,SWC of Chateau & West Esplanade,KENNER,LA,70065, (504) 468-5479,Mon: 12:00AM-12:00AM Tue: 12:00AM-12:00AM Wed: 12:00AM-12:00AM Thu: 12:00AM-12:00AM Fri: 12:00AM-12:00AM Sat: 12:00AM-12:00AM Sun: 12:00AM-12:00AM, (504) 468-5479,Yes,Yes,Yes,Yes,Yes,Yes,TRUE,TRUE,30.021697,-90.25644092,5472,821 W ESPLANADE AVE,KENNER,LA,70065, (504) 468-5479,30.021697,-90.25644092
