store_number,store_type,address,city,state,zip_code,phone_number,playplace,drive_thru,arch_card,free_wifi,latitude,longitude
4081,FREESTANDING,600 WEST MAPLE,NEW LENOX,IL,60451,(815)485-4600,Y,Y,Y,Y,41.517831,-87.981776
4087,FREESTANDING,P.O. BOX 22 - U.S.  60 HWY. 53,SHELBYVILLE,KY,40066-0022,(502)633-6516,N,Y,Y,Y,38.210014,-85.204562
4088,FREESTANDING,2738 S MAIN ST,HIGH POINT,NC,27263,(336)887-6011,N,Y,Y,Y,35.924725,-79.983865
4089,FREESTANDING,980 E ALOSTA AVE,AZUSA,CA,91702,(626)969-2815,Y,Y,Y,Y,34.128277,-117.887505
4090,FREESTANDING,3810 SOUTH BRISTOL AVENUE,SANTA ANA,CA,92704-7456,(714)545-2380,Y,Y,Y,Y,33.69664,-117.885872
4092,FREESTANDING,6300 SAN MATEO NE,ALBUQUERQUE,NM,87107,(505)821-3599,Y,Y,Y,Y,35.148469,-106.585827
4093,GAS STATION,1110 E. CHERRY STREET,JESUP,GA,31545-3116,(912)427-6896,Y,Y,Y,Y,31.594622,-81.870662
4094,FREESTANDING,3455 W PEORIA,PHOENIX,AZ,85029-4606,(602)942-5780,Y,Y,Y,Y,33.581546,-112.133587
4097,FREESTANDING,5543 FENTON RD,FLINT,MI,48507-4030,(810)234-7231,N,Y,Y,Y,42.944833,-83.691507
4099,FREESTANDING,6205 YOUREE DRIVE,SHREVEPORT,LA,71105-4417,(318)797-8327,Y,Y,Y,Y,32.451367,-93.7216
4100,FREESTANDING,825 N STRATFORD RD.,MOSES LAKE,WA,98837-1511,(509)766-6390,Y,Y,Y,Y,47.140076,-119.277947
4101,FREESTANDING,2500 DIXIE HWY,LOUISVILLE,KY,40216-5202,(502)778-2500,N,Y,Y,Y,38.214444,-85.796634
4102,FREESTANDING,335 W RESERVOIR ST,WOODSTOCK,VA,22664,(540)459-5301,Y,Y,Y,Y,38.870631,-78.525511
4103,FREESTANDING,3201 COASTAL HWY,OCEAN CITY,MD,21842,(410)723-4248,N,Y,Y,Y,38.361166,-75.073844
4104,FREESTANDING,2876 SHORE DR,VIRGINA BEACH,VA,23451,(757)481-4578,N,Y,Y,Y,36.911976,-76.070938
4105,FREESTANDING,925 E MAIN ST,PULASKI,VA,24301,(540)980-8426,N,Y,Y,Y,37.048868,-80.762756
4107,FREESTANDING,91 W. IRVING PARK RD,STREAMWOOD,IL,60107,(630)830-2777,N,Y,Y,Y,42.013376,-88.185067
4108,FREESTANDING,2705 VIA DE LA VALLE,DEL MAR,CA,92014-1905,(858)481-8595,N,Y,Y,Y,32.980291,-117.249506
4110,FREESTANDING,1710 N 16TH ST,ORANGE,TX,77630-3355,(409)886-0646,Y,Y,Y,Y,30.10754,-93.74675
4111,FREESTANDING,611 W CHARTER WAY,STOCKTON,CA,95206-1709,(209)948-2572,N,Y,Y,Y,37.937558,-121.295585
4112,FREESTANDING,630 W SAMPLE RD,POMPANO BEACH,FL,33064,(954)943-3055,N,Y,Y,Y,26.274442,-80.132356
4113,FREESTANDING,907 CECIL AVE,DELANO,CA,93215-1420,(661)725-4646,Y,Y,Y,Y,35.776318,-119.246638
4119,FREESTANDING,2302 S 320TH ST,FEDERAL WAY,WA,98003,(253)941-3210,N,Y,Y,Y,47.315474,-122.303278
4120,FREESTANDING,1026 W 200 N,CEDAR CITY,UT,84720-2306,(435)586-4700,Y,Y,Y,Y,37.681128,-113.076528
4121,FREESTANDING,4317 NORTHERN PIKE,MONROEVILLE,PA,15146,(412)372-0360,N,Y,Y,Y,40.434495,-79.751797
4122,FREESTANDING,4280 PALM BEACH BLVD.,FORT MYERS,FL,33905-3445,(239)694-6511,N,Y,Y,Y,26.667869,-81.826873
4123,FREESTANDING,7400 HULL ST RD,RICHMOND,VA,23235,(804)745-2555,N,Y,Y,Y,37.470772,-77.530003
4124,FREESTANDING,3903 WINSTON AVE (LATONIA PLAZA),COVINGTON,KY,41015-1706,(859)491-6968,N,Y,Y,Y,39.045608,-84.504891
4126,FREESTANDING,324 E FILLMORE ST,COLORADO SPRINGS,CO,80907-6368,(719)632-3007,N,Y,Y,N,38.874631,-104.815928
4128,SHARED BLDNG,500 N CENTRAL AVE,GLENDALE,CA,91203,(818)246-1526,N,Y,Y,Y,34.153332,-118.257538
4134,FREESTANDING,727 RT 113,SOUDERTON,PA,18964,(215)723-0193,Y,Y,Y,Y,40.3163,-75.308881
4137,FREESTANDING,2001 E CONE BLVD,GREENSBORO,NC,27405,(336)621-2037,N,Y,Y,Y,36.113302,-79.753117
4138,FREESTANDING,4816 WARD BLVD,WILSON,NC,27893,(252)291-3344,N,Y,Y,Y,35.722054,-77.89261
4141,FREESTANDING,1110 BOARDMAN POLAND RD,POLAND,OH,44515-1930,(330)726-8274,N,Y,Y,Y,41.024631,-80.633316
4142,FREESTANDING,3828 BEE RIDGE RD,SARASOTA,FL,34233-1103,(941)922-4406,Y,Y,Y,Y,27.298549,-82.493045
4143,FREESTANDING,10410 N DALE MABRY,TAMPA,FL,33618,(813)961-8952,N,Y,Y,Y,28.045112,-82.505389
4145,FREESTANDING,2107 E JOPPA RD,BALTIMORE,MD,21234,(410)668-1911,Y,Y,Y,Y,39.397574,-76.540546
4146,FREESTANDING,2301 N WASHINGTON ST,FORREST CITY,AR,72335-1800,(870)633-4146,Y,Y,Y,Y,35.030997,-90.790151
4147,FREESTANDING,3430 TRACY BLVD.,TRACY,CA,95376-1723,(209)835-3200,Y,Y,Y,Y,37.761772,-121.434521
4148,FREESTANDING,1300 S COURT ST,CIRCLEVILLE,OH,43113-9195,(740)477-1950,Y,Y,Y,Y,39.586668,-82.951991
4152,FREESTANDING,1185 N FARNSWORTH,AURORA,IL,60505,(630)898-0299,Y,Y,Y,Y,41.781697,-88.281165
4154,FREESTANDING,6945 LINDA VISTA RD,SAN DIEGO,CA,92111,(858)560-6437,Y,Y,Y,Y,32.785727,-117.170161
4155,FREESTANDING,1921 COVE BLVD.,PANAMA CITY,FL,32405-5314,(850)763-4181,N,Y,Y,Y,30.183728,-85.650427
4157,FREESTANDING,107 N GROESBECK,MT CLEMENS,MI,48043,(586)469-0084,N,Y,Y,Y,42.602066,-82.899796
4160,FREESTANDING,3802 BRIDGEPORT WAY W,UNIVERSITY PLACE,WA,98466-4416,(253)565-0747,N,Y,Y,Y,47.222105,-122.537484
4162,FREESTANDING,8280 15 MILE ROAD,STERLING HEIGHTS,MI,48312,(586)939-9460,N,Y,Y,Y,42.550652,-83.026291
4163,FREESTANDING,3000 GRAND AVE,LARAMIE,WY,82070-5105,(307)745-3600,N,Y,Y,Y,41.308638,-105.556927
4164,FREESTANDING,1309 W 6TH ST,LAWRENCE,KS,66044-2220,(785)841-4132,N,Y,Y,Y,38.97268,-95.250362
4165,FREESTANDING,801 LONDON BLVD,PORTSMOUTH,VA,23704,(757)393-7945,N,Y,Y,Y,36.836368,-76.307618
4166,FREESTANDING,251 ASHEVILLE HWY,BREVARD,NC,28712,(828)884-2244,N,Y,Y,Y,35.246167,-82.72338
4167,FREESTANDING,INTERSTATE 40/RT 27,HARRIMAN,TN,37748,(865)882-3371,N,Y,Y,Y,35.910903,-84.583132
4168,FREESTANDING,500 HIGHWAY 290 W,BRENHAM,TX,77833-5404,(979)836-7797,Y,Y,Y,Y,30.143422,-96.39737
4170,FREESTANDING,2387 S MAIN ST,HARRISONBURG,VA,22801,(540)434-6061,Y,Y,Y,Y,38.420445,-78.894202
4172,FREESTANDING,P.O. BOX 1009 (HWY 231),OZARK,AL,36360,(334)774-4996,Y,Y,Y,Y,31.449001,-85.658301
4173,FREESTANDING,5821 ROGERS AVENUE,FORT SMITH,AR,72901,(479)452-5500,N,Y,Y,Y,35.361043,-94.366842
4175,FREESTANDING,401 E NORTH PARK ST,OKEECHOBEE,FL,34972,(863)763-5826,N,Y,Y,Y,27.244103,-80.826145
4179,FREESTANDING,5001 GIBSON SE,ALBUQUERQUE,NM,87108-4623,(505)256-0450,Y,Y,Y,Y,35.058789,-106.586204
4180,FREESTANDING,539 MILLER VALLEY RD,PRESCOTT,AZ,86301-2313,(928)445-7490,Y,Y,Y,Y,34.550335,-112.47837
4181,FREESTANDING,31 WEST MAIN,YUKON,OK,73099-2234,(405)354-1285,Y,Y,Y,Y,35.508612,-97.743784
4183,FREESTANDING,256 OSBORNE RD,LOUDONVILLE,NY,12211,(518)459-2502,N,Y,Y,Y,42.706374,-73.775384
4184,FREESTANDING,4158 S ASHLAND,CHICAGO,IL,60609-2330,(773)847-2763,N,Y,Y,Y,41.817933,-87.665483
4186,FREESTANDING,652 SPRUCE ST,DOWAGIAC,MI,49047,(269)782-8700,N,Y,Y,Y,41.984585,-86.122672
4187,FREESTANDING,439 E. IRVING PARK ROAD,ROSELLE,IL,60172-2001,(630)529-8208,N,Y,Y,Y,41.981701,-88.07024
4193,FREESTANDING,1901 POCOHANTAS TRL,WILLIAMSBURG,VA,23185,(757)229-5030,N,Y,Y,Y,37.247721,-76.658369
4194,FREESTANDING,15475 LOS GATOS BLVD,LOS GATOS,CA,95032-2501,(408)356-3095,N,N,Y,Y,37.243828,-121.959808
4195,FREESTANDING,112 GREENVILLE BY-PASS,GREENVILLE,AL,36037,(334)382-2007,Y,Y,Y,Y,31.84811,-86.638763
4198,FREESTANDING,650 E MAIN ST,LEBANON,OH,45036-1916,(513)932-7540,Y,Y,Y,Y,39.432723,-84.194151
4199,FREESTANDING,155 S BROADWAY,YONKERS,NY,10701,(914)968-7804,Y,Y,Y,Y,40.928322,-73.896629
4201,FREESTANDING,320 NORTH BROADWAY,SANTA MARIA,CA,93454-4417,(805)922-0910,Y,Y,Y,Y,34.956193,-120.435077
4202,FREESTANDING,2801 COTTMAN AVE,PHILADELPHIA,PA,19149-1420,(215)332-6683,N,Y,Y,Y,40.044473,-75.053345
4206,FREESTANDING,2590 N MAIN,SHERIDAN,WY,82801,(307)672-5900,Y,Y,Y,Y,44.82696,-106.959461
4207,FREESTANDING,945 NEW BERWICK HWY,BLOOMSBURG,PA,17815,(570)784-3906,N,Y,Y,Y,41.0051,-76.436487
4208,FREESTANDING,2301 BROADWAY AVE,YANKTON,SD,57078-1204,(605)665-6200,Y,Y,Y,Y,42.894582,-97.397756
4210,FREESTANDING,2410 CONEY ISLAND AVE,BROOKLYN,NY,11223,(718)376-9732,N,Y,Y,Y,40.598076,-73.961494
4212,FREESTANDING,1110 WASHINGTON SQ,WASHINGTON,MO,63090-5336,(636)239-7232,Y,Y,Y,Y,38.537994,-91.002029
4213,FREESTANDING,1305 S SALISBURY,SALISBURY,MD,21801,(410)749-5888,N,Y,Y,Y,38.343549,-75.603629
4214,FREESTANDING,1218 M-89,PLAINWELL,MI,49080-1136,(269)685-8662,N,Y,Y,Y,42.449411,-85.662895
4215,FREESTANDING,6155 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46224-3711,(317)244-7552,N,Y,Y,Y,39.799888,-86.26818
4216,FREESTANDING,4810 SOUTH BROADWAY,WICHITA,KS,67216-3713,(316)522-0588,N,Y,Y,Y,37.60753,-97.333487
4217,FREESTANDING,109 BRENWOOD DR.,BEREA,KY,40403,(859)986-4206,Y,Y,Y,Y,37.567454,-84.31209
4220,FREESTANDING,2509 ELWOOD RD,NEW CASTLE,PA,16101,(724)652-1466,N,Y,Y,Y,40.970142,-80.311786
4221,FREESTANDING,US 401 BECKETT BLVD,LOUISBURG,NC,27549,(919)496-2667,N,Y,Y,Y,36.089111,-78.300938
4224,FREESTANDING,4717 SAN BERNARDO,LAREDO,TX,78040,(956)723-0201,Y,Y,Y,Y,27.543624,-99.504085
4225,FREESTANDING,1650 LIMEKLIN PIKE,DRESHER,PA,19025,(215)628-4850,N,Y,Y,Y,40.144085,-75.16762
4226,FREESTANDING,214 W MAIN ST,STERLING,CO,80751-3143,(970)522-1407,Y,Y,Y,Y,40.625672,-103.214002
4229,FREESTANDING,680 OLD MILL RD,MILLERSVILLE,MD,21108,(410)987-4100,Y,Y,Y,Y,39.117822,-76.634082
4230,FREESTANDING,8490 FORT SMALLWOOD RD,PASADENA,MD,21122,(410)437-4455,N,Y,Y,Y,39.157433,-76.516915
4231,FREESTANDING,425 8TH ST,MONROE,WI,53566-1056,(608)328-4231,Y,Y,Y,Y,42.603876,-89.653421
4233,FREESTANDING,480 INDIAN BOUNDARY LINE RD,CHESTERTON,IN,46304-1513,(219)926-7444,N,Y,Y,Y,41.616534,-87.044948
4234,FREESTANDING,1600 BRUCKNER BLVD,BRONX,NY,10473,(718)617-0869,Y,Y,Y,Y,40.82338,-73.874687
4235,FREESTANDING,1060 WEST 13TH STREET,MERCED,CA,95340-5817,(209)723-7030,N,Y,Y,Y,37.300042,-120.494352
4236,FREESTANDING,316 E STREET,MARYSVILLE,CA,95901-5925,(530)742-6214,Y,Y,Y,Y,39.138651,-121.590779
4237,FREESTANDING,4515 DOWLEN RD,BEAUMONT,TX,77706-6712,(409)898-3552,Y,Y,Y,Y,30.123155,-94.157242
4238,FREESTANDING,1247 TRINITY DR,LOS ALAMOS,NM,87544-3216,(505)662-5100,N,Y,Y,Y,35.879486,-106.297116
4239,FREESTANDING,"506 FIRST AVENUE, S.E.",MOULTRIE,GA,31768,(229)985-6622,N,Y,Y,Y,31.1785,-83.782307
4240,FREESTANDING,1416 W WASHINGTON ST,STEPHENVILLE,TX,76401-4141,(254)965-3777,Y,Y,Y,Y,32.213702,-98.215027
4241,FREESTANDING,2090 LEBANON CHURCH RD,WEST MIFFLIN,PA,15122,(412)653-5561,Y,Y,Y,Y,40.347947,-79.945316
4242,FREESTANDING,1305 SANDIFER BLVD,SENECA,SC,29678,(864)882-0444,Y,Y,Y,Y,34.692414,-82.984394
4243,FREESTANDING,13003 LEE JACKSON,FAIRFAX,VA,22033,(703)378-4631,N,Y,Y,Y,38.879825,-77.396025
4244,FREESTANDING,2901 S MAY,OKLAHOMA CITY,OK,73108-5625,(405)681-4225,Y,Y,Y,Y,35.435794,-97.565993
4245,FREESTANDING,602 N SUNSHINE STRIP,HARLINGEN,TX,78550-8846,(956)421-2207,N,Y,Y,Y,26.198574,-97.679922
4246,FREESTANDING,2202 W COURT ST,PASCO,WA,99301-3937,(509)547-8243,Y,Y,Y,Y,46.241129,-119.120368
4250,FREESTANDING,16501 S CENTER PKY,TUKWILA,WA,98188-3306,(206)575-3652,N,Y,Y,Y,47.454461,-122.262957
4251,FREESTANDING,12214 75TH ST,KENOSHA,WI,53142,(262)857-9322,N,Y,Y,Y,42.56784,-87.955247
4253,FREESTANDING,618 1ST AVE,CORALVILLE,IA,52241-2102,(319)354-1700,N,Y,Y,Y,41.677971,-91.566566
4254,FREESTANDING,12290 S. CLEVELAND AVENUE,FORT MYERS,FL,33901,(239)936-5494,Y,Y,Y,Y,26.563788,-81.872698
4255,FREESTANDING,3215 E SILVER SPRINGS BLVD,OCALA,FL,34470,(352)629-3215,N,Y,Y,Y,29.195007,-82.091871
4258,FREESTANDING,1187 TEXAS PALMYRA HIGHWAY,HONESDALE,PA,18431,(570)253-5512,Y,Y,Y,Y,41.553394,-75.225179
4259,FREESTANDING,80 DENISON PKY,CORNING,NY,14830,(607)962-1105,N,Y,Y,Y,42.1431,-77.058158
4261,FREESTANDING,1603 E WABASH AVE,FRANKFORT,IN,46041-2746,(765)654-8886,N,Y,Y,Y,40.278639,-86.493255
4262,FREESTANDING,2796 ROBBINS AVE,NILES,OH,44446-4283,(330)544-3077,N,Y,Y,Y,41.181788,-80.718408
4263,FREESTANDING,1099 HWY 19 N,THOMASTON,GA,30286,(706)648-6050,Y,Y,Y,Y,32.926327,-84.334404
4264,FREESTANDING,"2171 N. FRONTAGE RD, WEST",VAIL,CO,81657-4957,(970)476-1966,N,Y,Y,Y,39.63006,-106.4192
4265,FREESTANDING,566 ALBANY POST RD,HYDE PARK,NY,12538,(845)229-7868,Y,Y,Y,Y,41.783191,-73.932205
4267,STOREFRONT,200 16TH ST,DENVER,CO,80202-5101,(303)534-6567,N,N,Y,Y,39.741792,-104.988084
4270,FREESTANDING,3621 LINCOLN WAY,AMES,IA,50010-7534,(515)292-5200,N,Y,Y,Y,42.023342,-93.668627
4271,STOREFRONT,1540 2ND AVE,SANTA MONICA,CA,90405,(310)458-7700,N,N,Y,Y,34.012125,-118.494291
4272,FREESTANDING,MAIN AVE RT 66,WYNANTSKILL,NY,12198,(518)283-2089,N,Y,Y,Y,42.696889,-73.64686
4274,FREESTANDING,4212 LAKELAND BLVD.,MATTOON,IL,61938-0787,(217)258-8333,N,Y,Y,Y,39.433155,-88.377526
4276,FREESTANDING,1206 WEST CHICAGO BLVD.,TECUMSEH,MI,49236,(517)423-2826,N,Y,Y,Y,42.006157,-83.963997
4277,FREESTANDING,9123 WEST RIDGE RD,GIRARD,PA,16417,(814)774-4849,N,Y,Y,Y,42.009804,-80.301764
4278,FREESTANDING,435 S BROADWAY,LAKE ORION,MI,48362-2744,(248)693-4747,Y,Y,Y,Y,42.777615,-83.238731
4280,FREESTANDING,480 S WOOD DR,OKMULGEE,OK,74447,(918)756-7314,N,Y,Y,Y,35.619564,-95.961274
4281,FREESTANDING,103 PARKVIEW DR,BARDSTOWN,KY,40004-2206,(502)348-4495,N,Y,Y,Y,37.805831,-85.452042
4282,FREESTANDING,7525 S WESTERN,OKLAHOMA CITY,OK,73139-2407,(405)636-1583,N,Y,Y,Y,35.390674,-97.530537
4283,GAS STATION,809 LAKE BRADFORD RD,TALLAHASSEE,FL,32304-4730,(850)575-0722,N,Y,Y,Y,30.433657,-84.301518
4284,FREESTANDING,"610 33RD AVENUE, S.W.",CEDAR RAPIDS,IA,52404-3925,(319)364-6790,N,Y,Y,Y,41.943473,-91.677217
4286,FREESTANDING,211 W NORTH ST,KENDALLVILLE,IN,46755-1133,(260)347-2927,N,Y,Y,Y,41.451946,-85.269152
4287,FREESTANDING,701 WILLIAMSON RD,ROANOKE,VA,24016,(540)345-2241,N,Y,Y,Y,37.278909,-79.933781
4288,FREESTANDING,4072 ROBERT C BYRD DR,BECKLEY,WV,25801,(304)252-7310,N,Y,Y,Y,37.808358,-81.184847
4289,FREESTANDING,1185 VISTA AVE,BOISE,ID,83705-2430,(208)336-4110,N,Y,Y,Y,43.593863,-116.214174
4290,FREESTANDING,1310 STAFFORD DR,PRINCETON,WV,24740,(304)425-7009,N,Y,Y,Y,37.360652,-81.101509
4291,FREESTANDING,1540 E MARKET,NAPPANEE,IN,46550-2300,(574)773-3511,Y,Y,Y,Y,41.443035,-85.984625
4294,FREESTANDING,1500 9TH AVENUE STATION MALL,ALTOONA,PA,16602,(814)943-1521,N,Y,Y,Y,40.511585,-78.401743
4295,FREESTANDING,1127 NORTHERN BLVD,CLARKS SUMMIT,PA,18411,(570)585-0209,N,Y,Y,Y,41.486469,-75.695099
4296,FREESTANDING,525 SCRANTON CARBONDALE HWY,EYNON,PA,18433,(570)876-9932,Y,Y,Y,Y,41.502255,-75.580831
4297,FREESTANDING,RT 100/SWEDSFORD RD,EXTON,PA,19341,(610)363-1194,Y,Y,Y,Y,40.033592,-75.632916
4298,FREESTANDING,456 S WEST,WICHITA,KS,67213-2108,(316)945-8411,N,Y,Y,Y,37.676953,-97.389001
4300,FREESTANDING,770 W JOHNSON ST,FOND DU LAC,WI,54935-2016,(920)922-4740,N,Y,Y,Y,43.783922,-88.475078
4302,FREESTANDING,3804 WASHINGTON ROAD,MARTINEZ,GA,30907-2370,(706)860-1481,Y,Y,Y,Y,33.512441,-82.086722
4303,FREESTANDING,4619 RITTIMAN RD,SAN ANTONIO,TX,78218-4629,(210)656-6791,N,Y,Y,Y,29.484756,-98.401666
4304,FREESTANDING,3402 AVE L,FORT MADISON,IA,52627-3455,(319)372-5729,N,Y,Y,Y,40.626246,-91.35581
4305,FREESTANDING,391 CENTRAL AVE,ALBANY,NY,12206,(518)462-9998,N,Y,Y,Y,42.666937,-73.774536
4306,FREESTANDING,840 S MAIN ST,KERNERSVILLE,NC,27284,(336)996-4611,N,Y,Y,Y,36.111316,-80.089773
4307,FREESTANDING,N92 W17512 COUNTY LINE ROAD,GERMANTOWN,WI,53022-4627,(262)255-1050,Y,Y,Y,Y,43.193492,-88.12743
4308,STOREFRONT,1530 3RD AVE,SEATTLE,WA,98101-1612,(206)957-2295,N,N,Y,Y,47.610689,-122.338389
4309,FREESTANDING,1319 SUNSET DR,GRENADA,MS,38901,(662)226-4143,Y,Y,Y,Y,33.776097,-89.825168
4310,FREESTANDING,4947 HUNTINGTON DR,LOS ANGELES,CA,90032-1643,(323)342-0669,Y,Y,Y,Y,34.087677,-118.175911
4311,FREESTANDING,530 REIDVILLE DRIVE,WATERBURY,CT,06705-2646,(203)757-3531,Y,Y,Y,Y,41.539408,-72.99618
4312,FREESTANDING,14300 GALLANT FOX LN,BOWIE,MD,20715-4003,(301)464-0110,N,Y,Y,Y,38.972998,-76.756549
4313,FREESTANDING,393 W MAIN ST,HENDERSONVILLE,TN,37075-3312,(615)822-1124,Y,Y,Y,Y,36.30261,-86.627775
4314,FREESTANDING,2424 E PROSPECT,ASHTABULA,OH,44004-6358,(440)998-7400,N,Y,Y,Y,41.875388,-80.763995
4319,FREESTANDING,595 HWY 287,BROOMFIELD,CO,80020-1731,(303)466-9764,N,Y,Y,Y,39.923566,-105.091329
4321,FREESTANDING,740 S STATE ST,CARO,MI,48723-1735,(989)673-6628,Y,Y,Y,Y,43.483956,-83.403982
4322,FREESTANDING,1737 51ST AVE E,FIFE,WA,98424,(253)922-8535,N,Y,Y,Y,47.241522,-122.361066
4323,FREESTANDING,5530 GULL RD,KALAMAZOO,MI,49001-1017,(269)342-2048,Y,Y,Y,Y,42.323329,-85.521024
4324,FREESTANDING,550 LAWRENCE EXPWY,SUNNYVALE,CA,94086-4043,(408)733-2730,N,Y,Y,Y,37.385469,-121.995384
4325,FREESTANDING,4711 MCFARLAND BLVD EAST,TUSCALOOSA,AL,35401,(205)752-1212,Y,Y,Y,Y,33.165292,-87.524781
4327,FREESTANDING,1110 SOUTH STATE ROAD,DAVISON,MI,48423-1906,(810)653-9488,N,Y,Y,Y,43.016801,-83.518084
4329,FREESTANDING,10536 D'IBERVILLE BLVD,DIBERVILLE,MS,39532-2404,(228)392-5036,Y,Y,Y,Y,30.440766,-88.897632
4330,FREESTANDING,600 E BROADWAY,NORTH LITTLE ROCK,AR,72114-5712,(501)376-0961,N,Y,Y,Y,34.755694,-92.261381
4336,FREESTANDING,825 VILLA MARIA,BRYAN,TX,77801,(979)822-3011,Y,Y,Y,Y,30.64622,-96.349785
4337,FREESTANDING,1019 MINERAL WELLS,PARIS,TN,38242-4901,(731)642-4499,Y,Y,Y,Y,36.289822,-88.313584
4338,FREESTANDING,503 BELT LINE RD,COLLINSVILLE,IL,62234-4411,(618)345-7773,N,Y,Y,Y,38.691357,-89.976936
4339,FREESTANDING,33 CALVARY DR W,NEW CITY,NY,10956,(845)638-2715,N,Y,Y,Y,41.154118,-73.986038
4340,FREESTANDING,2006 S WESTERN AVENUE,MARION,IN,46953,(765)664-9061,Y,Y,Y,Y,40.543547,-85.674217
4341,FREESTANDING,1120 N MAIN ST,MARION,VA,24354,(276)783-7339,Y,Y,Y,Y,36.843805,-81.501302
4344,FREESTANDING,357 HAMILTON AVE,BROOKLYN,NY,11231,(718)624-6688,N,Y,Y,Y,40.673519,-73.999161
4345,FREESTANDING,606 NEPTUNE AVE @ WEST 6TH ST,BROOKLYN,NY,11224,(718)946-8319,N,Y,Y,Y,40.579582,-73.975105
4346,FREESTANDING,1531 FULTON ST & TROOP AVENUE,BROOKLYN,NY,11216,(718)778-8016,N,Y,Y,Y,40.680096,-73.940102
4347,FREESTANDING,1200 E COLLEGE DR,MARSHALL,MN,56258-2010,(507)537-1139,N,Y,Y,Y,44.450108,-95.773636
4350,FREESTANDING,2 CHANDLER DRIVE,BATH,ME,04530-9801,(207)443-4137,Y,Y,Y,Y,43.90856,-69.827223
4353,FREESTANDING,561 N MAIN ST,DOYLESTOWN,PA,18901,(215)348-7717,Y,Y,Y,Y,40.322711,-75.130079
4354,FREESTANDING,7702 MC KNIGHT RD,PITTSBURGH,PA,15237,(412)364-1138,Y,Y,Y,Y,40.546367,-80.016366
4355,FREESTANDING,901 E MAIN ST,PALMYRA,PA,17078,(717)838-6815,N,Y,Y,Y,40.314099,-76.583017
4358,FREESTANDING,2089 CHAINBRIDGE RD,VIENNA,VA,22180,(703)893-9499,N,Y,Y,Y,38.915724,-77.237917
4360,FREESTANDING,900 N. MAIN STREET,GREENVILLE,KY,42345-1774,(270)338-0294,Y,Y,Y,Y,37.227137,-87.167474
4361,FREESTANDING,1 PARK PLAZA,MECHANICVILLE,NY,12118,(518)664-8844,N,Y,Y,Y,42.903524,-73.688047
4362,FREESTANDING,31 HOLLAND AVE,ALBANY,NY,12209,(518)449-5661,Y,Y,Y,Y,42.647222,-73.772254
4366,FREESTANDING,1931 S 14TH ST,MILWAUKEE,WI,53204-3845,(414)645-5541,N,Y,Y,Y,43.009405,-87.929769
4367,FREESTANDING,1450 BUSSE RD,ELK GROVE VILLAGE,IL,60007-5324,(847)439-1540,N,Y,Y,Y,42.004575,-87.960184
4368,FREESTANDING,2611 W HARRISON,OLYMPIA,WA,98503,(360)357-4445,N,Y,Y,Y,47.04587,-122.933688
4371,FREESTANDING,418 W MAIN ST,RAVENNA,OH,44266-2716,(330)297-5379,N,Y,Y,Y,41.158241,-81.247993
4372,STOREFRONT,1998 SHATTUCK AVE,BERKELEY,CA,94704-1032,(510)843-1500,N,N,Y,Y,37.872278,-122.268577
4375,FREESTANDING,329 2ND ST,WILLIAMSBURG,VA,23185,(757)220-0630,N,Y,Y,Y,37.273076,-76.683198
4376,FREESTANDING,2900 W 5TH ST,LUMBERTON,NC,28358,(910)738-3962,N,Y,Y,Y,34.623038,-79.048477
4379,FREESTANDING,775 E ALGONQUIN RD,SCHAUMBURG,IL,60173,(847)397-3032,N,Y,Y,Y,42.072966,-88.059955
4380,FREESTANDING,401 SPRESSOR,TAYLORVILLE,IL,62568,(217)824-4976,N,Y,Y,Y,39.552919,-89.298746
4381,FREESTANDING,1510 N BURLINGTON,HASTINGS,NE,68901-3026,(402)462-9884,Y,Y,Y,Y,40.601757,-98.391375
4385,FREESTANDING,1271 E BRIDGE ST,REDWOOD FALLS,MN,56283-1901,(507)637-2061,Y,Y,Y,Y,44.541954,-95.097389
4387,FREESTANDING,700 S MINERAL ST,KEYSER,WV,26726,(304)788-0604,N,Y,Y,Y,39.429674,-78.989643
4388,FREESTANDING,26429 RIDGE RD,DAMASCUS,MD,20872,(301)253-4777,Y,Y,Y,Y,39.290104,-77.204444
4390,FREESTANDING,8675 ALAMEDA,EL PASO,TX,79907-6130,(915)859-9108,N,Y,Y,Y,31.700169,-106.339441
4391,FREESTANDING,101 S EXPRESSWAY,BROWNSVILLE,TX,78520-8049,(956)541-1031,Y,Y,Y,Y,25.921255,-97.491405
4392,FREESTANDING,2331 W SYCAMORE ST,KOKOMO,IN,46901-4107,(765)457-8784,Y,Y,Y,Y,40.487209,-86.164108
4393,FREESTANDING,1511 S ALABAMA AVE,MONROEVILLE,AL,36460,(251)575-2929,Y,Y,Y,Y,31.505331,-87.317797
4394,FREESTANDING,1350 S 12TH AVE,VIRGINIA,MN,55792-3232,(218)749-4720,N,Y,Y,Y,47.511301,-92.551568
4399,FREESTANDING,2010 N MICHIGAN ST,PLYMOUTH,IN,46563-1048,(574)936-9522,N,Y,Y,Y,41.358186,-86.310883
4400,FREESTANDING,6165 MCDONOUGH BLVD,NORCROSS,GA,30093-1204,(770)449-5359,N,Y,Y,Y,33.910393,-84.208199
4401,FREESTANDING,222 RICHMOND ST,OTTUMWA,IA,52501-4226,(641)682-4116,N,Y,Y,Y,41.00505,-92.425787
