Merchant Name,Brand,Merchant Address,Merchant City,Merchant State,Detail Level,Fuel Type1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543845903,SHELL OIL,4123 MOBILE HWY,PENSACOLA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544663800,SHELL OIL,12388 SORRENTO RD,PENSACOLA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545099202,SHELL OIL,4500 E OLIVE RD,PENSACOLA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545099301,SHELL OIL,3013 E CERVANTES,PENSACOLA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543868202,SHELL OIL,11201 SW 184TH ST,PERRINE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575295374QPS,SHELL OIL,4099 S BYRON BUTLER PKWY,PERRY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424941QPS,SHELL OIL,10595 66TH STREET,PINELLAS PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425363QPS,SHELL OIL,9121 US HWY 19 N,PINELLAS PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425372QPS,SHELL OIL,9390 49TH ST,PINELLAS PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425494QPS,SHELL OIL,4860 62ND AVE N,PINELLAS PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425495QPS,SHELL OIL,8201 66TH ST N,PINELLAS PARK,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575285609QPS,SHELL OIL,2009 N WHEELER STREET,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575423826QPS,SHELL OIL,2210 NORTH PARK ROAD,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575423827QPS,SHELL OIL,4614 DR MARTIN LUTHER KI,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575423829QPS,SHELL OIL,1514 S ALEXANDER ST,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575423830QPS,SHELL OIL,204 HWY 60 WEST,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575423831QPS,SHELL OIL,2209 N PARK RD,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425179QPS,SHELL OIL,1909 J L REDMAN PKWY,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425180QPS,SHELL OIL,7002 W KNIGHTS GRIFFN RD,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425202QPS,SHELL OIL,1609 BRANCH FORBES RD,PLANT CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543608103,SHELL OIL,4701 W SUNRISE BLVD,PLANTATION,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543608400,SHELL OIL,10193 CLEARY BLVD,PLANTATION,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543608905,SHELL OIL,251 S FLAMINGO RD,PLANTATION,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543665806,SHELL OIL,7901 W BROWARD,PLANTATION,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575423832QPS,SHELL OIL,205 N COMMONWEALTH AVE,POLK CITY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 47543701701,SHELL OIL,PO BOX 666810,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543607105,SHELL OIL,3101 W ATLANTIC BLVD,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543607501,SHELL OIL,1360 N FEDERAL HWY,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543662902,SHELL OIL,301 E SAMPLE RD,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543704407,SHELL OIL,MILE MARKER # 64,POMPANO BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 509765300QPS,SHELL OIL,195 CORRIDOR ROAD,PONTE VEDRA B,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575238984QPS,SHELL OIL,4360 PALM VALLEY ROAD,PONTE VEDRA B,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424889QPS,SHELL OIL,1783 TAMIAMI TRAIL,PORT CHARLOTT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424890QPS,SHELL OIL,4395 TAMIAMI TRAIL,PORT CHARLOTT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425136QPS,SHELL OIL,41 TAMIAMI TRAIL,PORT CHARLOTT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425137QPS,SHELL OIL,2146 KINGS HWY,PORT CHARLOTT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425365QPS,SHELL OIL,900 KINGS HWY,PORT CHARLOTT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543544308,SHELL OIL,829 TAMIAMI TRL,PORT CHARLOTT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575265992QPS,SHELL OIL,5784 TAYLOR BRANCH ROAD,PORT ORANGE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575266013QPS,SHELL OIL,3790 S RIDGEWOOD AVE,PORT ORANGE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424829QPS,SHELL OIL,4040 NOVA ROAD,PORT ORANGE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575295728QPS,SHELL OIL,471 SW PRT ST LUCIE BLVD,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543181408,SHELL OIL,1795 SW ST LUCIE W BLVD,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543182109,SHELL OIL,3401 SW DARWIN,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543444509,SHELL OIL,701 NW AIROSO BLVD,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543444608,SHELL OIL,2902 SW PORT ST LUCIE BL,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543444707,SHELL OIL,400 SE PORT ST LUCIE BLV,PORT SAINT LU,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575273277QPS,SHELL OIL,2173 SW GATLIN BLVD,PORT ST LUCIE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575422817QPS,SHELL OIL,3196 TAMIAMI TRAIL,PT CHARLOTTE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575422818QPS,SHELL OIL,20101 PEACHLAND BLVD,PT CHARLOTTE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57542552401,SHELL OIL,960 VILLAGE TR,PT ORANGE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543704209,SHELL OIL,MILE MARKER # 145,PT ST LUCIE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424874QPS,SHELL OIL,6117 DUNCAN RD,PUNTA GORDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424891QPS,SHELL OIL,3035 TAMIAMI TRAIL,PUNTA GORDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425138QPS,SHELL OIL,6220 MARLYMPIA WAY,PUNTA GORDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425139QPS,SHELL OIL,11161 US HWY 41,PUNTA GORDA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 246272204QPS,SHELL OIL,830 E JEFFERSON ST,QUINCY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575295376QPS,SHELL OIL,3314 GREENSBORO HWY,QUINCY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543732408,SHELL OIL,27300 OVERSEAS HWY,RAMROD KEY,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425171QPS,SHELL OIL,35075 CORTEZ BLVD,RIDGE MANOR,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544579402,SHELL OIL,33191 CORTEZ BLVD,RIDGE MANOR,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425181QPS,SHELL OIL,11401 HWY 301 S,RIVERVIEW,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425182QPS,SHELL OIL,11606 BALM RIVERVIEW RD,RIVERVIEW,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543663108,SHELL OIL,7290 CENTRAL INDUSTRIAL,RIVIERA BEACH,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425207QPS,SHELL OIL,3602 HWY 41 S,RUSKIN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425208QPS,SHELL OIL,330 APOLLO BEACH,RUSKIN,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425496QPS,SHELL OIL,2521 N MCMULLEN BOOTH RD,SAFETY HARBOR,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 509814500QPS,SHELL OIL,2355 STATE RD 16,SAINT AUGUSTI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 509814500QPS,SHELL OIL,146 KING ST,SAINT AUGUSTI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 509814500QPS,SHELL OIL,216 PONCE DE LEON BLVD,SAINT AUGUSTI,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424839QPS,SHELL OIL,3820 CANOE CREEK ROAD,SAINT CLOUD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425483QPS,SHELL OIL,613 13TH ST,SAINT CLOUD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543444202,SHELL OIL,2901 CANOE CREEK RD,SAINT CLOUD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543704001,SHELL OIL,MILE MARKER # 229,SAINT CLOUD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425291QPS,SHELL OIL,10499 STRINGFELLOW RD,SAINT JAMES C,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424912QPS,SHELL OIL,3801 66TH STREET N,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424917QPS,SHELL OIL,1800 34TH ST SOUTH,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424942QPS,SHELL OIL,3400 5TH AVE NORTH,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424943QPS,SHELL OIL,10600 ROOSEVELT BLVD,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425369QPS,SHELL OIL,7340 CENTRAL AVE,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425371QPS,SHELL OIL,6162 9TH ST N,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425373QPS,SHELL OIL,855 TYRONE BLVD N,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425497QPS,SHELL OIL,1598 54TH AVE N,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425498QPS,SHELL OIL,7101 54TH AVE N,SAINT PETERSB,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 509836000QPS,SHELL OIL,2435 PERIWINKLE WAY,SANIBEL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575414731QPS,SHELL OIL,4460 TALLEVAST ROAD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575418307QPS,SHELL OIL,6001 PALMER BLVD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424875QPS,SHELL OIL,6000 N TAMIAMI TRAIL,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424876QPS,SHELL OIL,3440 S OSPREY AVE,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424877QPS,SHELL OIL,4405 N WASHINGTON BLVD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424879QPS,SHELL OIL,1801 S TAMIAMI TRAIL,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425367QPS,SHELL OIL,5415 FRUITVILLE RD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425368QPS,SHELL OIL,8471 LOCKWOOD RIDGE RD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425512QPS,SHELL OIL,5041 OCEAN BLVD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543182604,SHELL OIL,8113 CAMMINARE DRIVE,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544003205,SHELL OIL,5651 CLARK RD,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545057309,SHELL OIL,6991 S TAMIAMI TRL,SARASOTA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575409255QPS,SHELL OIL,629 N RIDGEWOOD DR,SEBRING,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425177QPS,SHELL OIL,7916 US 27 S,SEBRING,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543857007,SHELL OIL,3030 US HIGHWAY 27 S,SEBRING,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544564602,SHELL OIL,6229 US 27 N,SEBRING,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545055303,SHELL OIL,1035 US HIGHWAY 27 N,SEBRING,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575424932QPS,SHELL OIL,6009 COUNTRY ROAD 579,SEFFNER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57542997002,SHELL OIL,706 W US 92,SEFFNER,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425370QPS,SHELL OIL,13699 78TH AVE,SEMINOLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544117104,SHELL OIL,6390 SEMINOLE BLVD,SEMINOLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57544787609,SHELL OIL,8850 PARK BLVD,SEMINOLE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545155301,SHELL OIL,1101 EGLIN PKWY,SHALIMAR,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425462QPS,SHELL OIL,5182 S SILVER SPGS BLV,SILVER SPRING,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543756001,SHELL OIL,7953 HIGHWAY 90,SNEADS,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425272QPS,SHELL OIL,24520 STATE ROAD 44,SORRENTO,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57542551700,SHELL OIL,1800 S NOVA RD,SOUTH DAYTONA,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425261QPS,SHELL OIL,7438 SR 77,SOUTHPORT,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425172QPS,SHELL OIL,11091 SPRINGHILL DR,SPRING HILL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425173QPS,SHELL OIL,13077 CORTEZ BLVD,SPRING HILL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425174QPS,SHELL OIL,6227 DELTONA BLVD,SPRING HILL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575425490QPS,SHELL OIL,18941 OLD SHADY HILLS RD,SPRING HILL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57543206700,SHELL OIL,14195 ELGIN BLVD,SPRING HILL,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 509438005QPS,SHELL OIL,120 CENTER PLACE,ST AUGUSTINE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575408429QPS,SHELL OIL,5355 E IRLO BRONSON PKWY,ST CLOUD,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 575433206QPS,SHELL OIL,2210 9TH ST N,ST PETERSBURG,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELL OIL 57545120503,SHELL OIL,115 S TEMPLE AVE,STARKE,FL,3,UNLEADED REGULAR (86 OR 87 OCTANE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
