keywords,city,Aggdata Store Number,store_number,address,state,zip_code,
American Eagle Outfitters,Olympia,469,000469 0000469,625 Black Lake Boulevard,WA,98502,
American Eagle Outfitters,Tyler,470,000470 0000470,4601 S. Broadway,TX,75703,
American Eagle Outfitters,West Nyack,471,000471 0000471,2700 Palisades Center Drive,NY,10994,
American Eagle Outfitters,Frisco,472,000472 0000472,2601 Preston Road,TX,75034,
American Eagle Outfitters,Layton,473,000473 0000473,2074 Layton Hills Mall,UT,84041,
American Eagle Outfitters,Deer Park,474,000474 0000474,20530 N. Rand Road,IL,60010,
American Eagle Outfitters,Santa Rosa,475,000475 0000475,2007 A Santa Rosa Plaza,CA,95401,
American Eagle Outfitters,Denton,476,000476 0000476,2201 S Interstate 35 E,TX,76205,
American Eagle Outfitters,Marietta,477,000477 0000477,4475 Roswell Road,GA,30062,
American Eagle Outfitters,Seattle,478,000478 0000478,610 SouthCenter Mall,WA,98188,
American Eagle Outfitters,Cincinnati,479,000479 0000479,4601 Eastgate Boulevard,OH,45245,
American Eagle Outfitters,Racine,480,000480 0000480,5622 Durand Avenue,WI,53406,
American Eagle Outfitters,IN,481,000481 0000481,2334 Oakland Avenue,PA,15701,
American Eagle Outfitters,Greenville,482,000482 0000482,700 Haywood Road,SC,29607,
American Eagle Outfitters,Concord,483,000483 0000483,450 Sunvalley Mall,CA,94520,
American Eagle Outfitters,Denver,484,000484 0000484,3000 E. First Street,CO,80206,
American Eagle Outfitters,Pleasanton,485,000485 0000485,1240 Stoneridge Mall Road,CA,94588,
American Eagle Outfitters,San Antonio,486,000486 0000486,7400 San Pedro,TX,78216,
American Eagle Outfitters,Murray,487,000487 0000487,6191 South State,UT,84107,
American Eagle Outfitters,Owensboro,489,000489 0000489,5000 Frederica Street,KY,42301,
American Eagle Outfitters,Broomfield,490,000490 0000490,1 West FlatIron Circle,CO,80021,
American Eagle Outfitters,Roseville,491,000491 0000491,1151 Galleria Boulevard,CA,95678,
American Eagle Outfitters,Mary Esther,493,000493 0000493,300 Mary Esther Boulevard,FL,32569,
American Eagle Outfitters,Lakewood,494,000494 0000494,318 East Fairmont,NY,14750,
American Eagle Outfitters,Livingston,496,000496 0000496,112 Eisenhower Parkway,NJ,7039,
American Eagle Outfitters,Abilene,497,000497 0000497,4310 Buffalo Gap Road,TX,79606,
American Eagle Outfitters,Edina,498,000498 0000498,2615 Southdale Center,MN,55435,
American Eagle Outfitters,Pittsburgh,499,000499 0000499,2390 Robinson Center Drive,PA,15205,
American Eagle Outfitters,Garden City,503,000503 0000503,630 Old Country Road,NY,11530,
American Eagle Outfitters,Dalton,504,000504 0000504,816 Walnut Square Blvd,GA,30721,
American Eagle Outfitters,Springfield,505,000505 0000505,1475 Upper Valley Mall,OH,45504,
American Eagle Outfitters,Texarkana,506,000506 0000506,2400 RICHMOND RD,TX,75503,
American Eagle Outfitters,Hermitage,507,000507 0000507,3321 E. State Street,PA,16148,
American Eagle Outfitters,Bismark,508,000508 0000508,652 Kirkwood,ND,58504,
American Eagle Outfitters,Sacramento,509,000509 0000509,1689 Arden Way,CA,95815,
American Eagle Outfitters,Monroe,512,000512 0000512,4700 Milhaven Road,LA,71203,
American Eagle Outfitters,Edison,513,000513 0000513,55 Parsonage Road,NJ,8837,
American Eagle Outfitters,San Antonio,514,000514 0000514,849 E. Commerce Street,TX,78205,
American Eagle Outfitters,Ft. Myers,515,000515 0000515,4125 Cleveland Avenue,FL,33901,
American Eagle Outfitters,Santa Clara,516,000516 0000516,2855 Stevens Creek Boulevard,CA,95050,
American Eagle Outfitters,Columbus,517,000517 0000517,1500 Polaris Parkway,OH,43240,
American Eagle Outfitters,Brockton,519,000519 0000519,200 Westgate Drive,MA,2301,
American Eagle Outfitters,Columbus,522,000522 0000522,4060 The Strand East,OH,43219,
American Eagle Outfitters,Lexington,523,000523 0000523,2312 Sir Barton Way,KY,40509,
American Eagle Outfitters,Schenectday,524,000524 0000524,93 West Campbell Road,NY,12306,
American Eagle Outfitters,Watertown,526,000526 0000526,21182 Salmon Run Mall Loop W,NY,13601,
American Eagle Outfitters,Lufkin,527,000527 0000527,4600 S. Medford Drive,TX,75901,
American Eagle Outfitters,Mandeville,528,000528 0000528,3414 US Highway 190,LA,70471,
American Eagle Outfitters,Elizabethtown,529,000529 0000529,1704 N. Dixie Highway,KY,42701,
American Eagle Outfitters,Kokomo,530,000530 0000530,1223 S. Reed Road,IN,46902,
American Eagle Outfitters,Easton,531,000531 0000531,128 Palmer Park Mall,PA,18045,
American Eagle Outfitters,Chubbuck,532,000532 0000532,4155 Yellowstone Highway,ID,83202,
American Eagle Outfitters,Kingston,533,000533 0000533,1300 Ulster Avenue,NY,12401,
American Eagle Outfitters,Wilmington,535,000535 0000535,4737 Concord Pike,DE,19803,
American Eagle Outfitters,Houma,536,000536 0000536,5953 W. Park Avenue,LA,70364,
American Eagle Outfitters,Orem,537,000537 0000537,575 East University Parkway,UT,84097,
American Eagle Outfitters,Cleveland,538,000538 0000538,200 Paul Huff Parkway NW,TN,37312,
American Eagle Outfitters,Danville,540,000540 0000540,325 Piedmont Drive,VA,24540,
American Eagle Outfitters,Springfield,541,000541 0000541,1655 Boston Road,MA,1129,
American Eagle Outfitters,Clarksville,542,000542 0000542,757 East Highway 131,IN,47129,
American Eagle Outfitters,Grand Junction,543,000543 0000543,2424 US Highway 6 and 50,CO,81505,
American Eagle Outfitters,Newark,545,000545 0000545,1063 NewPark Mall,CA,94560,
American Eagle Outfitters,Billings,546,000546 0000546,300 S. 24th Street West,MT,59102,
American Eagle Outfitters,Portland,547,000547 0000547,1221 Lloyd Center,OR,97232,
American Eagle Outfitters,Cambridge,548,000548 0000548,100 CambridgeSide Galleria,MA,2141,
American Eagle Outfitters,Midland,549,000549 0000549,4511 N. Midkiff Drive,TX,79705,
American Eagle Outfitters,Centerville,550,000550 0000550,2922 Watson Boulevard,GA,31028,
American Eagle Outfitters,Cumberland,551,000551 0000551,1262 Vocke Road,MD,21502,
American Eagle Outfitters,Chico,552,000552 0000552,1950 E. 20th Street,CA,95928,
American Eagle Outfitters,ID Falls,553,000553 0000553,2300 E. 17th Street,ID,83404,
American Eagle Outfitters,South Portland,556,000556 0000556,364 Maine Mall Rd,ME,4106,
American Eagle Outfitters,Salem,558,000558 0000558,401 Center Street NE,OR,97301,
American Eagle Outfitters,Rock Hill,559,000559 0000559,2301 Dave Lyle Boulevard,SC,29730,
American Eagle Outfitters,Ft. Wayne,560,000560 0000560,4120 W. Jefferson Boulevard,IN,46804,
American Eagle Outfitters,Eden Prairie,561,000561 0000561,8251 Flying Cloud Drive,MN,55344,
American Eagle Outfitters,Lithonia,562,000562 0000562,8000 Mall Parkway,GA,30038,
American Eagle Outfitters,Dublin,564,000564 0000564,5043 Tuttle Crossing Boulevard,OH,43016,
American Eagle Outfitters,Morristown,565,000565 0000565,2550 E. Morris Boulevard,TN,37813,
American Eagle Outfitters,Muskegon,568,000568 0000568,5600 Harvey Street,MI,49444,
American Eagle Outfitters,Plano,569,000569 0000569,6121 West Park Boulevard,TX,75093,
American Eagle Outfitters,Wauwatosa,570,000570 0000570,2500 N. Mayfair Road,WI,53226,
American Eagle Outfitters,Tampa,571,000571 0000571,2223 N. West Shore Blvd.,FL,33607,
American Eagle Outfitters,Wellington,572,000572 0000572,10300 W. Forest Hill Blvd.,FL,33414,
American Eagle Outfitters,Irving,573,000573 0000573,3729 Irving Mall,TX,75062,
American Eagle Outfitters,Lawton,575,000575 0000575,60 Central Mall,OK,73501,
American Eagle Outfitters,Missoula,576,000576 0000576,2901 Brooks Street,MT,59801,
American Eagle Outfitters,Wichita Falls,577,000577 0000577,3111 Midwestern Parkway,TX,76308,
American Eagle Outfitters,Monroe,579,000579 0000579,2121 N. Monroe Street,MI,48162,
American Eagle Outfitters,Riverside,580,000580 0000580,2254 Galleria @ Tyler,CA,92503,
American Eagle Outfitters,Bakersfield,581,000581 0000581,2701 Ming Avenue,CA,93304,
American Eagle Outfitters,Carlsbad,583,000583 0000583,2525 El Camino Real,CA,92008,
American Eagle Outfitters,Visalia,585,000585 0000585,2131 S. Mooney Boulevard,CA,93277,
American Eagle Outfitters,Valencia,586,000586 0000586,24201 W. Valencia Blvd.,CA,91355,
American Eagle Outfitters,Louisville,587,000587 0000587,4150 Summit Plaza Drive,KY,40241,
American Eagle Outfitters,Bowie,588,000588 0000588,15601 Emerald Way,MD,20716,
American Eagle Outfitters,Melbourne,589,000589 0000589,1700 W. New Haven Avenue,FL,32904,
American Eagle Outfitters,Chattanooga,590,000590 0000590,207 Northgate Mall,TN,37415,
American Eagle Outfitters,KS City,591,000591 0000591,7112 N.W. 86th Terrace,MO,64153,
American Eagle Outfitters,Daytona Beach,592,000592 0000592,1700 International Speedway Boulevard,FL,32114,
American Eagle Outfitters,Costa Mesa,593,000593 0000593,3333 Bristol Street,CA,92626,
American Eagle Outfitters,San Diego,595,000595 0000595,326 Horton Plaza,CA,92101,
American Eagle Outfitters,Sugarland,596,000596 0000596,16535 Southwest Freeway,TX,77479,
American Eagle Outfitters,Chandler,598,000598 0000598,3111 W. Chandler Boulevard,AZ,85226,
American Eagle Outfitters,Alexandria,599,000599 0000599,3437 Masonic Drive,LA,71301,
American Eagle Outfitters,Grandville,604,000604 0000604,3700 Rivertown Parkway,MI,49418,
American Eagle Outfitters,El Paso,606,000606 0000606,8401 Gateway Blvd. West,TX,79925,
American Eagle Outfitters,Montclair,608,000608 0000608,2062 E Montclair Plaza,CA,91763,
American Eagle Outfitters,Hanover,612,000612 0000612,1155 Carlisle Street,PA,17331,
American Eagle Outfitters,Bartlesville,613,000613 0000613,2350 SE Washington Blvd,OK,74006,
American Eagle Outfitters,Redding,614,000614 0000614,900 Dana Drive,CA,96003,
American Eagle Outfitters,Brownsville,616,000616 0000616,2370 N. Expressway,TX,78526,
American Eagle Outfitters,San Angelo,619,000619 0000619,4001 Southwest Blvd.,TX,76904,
American Eagle Outfitters,Killeen,620,000620 0000620,2100 South W.S. Young Drive,TX,76543,
American Eagle Outfitters,Queensbury,621,000621 0000621,578 Aviation Road,NY,12804,
American Eagle Outfitters,Plattsburg,622,000622 0000622,60 Smithfield Blvd,NY,12901,
American Eagle Outfitters,Hot Springs,623,000623 0000623,4501 Central Avenue,AR,71913,
American Eagle Outfitters,Kingsport,624,000624 0000624,2101 Fort Henry Drive,TN,37664,
American Eagle Outfitters,Corpus Christi,625,000625 0000625,5488 S.P.I.D.,TX,78411,
American Eagle Outfitters,Durham,627,000627 0000627,6910 Fayetteville Road,NC,27713,
American Eagle Outfitters,Scottsdale,628,000628 0000628,7014-2300 E. Camelback Road,AZ,85251,
American Eagle Outfitters,Atlanta,629,000629 0000629,3393 Peachtree Road NE,GA,30326,
American Eagle Outfitters,Cherry Hill,631,000631 0000631,2000 Route 38,NJ,8002,
American Eagle Outfitters,Oakbrook,632,000632 0000632,63 Oak Brook Center,IL,60523,
American Eagle Outfitters,Laredo,633,000633 0000633,5300 San Dario,TX,78041,
American Eagle Outfitters,St. Joseph,635,000635 0000635,3702 Fredrick Boulevard,MO,64506,
American Eagle Outfitters,Warwick,636,000636 0000636,400 Bald Hill Road,RI,2886,
American Eagle Outfitters,Escondido,637,000637 0000637,200 E. Via Rancho Parkway,CA,92025,
American Eagle Outfitters,Des Peres,638,000638 0000638,148 West County Center,MO,63131,
American Eagle Outfitters,Montgomery,640,000640 0000640,6844 EastChase Parkway,AL,36117,
American Eagle Outfitters,Raleigh,641,000641 0000641,5959 Triangle Town Blvd.,NC,27616,
American Eagle Outfitters,Huntsville,642,000642 0000642,2801 Memorial Parkway South,AL,35801,
American Eagle Outfitters,Orange Park,643,000643 0000643,1910 Wells Road,FL,32073,
American Eagle Outfitters,Rochester Hills,644,000644 0000644,212 N. Adams Road,MI,48309,
American Eagle Outfitters,Dallas,645,000645 0000645,8687 N. Central Expway,TX,75225,
American Eagle Outfitters,Leawood,646,000646 0000646,5223 West 117th Street,KS,66211,
American Eagle Outfitters,Richmond,647,000647 0000647,11800 West Broad Street,VA,23233,
American Eagle Outfitters,Temecula,648,000648 0000648,40820 Winchester Road,CA,92591,
American Eagle Outfitters,Santa Barbara,649,000649 0000649,707 Paseo Nuevo,CA,93101,
American Eagle Outfitters,Orlando,660,000660 0000660,4200 Conroy Road,FL,32839,
American Eagle Outfitters,Dallas,662,000662 0000662,13350 Dallas Parkway,TX,75240,
American Eagle Outfitters,Flowood,663,000663 0000663,118 Dogwood Place,MS,39232,
American Eagle Outfitters,East Lansing,664,000664 0000664,3007 Preyde Boulevard,MI,48912,
American Eagle Outfitters,Geneva,666,000666 0000666,426 Commons Drive,IL,60134,
American Eagle Outfitters,Whitehall,667,000667 0000667,150 Lehigh Valley Mall,PA,18052,
American Eagle Outfitters,Cheyenne,669,000669 0000669,1400 Del Range Boulevard,WY,82009,
American Eagle Outfitters,Smithfield,670,000670 0000670,450 Smithfield Crossing,RI,2917,
American Eagle Outfitters,Las Cruces,671,000671 0000671,700 S. Telshore Boulevard,NM,88011,
American Eagle Outfitters,Fresno,672,000672 0000672,699 E. Shaw,CA,93710,
American Eagle Outfitters,Hingham,673,000673 0000673,94 Derby Street,MA,2043,
American Eagle Outfitters,Northridge,674,000674 0000674,9301 Tampa Avenue,CA,91324,
American Eagle Outfitters,Gurnee,675,000675 0000675,6170 West Grand AVenue,IL,60031,
American Eagle Outfitters,Boston,676,000676 0000676,200 State Street,MA,2109,
American Eagle Outfitters,Houston,677,000677 0000677,377 Memorial City Way,TX,77024,
American Eagle Outfitters,Canoga Park,678,000678 0000678,6600 Topanga Canyon Boulevard,CA,91303,
American Eagle Outfitters,Clifton Park,679,000679 0000679,22 Clifton Country Road,NY,12065,
American Eagle Outfitters,Coral Springs,680,000680 0000680,9183 W. Atlantic Boulevard,FL,33071,
American Eagle Outfitters,Santa Ana,681,000681 0000681,2800 N. Main Street,CA,92705,
American Eagle Outfitters,Boynton Beach,682,000682 0000682,801 N. Congress Avenue,FL,33426,
American Eagle Outfitters,Glendale,683,000683 0000683,2182 Glendale Galleria,CA,91210,
American Eagle Outfitters,McAllen,684,000684 0000684,2200 South 10th Street,TX,78503,
American Eagle Outfitters,Lakewood,685,000685 0000685,14500 W. Colfax,CO,80401,
American Eagle Outfitters,Phoenix,686,000686 0000686,21001 N. Tatum Boulevard,AZ,85050,
American Eagle Outfitters,Jefferson City,687,000687 0000687,3600 Country Club Drive,MO,65109,
American Eagle Outfitters,Boca Raton,688,000688 0000688,6000 Glades Road,FL,33431,
American Eagle Outfitters,Naples,689,000689 0000689,1814 9th Street North,FL,34102,
American Eagle Outfitters,Novi,702,000702 0000702,27332 Novi Road,MI,48377,
American Eagle Outfitters,Monroeville,705,000705 0000705,200 Mall Circle Drive,PA,15146,
American Eagle Outfitters,Gaithersburg,706,000706 0000706,701 Russell Avenue,MD,20877,
American Eagle Outfitters,West Mifflin,709,000709 0000709,3075 Clairton Road,PA,15123,
American Eagle Outfitters,Holyoke,711,000711 0000711,50 Holyoke Street,MA,1040,
American Eagle Outfitters,Flint,712,000712 0000712,3379 S Linden Rd,MI,48507,
American Eagle Outfitters,Grand Rapids,713,000713 0000713,"3195 28th Street, Southeast",MI,49512,
American Eagle Outfitters,Woodbridge,716,000716 0000716,119 Woodbridge Center Dr.,NJ,7095,
American Eagle Outfitters,Fort Wayne,721,000721 0000721,4201 Coldwater Road #L-6,IN,46805,
American Eagle Outfitters,Toledo,722,000722 0000722,5001 Monroe Street,OH,43623,
American Eagle Outfitters,Bethel Park,723,000723 0000723,150 South Hills Village,PA,15241,
American Eagle Outfitters,Ann Arbor,725,000725 0000725,842 Briarwood Circle,MI,48108,
American Eagle Outfitters,Cincinnati,727,000727 0000727,11700 Princeton Pike,OH,45246,
American Eagle Outfitters,Merrillville,728,000728 0000728,1965 Southlake Mall,IN,46410,
American Eagle Outfitters,Schaumburg,729,000729 0000729,F-117 Woodfield Mall,IL,60173,
American Eagle Outfitters,Greendale,730,000730 0000730,5300 South 76th Street,WI,53129,
American Eagle Outfitters,Vernon Hills,737,000737 0000737,811 Hawthorn Center,IL,60061,
American Eagle Outfitters,Charleston,738,000738 0000738,2095 Charleston Town Ctr.,WV,25389,
American Eagle Outfitters,Champaign,739,000739 0000739,2000 N Neil St,IL,61820,
American Eagle Outfitters,Youngstown,740,000740 0000740,7401 Market Street,OH,44512,
American Eagle Outfitters,Albany,741,000741 0000741,441 Colonie Center,NY,12205,
American Eagle Outfitters,Albany,742,000742 0000742,120 Washington Ave. Ext.,NY,12203,
American Eagle Outfitters,Fairfax,744,000744 0000744,11718L Fair Oaks,VA,22033,
American Eagle Outfitters,Lake Grove,745,000745 0000745,558 Smith Haven Mall,NY,11755,
American Eagle Outfitters,Manchester,746,000746 0000746,1500 S. Willow Street,NH,3103,
American Eagle Outfitters,Barboursville,747,000747 0000747,404 Huntington Mall,WV,25504,
American Eagle Outfitters,Okemos,748,000748 0000748,1982 W Grand River Ave,MI,48864,
American Eagle Outfitters,Aurora,749,000749 0000749,2313 Fox Valley Center,IL,60504,
American Eagle Outfitters,Waterford,752,000752 0000752,850 Hartford Tpke,CT,6385,
American Eagle Outfitters,Roanoke,754,000754 0000754,4802 Valley View Blvd NW,VA,24012,
American Eagle Outfitters,Saginaw,755,000755 0000755,4891 Fashion Square Mall,MI,48604,
American Eagle Outfitters,Niles,756,000756 0000756,5555 Youngstown Warren Road,OH,44446,
American Eagle Outfitters,Orland Park,759,000759 0000759,714 Orland Square Dr,IL,60462,
American Eagle Outfitters,Dayton,760,000760 0000760,2700 Miamisburg Centerville Road,OH,45459,
American Eagle Outfitters,Knoxville,763,000763 0000763,3001 Knoxville Center Drive,TN,37924,
American Eagle Outfitters,Canton,767,000767 0000767,4344 Belden Mall NW,OH,44718,
American Eagle Outfitters,Louisville,768,000768 0000768,7900 Shelbyville Rd,KY,40222,
American Eagle Outfitters,Johnson City,771,000771 0000771,223 Reynolds Road,NY,13790,
American Eagle Outfitters,Danbury,774,000774 0000774,7 Backus Avenue,CT,6810,
American Eagle Outfitters,VA Beach,776,000776 0000776,701 Lynnhaven Pky,VA,23452,
American Eagle Outfitters,Raleigh,779,000779 0000779,4325 Glenwood Avenue,NC,27612,
American Eagle Outfitters,Nashua,781,000781 0000781,310 Daniel Webster Hwy S,NH,3060,
American Eagle Outfitters,Pittsburgh,782,000782 0000782,1000 Ross Park Mall Dr,PA,15237,
American Eagle Outfitters,Chicago Ridge,785,000785 0000785,620 Chicago Ridge Mall,IL,60415,
American Eagle Outfitters,Rochester,788,000788 0000788,731 Miracle Mile Drive,NY,14623,
American Eagle Outfitters,Littleton,790,000790 0000790,8501 W. Bowles Avenue,CO,80123,
American Eagle Outfitters,Winston-Salem,794,000794 0000794,3320 Silas Creek Pkwy,NC,27103,
American Eagle Outfitters,Trumbull,797,000797 0000797,5065 Main Street,CT,6611,
American Eagle Outfitters,Mays Landing,798,000798 0000798,4403 Black Horse Pike,NJ,8330,
American Eagle Outfitters,Madison,799,000799 0000799,33 E Towne Mall,WI,53704,
American Eagle Outfitters,Kennesaw,802,000802 0000802,400 Ernest West Barrett Pky,GA,30144,
American Eagle Outfitters,Chattanooga,803,000803 0000803,2100 Hamilton Place Boulevard,TN,37421,
American Eagle Outfitters,Springfield,804,000804 0000804,1250 Baltimore Pike,PA,19064,
American Eagle Outfitters,Chesterfield,806,000806 0000806,65 Chesterfield Mall,MO,63017,
American Eagle Outfitters,North Wales,807,000807 0000807,124 Montgomery Mall,PA,19454,
American Eagle Outfitters,Bridgewater,810,000810 0000810,400 Commons Way,NJ,8807,
American Eagle Outfitters,Poughkeepsie,813,000813 0000813,790 South Road,NY,12601,
American Eagle Outfitters,Duluth,814,000814 0000814,2100 Pleasant Hill Road,GA,30096,
American Eagle Outfitters,Atlanta,815,000815 0000815,1317 Cumberland Mall NW,GA,30339,
American Eagle Outfitters,INpolis,816,000816 0000816,6020 E. 82nd Street,IN,46250,
American Eagle Outfitters,Lancaster,818,000818 0000818,163 Park City Ctr,PA,17601,
American Eagle Outfitters,Brookfield,820,000820 0000820,95 N Moorland Rd,WI,53005,
American Eagle Outfitters,Cincinnati,821,000821 0000821,7875 Montgomery Road,OH,45236,
American Eagle Outfitters,Colonial Heights,825,000825 0000825,218 Southpark Circle,VA,23834,
American Eagle Outfitters,Amherst,826,000826 0000826,1235 Niagara Falls Blvd.,NY,14226,
American Eagle Outfitters,Richmond,827,000827 0000827,11500 Midlothian Turnpike,VA,23235,
American Eagle Outfitters,Goodlettsville,828,000828 0000828,1000 Rivergate Parkway,TN,37072,
American Eagle Outfitters,Burlington,830,000830 0000830,49 Church Street,VT,5401,
American Eagle Outfitters,Lanesborough,833,000833 0000833,655 Cheshire Road,MA,1237,
American Eagle Outfitters,Memphis,834,000834 0000834,4465 Poplar Avenue,TN,38117,
American Eagle Outfitters,Clay,835,000835 0000835,4081 Route 31,NY,13041,
American Eagle Outfitters,Davenport,836,000836 0000836,320 W. Kimberyl Road,IA,52806,
American Eagle Outfitters,Langhorne,839,000839 0000839,2300 East Lincoln Highway,PA,19047,
American Eagle Outfitters,Savannah,840,000840 0000840,7804 Abercorn Street,GA,31406,
American Eagle Outfitters,OK City,841,000841 0000841,1901 Northwest Expressway,OK,73118,
American Eagle Outfitters,Asheville,842,000842 0000842,3 South Tunnel Road,NC,28805,
American Eagle Outfitters,Roseville,843,000843 0000843,200 Rosedale,MN,55113,
American Eagle Outfitters,Tulsa,846,000846 0000846,7021 South Memorial Drive,OK,74133,
American Eagle Outfitters,Buffalo,850,000850 0000850,One Walden Galleria,NY,14225,
American Eagle Outfitters,Little Rock,852,000852 0000852,6000 West Markham Street,AR,72205,
American Eagle Outfitters,Williamsville,853,000853 0000853,4545 Transit Road,NY,14221,
American Eagle Outfitters,Evansville,854,000854 0000854,800 North Green River Road,IN,47715,
American Eagle Outfitters,Mishawaka,855,000855 0000855,6501 Grape Road,IN,46545,
American Eagle Outfitters,Chesapeake,856,000856 0000856,4200 Portsmouth Boulevard,VA,23321,
American Eagle Outfitters,Sioux Falls,857,000857 0000857,600 Empire Mall,SD,57106,
American Eagle Outfitters,Ridgeland,858,000858 0000858,1200 East County Line Road,MS,39157,
American Eagle Outfitters,North Attleboro,859,000859 0000859,999 South Washington Street,MA,2760,
American Eagle Outfitters,Charlottesville,862,000862 0000862,1618 Rio Road,VA,22901,
American Eagle Outfitters,Manchester,863,000863 0000863,194 Buckland Hills Drive,CT,6040,
American Eagle Outfitters,Exton,866,000866 0000866,300 Exton Square Parkway,PA,19341,
American Eagle Outfitters,Syracuse,871,000871 0000871,9505 Carousel Center,NY,13290,
American Eagle Outfitters,West Des Moines,872,000872 0000872,1551 Valley West Drive,IA,50265,
American Eagle Outfitters,Fayetteville,873,000873 0000873,434 Cross Creek Mall,NC,28303,
American Eagle Outfitters,Ames,874,000874 0000874,2801 Grand Mall,IA,50010,
American Eagle Outfitters,Salem,876,000876 0000876,99 Rockingham Park Boulevard,NH,3079,
American Eagle Outfitters,Traverse City,877,000877 0000877,3200 S. Airport Road W.,MI,49684,
American Eagle Outfitters,Augusta,878,000878 0000878,3450 Wrightsboro Road,GA,30909,
American Eagle Outfitters,Lexington,879,000879 0000879,3473 Nicholasville Road,KY,40503,
American Eagle Outfitters,Portage,880,000880 0000880,6650 South Westnedge,MI,49024,
American Eagle Outfitters,Terre Haute,882,000882 0000882,3401 SOUTH US HIGHWAY 41,IN,47802,
American Eagle Outfitters,Appleton,883,000883 0000883,4301 W. Wisconsin Avenue,WI,54913,
American Eagle Outfitters,Omaha,884,000884 0000884,3001 South 144th Street,NE,68144,
American Eagle Outfitters,Alpharetta,885,000885 0000885,2030 Northpoint Mall,GA,30022,
American Eagle Outfitters,Lawrenceville,886,000886 0000886,261 Quakerbridge Mall,NJ,8648,
American Eagle Outfitters,Omaha,888,000888 0000888,10000 California Street,NE,68114,
American Eagle Outfitters,Greensboro,889,000889 0000889,410 Four Seasons Town Ctr,NC,27407,
American Eagle Outfitters,Sterling Heights,890,000890 0000890,1570 Lakeside Circle,MI,48313,
American Eagle Outfitters,Beavercreek,891,000891 0000891,2727 Fairfield Commons,OH,45431,
American Eagle Outfitters,Tallahassee,892,000892 0000892,1500 Appalachee Parkway,FL,32301,
American Eagle Outfitters,Madison,893,000893 0000893,57 West Towne Mall,WI,53719,
American Eagle Outfitters,Bloomington,894,000894 0000894,120 S. Avenue,MN,55425,
American Eagle Outfitters,Carbondale,895,000895 0000895,1237 East Main Street,IL,62901,
American Eagle Outfitters,Taunton,896,000896 0000896,2 Galleria Mall Drive,MA,2780,
American Eagle Outfitters,Ottawa,906,000906 0000906,100 Bayshore Drive,ON,K2B 8C1,
American Eagle Outfitters,Regina,908,000908 0000908,2102 11th Avenue,SK,S4P 3Y6,
American Eagle Outfitters,Sarnia,909,000909 0000909,1380 London Road,ON,N7S 1P8,
American Eagle Outfitters,Surrey,910,000910 0000910,2577 Guilford Town Centre,BC,V3R 7C1,
American Eagle Outfitters,Kelowna,915,000915 0000915,2271 Harvey Avenue,BC,V1Y 6H2,
American Eagle Outfitters,Kingston,917,000917 0000917,945 Gardiners Road,ON,K7M 7H4,
American Eagle Outfitters,Ottawa,928,000928 0000928,50 Rideau Street,ON,K1N 9J7,
American Eagle Outfitters,Ottawa,930,000930 0000930,2121 Carling Avenue,ON,K2A 1H2,
American Eagle Outfitters,Winnipeg,938,000938 0000938,1225 St. Marys Road,MB,R2M 5E5,
American Eagle Outfitters,Orleans,939,000939 0000939,100 Place d'Orleans Drive,ON,K1C 2L9,
American Eagle Outfitters,St. Catharines,946,000946 0000946,221 Glendale Avenue,ON,L2T 2K9,
American Eagle Outfitters,Windsor,947,000947 0000947,3100 Howard Avenue,ON,N8X 3Y8,
American Eagle Outfitters,Langley,948,000948 0000948,19705 Fraser Highway,BC,V3A 7E9,
American Eagle Outfitters,Fredericton,955,000955 0000955,1381 Regent Street,NB,E3C 1A2,
American Eagle Outfitters,Victoria,958,000958 0000958,3147 Douglas Street,BC,V8Z 6E3,
American Eagle Outfitters,Winnipeg,961,000961 0000961,1485 Portage Avenue,MB,R3G 0W4,
American Eagle Outfitters,Thunder Bay,962,000962 0000962,1000 Fort William Road,ON,P7B 6B9,
American Eagle Outfitters,Pointe Claire,1003,0001003 00001003,6815 Trans Canada Highway,QC,H9R 1C4,
American Eagle Outfitters,Abbotsford,1006,0001006 00001006,32900 S. Fraser Way,BC,V2S 5A1,
American Eagle Outfitters,LETHBRIDGE,1008,0001008 00001008,501 - 1st Street South,AB,T1J 4L9,
American Eagle Outfitters,Brossard,1012,0001012 00001012,9315 Boul. Leduc,QC,J4Y 0A5,
American Eagle Outfitters,QC City,1019,0001019 00001019,2700 Boulevard Laurier,QC,XXXXX,
American Eagle Outfitters,Coquitlam,1021,0001021 00001021,2929 Barnet Highway,BC,V3B 5R5,
American Eagle Outfitters,Ottawa,1024,0001024 00001024,1200 St. Laurent Boulevard,ON,XXXXX,
American Eagle Outfitters,Pointe-Claire,1502,0001502 00001502,6801 Trans Canada Highway,QC,H9R 5J2,
American Eagle Outfitters,Ottawa,1513,0001513 00001513,100 Bayshore Drive,ON,K2B 8C1,
American Eagle Outfitters,Victoria,1515,0001515 00001515,3147 Douglas Street,BC,V8Z 6E3,
American Eagle Outfitters,St. Catharines,1520,0001520 00001520,221 Glendale Avenue,ON,L2T 2K9,
American Eagle Outfitters,Elmhurst,2000,0002000 00002000,90-15 Queens Boulevard,NY,11373,
American Eagle Outfitters,Fond Du Lac,2001,0002001 00002001,835 W. Johnson Street,WI,54935,
American Eagle Outfitters,Asheboro,2002,0002002 00002002,1437 East Dixie Drive,NC,27203,
American Eagle Outfitters,Tulsa,2003,0002003 00002003,1876 Utica Square,OK,74114,
