DESCRIPTION|factual_id|IS_PHYSICAL_TRANSACTION|name
CHECKCARD 1122 CALTRAIN TVM SAN CARLOS CA 24492793328436040065498|54c41fdd-b00f-41ce-8fb3-da99b6305446|1|
R & G LOUNGE SAN FRANCISCO CA|550f0d60-e1f2-4ec6-9394-5b93d1047fea|1|R and G Executive Lounge
CHECKCARD 0126 ORIGINAL GRAVITY PUBLIC SAN JOSE CA 24690293027080080270199|57681a6a-bad0-442b-8b26-a1a090e6fb5f|1|Original Gravity Public House
CHECKCARD 0126 ORIGINAL GRAVITY PUBLIC SAN JOSE CA 24690293027080080270199|57681a6a-bad0-442b-8b26-a1a090e6fb5f|1|Original Gravity Public House
GUITAR CENTER #222     SANTA CLARA  CAUS|57d7ca88-e094-409c-bee5-686c36fa8ce3|1|
GUITAR CENTER #222 SANTA CLARA CAUS|57d7ca88-e094-409c-bee5-686c36fa8ce3|1|Guitar Center
CHECKCARD 0511 BON CHON CHICKEN SUNNYVALE CA 24275393132900018400894|59261b41-bfce-445e-ba78-3c250ab1ffc3|1|Bon Chon Chicken
POS PUR PEETS SFO #4 SAN FRANCISCO CA|5a458582-78bd-4efe-b861-322df0b83f0c|1|Peet's Coffee and Tea
CHECKCARD 1124 JAKES OF WILLOW GLEN SAN JOSE CA 24690513329207374000596|5a462a1e-b433-420a-b277-949c3c3480cd|1|
LA HACIENDA MAR 1933 MENALTO AVE       MENLO PARK   CAUS|5a8e4bca-1e34-47da-bbd4-2eb87e5868fe|1|
LA HACIENDA MARKET  MENLO PARK      CAUS|5a8e4bca-1e34-47da-bbd4-2eb87e5868fe|1|
REDWOOD CAFE        COTATI          CAUS|5c8d4527-d9df-4b40-832a-e5a4753f161b|1|
HAZELS KITCHEN           SAN FRANCISCOCA|5d51d585-7bb0-48f8-9b5d-a23649e9390b|1|Hazel's
S AND S TIRE A 02/21 #000484150 PURCHASE 597 S MURPHY AVE SUNNYVALE CA|5e5860bf-1525-4f2f-af10-b486caa3ac4a|1|
S AND S TIRE A 12/23 #000607706 PURCHASE S AND S TIRE AN SUNNYVALE CA|5e5860bf-1525-4f2f-af10-b486caa3ac4a|1|
JAPAN CENTER GARAGE      SAN FRANCISCOCA|5f2f4b06-f54b-4235-a8a9-fd10b4484411|1|Japan Center
CHECKCARD 1018 FRY'S ELECTRONICS #12 SUNNYVALE CA 24492153292769011308086|5fd2f311-aaac-4807-8447-308132f64934|1|
FRY'S ELECTRON 02/03 #000004564 PURCHASE FRY'S ELECTRONICS SUNNYVALE CA|5fd2f311-aaac-4807-8447-308132f64934|1|Fry's Electronics
FRY'S ELECTRON 05/18 #000010797 PURCHASE FRY'S ELECTRONICS SUNNYVALE CA|5fd2f311-aaac-4807-8447-308132f64934|1|Fry's Electronics
FRY'S ELECTRON 08/19 #000002186 PURCHASE FRY'S ELECTRONICS SUNNYVALE CA|5fd2f311-aaac-4807-8447-308132f64934|1|Fry's Electronics
PANDA EXPRESS #795  ROHNERT PARK    CAUS|5ff5dca8-9606-4c6e-8eb9-2e8817607a65|1|
SMARTNFINAL432 11/08 #000127047 PURCHASE SMARTNFINAL432 MOUNTAIN VIE CA|60c898df-707e-4fa5-93dd-b5b3d07307e2|1|
CHECKCARD 0803 EL ADOBE TAQUERIA SUNNYVALE CA 24493983216286626600486|612336ec-46a0-4ffe-ab60-c2dd23543ade|1|
CHECKCARD 0119 AMC CUPERTINO 01004241 CUPERTINO CA 24164073020931411422992|6232e09c-8914-44ea-b111-b1659dff8eaf|1|AMC Cupertino Square 16
CHECKCARD 0223 AMC CUPERTINO 01004241 CUPERTINO CA 24164073055931431213254|6232e09c-8914-44ea-b111-b1659dff8eaf|1|AMC Cupertino Square 17
CHECKCARD 0803 AMC CUPERTINO 01004241 CUPERTINO CA 24164073216931401454033|6232e09c-8914-44ea-b111-b1659dff8eaf|1|AMC Cupertino Square 18
CHECKCARD 0803 AMC CUPERTINO 01004241 CUPERTINO CA 24164073216931401454041|6232e09c-8914-44ea-b111-b1659dff8eaf|1|AMC Cupertino Square 19
CHECKCARD 1210 AMC CUPERTINO SQ #0424 CUPERTINO CA 24610433345072000134112|6232e09c-8914-44ea-b111-b1659dff8eaf|1|AMC Cupertino Square 20
CHECKCARD 1218 AMC CUPERTINO SQ #0424 CUPERTINO CA 24610433353072000374741|6232e09c-8914-44ea-b111-b1659dff8eaf|1|AMC Cupertino Square 21
IN-N-OUT BURGER #12 MOUNTAIN VIEW   CAUS|64060dd0-7ec9-49a5-aaa3-148c33c47cb9|1|
TARGET T1427 06/02 #000109800 PURCHASE TARGET T1427 SAN SAN JOSE CA|64184e7f-c64a-4716-b920-038dc034499f|1|
TARGET T1427 10/17 #000924439 PURCHASE TARGET T1427 SAN SAN JOSE CA|64184e7f-c64a-4716-b920-038dc034499f|1|
THE OWL TREE SAN FRANCISCO CA|64e5126e-2452-4f2a-8f91-e17214218d61|1|Owl Tree
CHIPOTLE 1857 SAN FRANCISCOCA|66345f95-eb55-49fb-999f-7ac3d9317528|1|Chipotle Mexican Grill
CHECKCARD COUNTRY HEARTH INN. SAN FRANCISCO CA|6727f7cd-a436-45af-b3a8-e3257df44d6f|1|Country Hearth Inn
SAFEWAY STORE 12/19 #000924443 PURCHASE SAFEWAY STORE 1 BELMONT CA|68c85a6f-3943-4ad4-8478-4b034b8d8c67|1|
THE WILLOWS MAR 60 MIDDLEFIELD RD.     MENLO PARK   CAUS|6b3cac9b-53f4-4043-9a76-816257b17dbb|1|Willows Market
THE WILLOWS MAR 60 MIDDLEFIELD RD.     MENLO PARK   CAUS|6b3cac9b-53f4-4043-9a76-816257b17dbb|1|Willows Market
THE WILLOWS MAR 60 MIDDLEFIELD RD.     MENLO PARK   CAUS|6b3cac9b-53f4-4043-9a76-816257b17dbb|1|Willows Market
JAPONICA SAN FRANCISCO CA|6bc0ea54-0a60-495e-ad06-07d3155f5d64|1|Japonica
WILLOW COVE GAS     MENLO PARK      CAUS|6d264cc7-8e76-40cb-803d-7a5425863024|1|Willow Cove Gas
WILLOW COVE GAS 500 WILLOW RD.         MENLO PARK   CAUS|6d264cc7-8e76-40cb-803d-7a5425863024|1|Willow Cove Gas
TARGET T2584 03/01 #000018784 PURCHASE TARGET T2584 SUNN SUNNYVALE CA|6e6fa0af-402d-4a4e-a22c-04b8fd1c6510|1|Target
TARGET T2584 07/28 #000626225 PURCHASE TARGET T2584 SUNN SUNNYVALE CA|6e6fa0af-402d-4a4e-a22c-04b8fd1c6510|1|Target
CHECKCARD SANKO COOKING SUPPLY SAN FRANCISCO CA|6ed1e248-c541-4edf-9d42-782e094ceaac|1|Sanko Cooking Supply
NORIEGA TERIYAKI HOUSE SAN FRANCISCOCA|712afdbf-0603-471d-89c5-53d0868766f3|1|Noriega Teriyaki House
CHECKCARD 0114 IHOP 1719 BELMONT CA 24692163015000734926746|71300a43-8052-47eb-8dbe-a0c5375fd9dd|1|IHOP
CHECKCARD 0211 IHOP 1719 BELMONT CA 24692163043000992741908|71300a43-8052-47eb-8dbe-a0c5375fd9dd|1|IHOP
CHECKCARD 0321 IHOP #1719 BELMONT CA 24431063081207288600224|71300a43-8052-47eb-8dbe-a0c5375fd9dd|1|IHOP
CHECKCARD 0812 IHOP #1719 BELMONT CA 24431063225207288600353|71300a43-8052-47eb-8dbe-a0c5375fd9dd|1|IHOP
CHECKCARD 1216 IHOP #1719 BELMONT CA 24431063351207288600342|71300a43-8052-47eb-8dbe-a0c5375fd9dd|1|IHOP
IN-N-OUT BURGER #11 ROHNERT PARK    CAUS|71311bcb-12ff-47b7-9273-9135ccaae07b|1|
CHKCARD LERS ROS THAI NOODLE SAN FRANCISCOCA|71e74ce0-bef8-012e-5614-003048cad9da|1|Lers Ros Thai
MURACCI'S JAPANESE SAN FRANCISCO CA|71e89230-bef8-012e-5614-003048cad9da|1|Muracci's Japanese Curry and Grill
KINGDOM OF DUMPLING SAN FRANCISCOCA|71f8a760-bef8-012e-5614-003048cad9da|1|Kingdom of Dumpling
CHECKCARD 0505 ONE POT CUPERTINO CA 24692163125000926430058|745b6e80-1e18-012f-0643-0030487f54d8|1|
DONUT DELITE        MENLO PARK      CAUS|760d2398-36f5-438b-8e46-102e972ee546|1|Donut Delight
DONUT DELITE        MENLO PARK      CAUS|760d2398-36f5-438b-8e46-102e972ee546|1|Donut Delight
DONUT DELITE        MENLO PARK      CAUS|760d2398-36f5-438b-8e46-102e972ee546|1|Donut Delight
DONUT DELITE        MENLO PARK      CAUS|760d2398-36f5-438b-8e46-102e972ee546|1|Donut Delight
DONUT DELITE        MENLO PARK      CAUS|760d2398-36f5-438b-8e46-102e972ee546|1|Donut Delight
SANRIO - #295            SAN FRANCISCOCA|7689b33b-5822-4085-98ff-0545e161824a|1|Sanrio
Misc. Debit SF BICYCLE RENTALS SAN FRANCISCO CA|77b61800-1e18-012f-0643-0030487f54d8|1|San Francisco Bicycle Rentals
Misc. Debit SF BICYCLE RENTALS SAN FRANCISCO CA|77b61800-1e18-012f-0643-0030487f54d8|1|San Francisco Bicycle Rentals
PIZZA MY HEART      REDWOOD CITY    CAUS|77dd99c3-3ff6-48b5-a51a-738276f8a969|1|
ARCO PAYPOINT 02/16 #000888874 PURCHASE 1040 SUNNYVALE - SUNNYVALE CA|7826898b-24be-4068-bd51-3b01795faf6b|1|Arco
ARCO PAYPOINT 04/05 #000079544 PURCHASE 1040 SUNNYVALE - SUNNYVALE CA|7826898b-24be-4068-bd51-3b01795faf6b|1|Arco
ARCO PAYPOINT 05/31 #000753861 PURCHASE 1040 SUNNYVALE - SUNNYVALE CA|7826898b-24be-4068-bd51-3b01795faf6b|1|Arco
ARCO PAYPOINT 08/22 #000589150 PURCHASE 1040 SUNNYVALE - SUNNYVALE CA|7826898b-24be-4068-bd51-3b01795faf6b|1|Arco
ARCO PAYPOINT 10/02 #000577272 PURCHASE 1040 SUNNYVALE - SUNNYVALE CA|7826898b-24be-4068-bd51-3b01795faf6b|1|Arco
ARCO PAYPOINT 11/27 #000503476 PURCHASE ARCO PAYPOINT SUNNYVALE CA|7826898b-24be-4068-bd51-3b01795faf6b|1|
SUPER 8 UNION SQUARESAN FRANCISCO CA|7890cfa0-1e18-012f-0643-0030487f54d8|1|Super 8 San Francisco/Union Square Area
TOWER CLEANERS SAN FRANCISCO CA|789b9130-1e18-012f-0643-0030487f54d8|1|Tower Cleaners
LEE'S DELI SAN FRANCISCO CA|7d3a2dee-ae2d-40ba-baf1-c08f35181c25|1|Lee's Deli
LEE'S DELI-75 BATT SAN FRANCISCO CA|7d3a2dee-ae2d-40ba-baf1-c08f35181c25|1|Lee's Deli
CHKCARD SFO PARKING IT-A LEQ96 SAN FRANCISCOCA|7ed1acf0-1e18-012f-0643-0030487f54d8|1|SFO Long Term Parking
LE MERIDIEN SAN FRANCI   SAN FRANCISCOCA|7f1bc670-1e18-012f-0643-0030487f54d8|1|Le Meridien San Francisco
SAFEWAY STORE 12/11 #000626013 PURCHASE SAFEWAY STORE SUNNYVALE CA|7ff2c9c0-1e18-012f-0643-0030487f54d8|1|Safeway
SAFEWAY STORE 12/24 #000129940 PURCHASE SAFEWAY STORE SUNNYVALE CA|7ff2c9c0-1e18-012f-0643-0030487f54d8|1|Safeway
SAFEWAY 2887 09/29 #000082625 PURCHASE 150 E. EL CAMINO SUNNYVALE CA|7ff2c9c0-1e18-012f-0643-0030487f54d8|1|Safeway
SAFEWAY 2887 10/01 #000935316 PURCHASE 150 E. EL CAMINO SUNNYVALE CA|7ff2c9c0-1e18-012f-0643-0030487f54d8|1|Safeway
SAFEWAY 2887 10/08 #000255813 PURCHASE 150 E. EL CAMINO SUNNYVALE CA|7ff2c9c0-1e18-012f-0643-0030487f54d8|1|Safeway
SAFEWAY 2887 01/18 #000246958 PURCHASE 150 E. EL CAMINO SUNNYVALE CA|7ff2c9c0-1e18-012f-0643-0030487f54d8|1|Safeway
CHECKCARD 0903 WHISPERS CAFE & CREPER BELMONT CA 24071053247158151881416|811d1ec0-04c3-012f-96f5-003048c87378|1|
CHECKCARD 1231 ESPETUS CHURRASCARIA SAN MATEO CA 24431063001207588600061|82383340-f2bb-012e-9399-003048c87378|1|Espetus Churrascaria
SHOOTERS LOUNGE AND SAN LEANDRO     CAUS|8381fb43-2680-405b-99e2-e504c2b2c1aa|1|
CHECKCARD 0325 SUSHI CLUB SUNNYVALE CA 24460083085980001903830|83a68766-e598-4fd3-8dba-be789979bed1|1|
CHECKCARD 0612 SUSHI CLUB SUNNYVALE CA 24460083164980001903891|83a68766-e598-4fd3-8dba-be789979bed1|1|
CHECKCARD 1002 SUSHI CLUB SUNNYVALE CA 24765183276980001415552|83a68766-e598-4fd3-8dba-be789979bed1|1|
CHECKCARD 1017 SUSHI BOAT WESTGATE SAN JOSE CA 24122583291980012711155|84481a7e-92c5-498e-8584-3275f1881419|1|
MENLO BBQ           MENLO PARK      CAUS|86803b15-728d-4904-96f5-1da8e147b5d3|1|
NO 9 FISHERMEN'S GROTTO SAN FRANCISCO CA - EATING PLACES|870a293e-81fd-4415-96f8-e4b74b7ea5e2|1|Fishermen's Grotto #9
CHECKCARD 0804 GARY DANKO SAN FRANCISCOCA 24224433218101045757934|8759900f-86b3-4e19-a487-3cc832428936|1|Gary Danko
CHECKCARD 0117 LA CORNETA SAN CARLOS CA 24431063018838000046326|890fa729-410b-4e3c-af29-ed5b14ac8ac3|1|La Corneta
SAFEWAY STORE   525 El Camino Real     Menlo Park   CAUS|89845046-c77b-46d3-8b66-8647a025dda5|1|
DUC LOI SUPERMARKET      SAN FRANCISCOCA|8bf77e8d-c917-4a4c-8008-9ac037c75393|1|Duc Loi Supermarket
MOLLIE STONES #9 SAN FRANCISCOCA|8ce68369-9327-4f0c-94e3-410c3c072d2e|1|Mollie Stone's Markets
PHO HUYNH HIEP #2 SAN FRANCISCOCA|8d950f39-f7a0-441e-83f6-767ff79eed64|1|Pho Hoa Hiep
CALISTOGA SPA INC   CALISTOGA       CAUS|8e4cbd84-af8d-40b8-b1f9-ac75528c21e3|1|
CHECKCARD BART SFIA 0051 SAN FRANCISCO CA|9006a3be-6e2c-4657-8e23-ee2767aa37ba|1|San Francisco Int'l Airport BART Station
CHECKCARD 0801 JOHN'S GRILL SAN FRANCISCOCA 24055233215206112100206|90143837-d525-4c5f-9e76-3cfeeb9adf4f|1|John's Grill
KWICK PICK MARKET   ROHNERT PARK    CAUS|904aed99-751d-4f52-a435-76737d8644bb|1|
JAPANESE TEA GARDEN      SAN FRANCISCOCA|907d1a04-4758-4b57-96f5-68901ae2baa2|1|Japanese Tea Garden
2 ARMADILLO WILLYS  LOS ALTOS       CAUS|92d053a2-45e6-44d6-b9c6-3e008af208a3|1|Armadillo Willy's BBQ
TARGET T0852 ROHNERT PARohnert Park CAUS|96d82b4d-0bc2-4f58-96d1-4b68f76706c7|1|
NOAH'S BAGEL #2113 SAN FRANCISCO CA|984f4c33-d95b-4692-b0df-c44a74f337b2|1|Noah's Bagels
CALISTOGA BIKESHOP  CALISTOGA       CAUS|9851edf0-9218-41b7-848d-64ad3230547a|1|
YOU SEE SUSHI SAN FRANCISCO CA|989fc58a-ec8c-4613-89e9-05d647fc7fd8|1|You See Sushi
JACK IN THE BOX 347 MENLO PARK      CAUS|992c8995-c1a9-4f94-9635-f411704899fc|1|
WALGREENS #6291 SAN FRANCISCO CA|9d539cea-746b-4249-a345-1f63209775a2|1|Walgreens
FORT POINT SAN FRANCISCOCA|9e08b172-3b7b-4a7f-8668-638a09865858|1|Fort Point National Historic Site
KLEINS DELI - 2 8843SAN FRANCISCO CA|9e1b754c-63e5-451b-a3b6-1e6b5f6d7db2|1|Klein's Delicatessen
ZUNI CAFE SAN FRANCISCO CA|9edee2be-f3f6-479c-94f5-a86483414396|1|Zuni Cafe
CHECKCARD 0222 24 HOUR FITNESS SUNNYVALE CA 24692163054000727522611|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 0329 24 HOUR FITNESS SUNNYVALE CA 24692163089000252203404|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 0417 24 HOUR FITNESS SUNNYVALE CA 24692163108000895781201|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 0429 24 HOUR FITNESS SUNNYVALE CA 24692163120000041318886|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 0603 24 HOUR FITNESS SUNNYVALE CA 24692163155000576982781|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 0830 24 HOUR FITNESS SUNNYVALE CA 24692163243000600231696|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 0830 24 HOUR FITNESS SUNNYVALE CA 24692163243000600231704|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 1213 24 HOUR FITNESS SUNNYVALE CA 24692163348000928968775|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 1213 24 HOUR FITNESS SUNNYVALE CA 24692163348000928968809|9faff434-c5ef-486f-9787-56d380d48489|1|
CHECKCARD 1122 CRAZY BUFFET SUNNYVALE CA 24493983327206643001258|a31df9b8-bbc7-4ab5-94e2-269ce8b2d0b6|1|
MRS.T`S CAFE SAN FRANCISCO CA|a3308c8f-9ba6-4e21-89aa-74e527e5e00f|1|Mrs T's Cafe
CSI-098893/1528 CSI-098893/4990 COMMERCROHNERT PARK CAUS|a59ac9bc-5e68-4718-bbf0-40e415575fd4|1|Chevron
CSI-098893/1528        ROHNERT PARK CAUS|a59ac9bc-5e68-4718-bbf0-40e415575fd4|1|Chevron
SAMS FOR PLAY CAFE  SANTA ROSA      CAUS|a6357c55-62cf-483f-8163-d2d088833cdb|1|
FAMOUS FOOTWEA 06/02 #000876407 PURCHASE FAMOUS FOOTWEAR SAN JOSE CA|a821ec02-3b0e-476e-8adc-471447668f75|1|
FAMOUS FOOTWEA 10/17 #000497985 PURCHASE FAMOUS FOOTWEAR SAN JOSE CA|a821ec02-3b0e-476e-8adc-471447668f75|1|
CLEO'S BRAZILLIAN S SAN BRUNO       CAUS|a85d9ad8-9cf5-4b6f-8c42-e8c0227206fa|1|Cleo's Brazilian Steakhouse and Churrascaria
BALOMPIE CAFE RESTA SAN FRANCISCO   CAUS|a882d060-70d1-4996-b9c3-2abb1c10cc57|1|Balompie Cafe No 3
FAIR OAKS 76 12/07 #000514106 PURCHASE FAIR OAKS 76 SUNNYVALE CA|aa0a7460-e831-4de8-bd58-f054b454a348|1|
WEI LEE SAN FRANCISCO CA|abd875d5-4989-4598-b00e-60b1b7bcc931|1|Wei Lee Chinese Food and Donut
JASMINE GARDEN LLC       SAN FRANCISCOCA|abe8aa34-b023-42ff-8457-9cc6198cdf5e|1|Jasmine Garden
TRADER JOE'S #019 QPS SAN FRANCISCOCA|ac111a36-35b1-48b0-90e6-1234d51815b7|1|Trader Joe's
TOUT SWEET PATISSE SAN FRANCISCO CA|af76aac6-a811-4e3d-b098-6e875baf3cee|1|Tout Sweet Patisserie
CHECKCARD 0812 SPECIALTY'S CAFE & BAK REDWOOD CITY CA...|b1f2888b-be9f-42bb-b1dd-ad85329c0005|1|
THE OLD SIAM THAI RE SAN FRANCISCO CA|b2f83a62-6cc3-45e1-8281-7ef15318f4d6|1|The Old Siam Thai Restaurant
RADISSON SF WHARF SAN FRANCISCO CA|b6cfd0be-7c00-4ed6-aea2-b84fb0fce2c0|1|Radisson Hotel Fisherman's Wharf
RAGAZZA SAN FRANCISCO CA|b791bd78-f8f8-41bf-8281-563cf723a34d|1|Ragazza
CHECKCARD 0524 GODFATHERS BURGER LOU BELMONT CA 24692163145000152820721|b9a571c0-ed2c-012e-f4f8-003048cacc62|1|
UMAMI PALO ALTO     PALO ALTO       CAUS|bb068e5d-fe68-4660-a08a-a469cf310178|1|
SAFEWAY 1990 07/04 #000324544 PURCHASE 3970 RIVERMARK PL SANTA CLARA CA|bb438af3-110f-49e9-9065-5f312c9e4a4e|1|
SAFEWAY 1990 09/22 #000568832 PURCHASE 3970 RIVERMARK PL SANTA CLARA CA|bb438af3-110f-49e9-9065-5f312c9e4a4e|1|
SAN ZEN NAILS SAN FRANCISCO CA|bfba4214-a356-4ea3-9d33-a4d98d9395f3|1|San Zen Nails
WASABI BISTRO SAN FRANCISCO CA|c4778e2f-bad8-4716-b38e-9e25340fb206|1|Wasabi Bistro
ARCO PAYPOINT 01/22 #000490226 PURCHASE 470 RALSTON AVE BELMONT CA|c5f99796-0d11-47ad-8b4d-5471ec3967b1|1|Arco
ARCO PAYPOINT 01/31 #000311596 PURCHASE 470 RALSTON AVE BELMONT CA|c5f99796-0d11-47ad-8b4d-5471ec3967b1|1|Arco
ARCO PAYPOINT 09/03 #000802492 PURCHASE 470 RALSTON AVE BELMONT CA|c5f99796-0d11-47ad-8b4d-5471ec3967b1|1|Arco
CHKCARD PLUM DISTRICT SAN FRANCISCOCA|c7dde382-34b2-4f54-bd62-4da976f55fbb|1|Plum District
TERROIR SAN FRANCISCO CA|ca6e2eef-5ed9-49dd-b58a-68e67ecfbaff|1|Terroir
KIMM S FLOWER BASKE SUNNYVALE       CAUS|cb124c72-dd28-4225-b6cd-f2e442ddc640|1|
SUBWAY        00521 MENLO PARK      CAUS|cee51c6f-7263-42a2-b7ee-a8776768f5fe|1|
SUBWAY        00521 MENLO PARK      CAUS|cee51c6f-7263-42a2-b7ee-a8776768f5fe|1|
Visa Check Card TACOLICIOUS SAN FRANCISCO CA|d056724e-abcc-4aea-bbda-dc653be9d985|1|Tacolicious
HOLY SMOKES     6650 COMMERCE BLVD STE ROHNERT PARK CAUS|d1d9436d-be45-4f29-9a10-79accf69bf82|1|
CHECKCARD 0524 ROOSTER T FEATHERS 2 SUNNYVALE CA 24493983145286899800074|d4957101-ee2a-49b6-b59c-7ff2c816eb42|1|Rooster T Feathers Comedy Club
CHECKCARD 0524 ROOSTER T FEATHERS SUNNYVALE CA 24493983145286619000088|d4957101-ee2a-49b6-b59c-7ff2c816eb42|1|Rooster T Feathers Comedy Club
CVS 09700 01/09 #000732357 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 01/10 #000015706 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 01/29 #000114115 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 02/08 #000212653 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 02/10 #000111094 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 02/12 #000710366 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 02/20 #000126667 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 02/24 #000728469 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 03/06 #000224646 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 03/13 #000313947 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 03/18 #000219559 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 03/27 #000215150 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 03/29 #000109507 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 04/01 #000609305 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 04/19 #000109254 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 04/29 #000019316 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 04/30 #000525206 PURCHASE 09700--576 E El C Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 0970 12/08 #000311893 PURCHASE CVS 09700 09700-- Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 0970 12/21 #000611345 PURCHASE CVS 09700 09700-- Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CVS 09700 0970 12/24 #000530279 PURCHASE CVS 09700 09700-- Sunnyvale CA|d99b073e-293a-47d7-ba62-b1d23037ca54|1|CVS Pharmacy
CHECKCARD 0705 CVS PHARMACY #9700 SUNNYVALE CA 24445003187100212984009|d99b073e-293a-47d7-ba62-b1d23037ca68|1|CVS Pharmacy
YOPPI YOGURT SAN FRANCISCOCA|db9cce63-f2cf-44bc-8f0b-6c52917ea26c|1|Yoppi Yogurt
CALISTOGA KITCHEN L CALISTOGA       CAUS|ddb04490-d829-012e-561a-003048cad9da|1|
CHECKCARD 1130 SMUGGLER'S COVE SAN FRANCISCOCA 24431063335207088500107|de28a470-d829-012e-561a-003048cad9da|1|Smuggler's Cove
PHILZ COFFEE INC SAN FRANCISCOCA|e2410b30-dc0b-4b58-8c97-1efeb14736ae|1|Philz Coffee
NOB HILL  #628         REDWOOD CITY CAUS|e627ffa4-c46c-49e2-a8bc-1aeb2b26f1f1|1|Nob Hill Foods
NOB HILL  #628         REDWOOD CITY CAUS|e627ffa4-c46c-49e2-a8bc-1aeb2b26f1f1|1|Nob Hill Foods
SAN TUNG CHINESE RESTA SAN FRANCISCO CA|ea52c6fd-82f0-41c1-88dc-5cd09d0ebb49|1|San Tung Chinese Restaurant
CREPEVINE PALO ALT PALO ALTO       CAUS|eac2447e-f33a-4f3f-82df-739244b5f2f9|1|
ICHIBAN KAN - SAN FRAN SAN FRANCISCO CA|efd73bd4-a27c-4586-9de3-54d186e29f28|1|Ichiban-Kan Cafe
JASPERS CORNER TAP       SAN FRANCISCOCA|f17c20af-c863-41c6-9907-a45953cc650a|1|Jasper's Corner Tap and Kitchen
BEVERAGES & MO 01/31 #000570224 PURCHASE 1247 W EL CAMINO SUNNYVALE CA|f1f43444-43d1-4b8d-b5ab-ffc2f284dadd|1|Bevmo
BEVERAGES & MO 02/22 #000609042 PURCHASE 1247 W EL CAMINO SUNNYVALE CA|f1f43444-43d1-4b8d-b5ab-ffc2f284dadd|1|Bevmo
BEVERAGES & MO 03/01 #000646355 PURCHASE 1247 W EL CAMINO SUNNYVALE CA|f1f43444-43d1-4b8d-b5ab-ffc2f284dadd|1|Bevmo
BEVERAGES & MO 03/16 #000586110 PURCHASE 1247 W EL CAMINO SUNNYVALE CA|f1f43444-43d1-4b8d-b5ab-ffc2f284dadd|1|Bevmo
BEVERAGES & MO 09/05 #000640591 PURCHASE 1247 W EL CAMINO SUNNYVALE CA|f1f43444-43d1-4b8d-b5ab-ffc2f284dadd|1|Bevmo
BEVERAGES & MO 11/07 #000886296 PURCHASE BEVERAGES & MOR SUNNYVALE CA|f1f43444-43d1-4b8d-b5ab-ffc2f284dadd|1|Bevmo
