** LATE CHARGE ,
WM SUPERCENTER           ALPHARETTA   GA ,Walmart
WM SUPERCENTER           APPOMATTOX   VA ,Walmart
WM SUPERCENTER           AUSTIN       TX ,Walmart
WM SUPERCENTER           PUEBLO WEST  CO ,
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
WWW.ASKCENTURION.COM     ST PETER PORTGB ,
YANKEE CANDLE 0263       SYRACUSE     NY ,Yankee Candle
YOURSAVINGCLU286440372   888-239-3917 CT ,
ZAZZLE.COM               08009809890  CA ,Zazzle
AAFES FT BRAGG MIL SHP   FT BRAGG     NC ,AAFES
AAFES MAXWELL SERV QPS   MAXWELL AFB  AL ,AAFES
ZIPPY'S FF WAIAU 9  PEARL CITY  77          808) 973 0880 ,
1-800-Pack Rat LLC  919-488-3636 85180891364919-488-3636 ,
22 FOOD STORE 694 1005751PARIS        AR ,
349 MINIT SHOP           RIDGECREST   CA ,
7 ELEVEN  49  00000497   OKLAHOMA CITYOK ,7-eleven 
76                       KAILUA       HI ,
7620 SBC PARK DEPT       SANTA BARBARACA ,
7-ELEVEN 20412           HAYMARKET    VA ,7-eleven 
7-ELEVEN 20968 ,7-eleven 
7-ELEVEN 22088           CARBONDALE   CO ,7-eleven 
7-ELEVEN 25088           ORLANDO      FL ,7-eleven 
7-ELEVEN 33351 0007333510ORLANDO      FL ,7-eleven 
AAFES AF SHARANA WEST    APO          AE ,
AAFES CHA GAS PUMPS      CHARLESTON AFSC ,
AAFES EIELSON SHOPPING   EIELSON AFB  AK ,
AAFES FT MEYER MAIN ST   FORT MYER    VA ,
AAFES KMCC MALL          APO          AE ,
ABC*CLUB H               888-827-9262 NJ ,
ACT*5KEVENT              877-228-4881 CA ,
ACT*PROGRAMS             800-498-6065 IA ,
ADI AT SALON BY JC       SAN ANTONIO  TX ,
ADVANCE AUTO PARTS #46   SPRING LAKE  NC ,
AIMS SERV PROF INTE CR ,
ALASKA AIR  0272180138 SEATTLE      WA ,
ALBERTSONS #6510 ,Albertsons
ALDO US #2087            4144751750   WI ,
ALL PRO CLASSICS INC 00-0HOT SPRINGS  AR ,
ALTEX ELECTRONICS 0067   SAN ANTONIO  TX ,
ALTRA                    JACKSON CENTEPA ,
AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA ,Amazon
AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA ,Amazon
AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA ,Amazon
AMAZON SERVICES-KINDLE   866-321-8851 WA ,Amazon
AMAZON SERVICES-KINDLE   866-321-8851 WA ,Amazon
AMAZON SERVICES-KINDLE   866-321-8851 WA ,Amazon
AMAZON SERVICES-KINDLE   866-321-8851 WA ,Amazon
AMAZON SERVICES-KINDLE   866-321-8851 WA ,Amazon
AMAZON.COM               AMZN.COM/BILLWA ,Amazon
AMAZON.COM               AMZN.COM/BILLWA ,Amazon
AMAZON.COM               AMZN.COM/BILLWA ,Amazon
AMC ROSEDALE 101006519   ROSEDALE     MN ,AMC
AMC STUDIO KC 05006101   OLATHE       KS ,AMC
AMERICAN 00123014130610  DALLAS       TX ,
AMIGOFOODS.COM           08006272544  NY ,
AMSTERDAM                SEATTLE      WA ,
ANN TAYLOR LOFT #1483    ANNAPOLIS    MD ,Ann Taylor
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APL*APPLE ITUNES STORE   866-712-7753 CA ,APPLE
APPLE STORE 162          PHILADELPHIA PA ,Apple
APPLEBEES 793963379390   ALBUQUERQUE  NM ,Applebee's
APPLEBEES 930320401113   SAFETY HARBORFL ,Applebee's
APW ATLANTA A          ATLANTA      GA ,
ARBY'S #5590  00055905   BUFORD       GA ,Arby's
ARBY'S #6683  00066837   SPRINGFIELD  IL ,Arby's
ATT*BILL PAYMENT         800-288-2020 TX ,
ATT*CONS PHONE PMT       800-288-2020 TX ,
ATTM *188013258513       08003310500  TX ,
AUDIBLE                  888-283-5051 NJ ,Audible
AUSTELL NATURAL GAS      770-948-1841 GA ,
AUSTIN HAI KY LLC        AUSTIN       TX ,
AUTOMATIC PAYMENT - THANK YOU ,
B & H PHOTO-VIDEO.COM    800-9479950  NY ,
BACCHUS WAIKIKI          HONOLULU     HI ,
BAG N SAVE 09            OMAHA        NE ,
BALLARD HS PTSA          206-3437644  WA ,
BANFIELD 1174            STAFFORD     VA ,
BARIK FUEL STATION       KANSAS CITY  KS ,
BARNES & NOBLE #2040     WASHINGTON   DC ,Barnes&noble
BARNES & NOBLE #2564     MINNEAPOLIS  MN ,Barnes&noble
BED BATH & BEYOND #239   FARMINGTON   CT ,
BEN & JERRY'S ISSA       ISSAQUAH     WA ,Ben&Jerrys
BEST BUY      00005736   BARBOURSVILLEWV ,Best Buy
BEST BUY MHT  00005256   NORTH WALES  PA ,Best Buy
BEST BUY MHT  00014100   PARKER       CO ,Best Buy
BLOCKBUSTER INC#40079    CHOCTAW      OK ,
BMC WESTSIDE OPTICAL     5413822811   OR ,
BOB EVANS REST #0097     ZANESVILLE   OH ,
BOJANGLES 795 07007958   JASPER       GA ,
BOTTOM OF THE CUP,
BUCKY'S EXPRESS 61.QPS   OMAHA        NE ,
BULK PLANT FUEL ISLACLARKSVILLE 000136302   9313589303 ,
BVO-DH MAIN #3           HONOLULU     HI ,
BYRON                    LONDON 515   GB ,
CABELAS RETAIL ROGERS    ROGERS       MN ,Cabelas
CABELAS.COM*209420087    800-2374444  NE ,Cabelas
CAMPMOR MAILORDER   800-525-478 242G53      SPORTING GOODS/EQUIP ,
CANTEEN VENDING          8668995849   PA ,CANTEENVENDING
CARDTRONICS CCS          WASHINGTON   DC ,
CARIBOU COFFEE CO #1174 0ST. PAUL     MN ,Caribou Coffee
CASH ADVANCE FEE ,
CENTRAL MARKET #420      AUSTIN       TX ,
CENTURY THEATRES 47QPS   SAN JOSE     CA ,
CHAMPPS #65238           RALEIGH      NC ,
CHARIOT RENT A CAR       BEDFORD      PA ,
CHEDDAR S #250           WICHITA      TX ,Cheddars
CHEDDAR S #460           SAN          TX ,Cheddars
CHEDDARS'S               HARKER       TX ,Cheddars
CHEGG  *EDUCATION SVC    888-364-8598 CA ,CHEGG
CHEVRON 0047582          MIAMI BEACH  FL ,Chevron
CHEVRON 0108044    Q61   HOUSTON      TX ,Chevron
CHEVRON 0202648          PLANTATION   FL ,Chevron
CHEVRON 0202710          KATY         TX ,Chevron
CHICK-FIL-A # 00873      ALPHARETTA   GA ,Chick-fil-a
CHICK-FIL-A #00107       TOLEDO       OH ,Chick-fil-a
CHICK-FIL-A #00205       GAINESVILLE  FL ,Chick-fil-a
CHILDREN'S PLACE #4094   MIDWEST CITY OK ,
CHILI'S GRI70200007021   SHAWNEE      OK ,Chili's
CHILI'S GRILL 00000711   Dallas       TX ,Chili's
CHRISTOPHER'S SPORTS & ,
CHS SNACK BAR B 1552CHARLESTON  0274634     CATERER ,
CIRCLE K 07009           ELLSWORTH    ME ,Circle K
CITY EXTRA               SYDNEY       AU ,
COLON CARE               PORTLAND     OR ,
CONNIES PIZZA            CHICAGO      IL ,
CONSILIENCE              LOS OLIVAS   CA ,
CONTINEN 00526054506865  HOUSTON      TX ,
CORNERSTONE SMOG TEST    COSTA MESA   CA ,
COSTCO WHSE #0330 00FREDERICK   017816000   3016441483 ,Costco
COSTCO WHSE #0694 00VACAVILLE   011818000   7074537361 ,Costco
COTE RESTAURANT          LONDON  WC2N GB ,
COUNTRY CABIN            HIAWATHA     KS ,
COUNTY LINE ON THE LAK   AUSTIN       TX ,
CRACKER BARREL #154 SAN ASAN ANTONIO  TX ,Cracker Barrel
CRATE & BARREL #914 800-967-6696 IL ,
CROWNERY CHINESE RESTAURAHOCKESSIN    DE ,
C-STORE       13020078   CAMP LEJEUNE NC ,
CVS PHARMACY #1173       HEALDSBURG   CA ,CVS Pharmacy
CVS PHARMACY #1387 Q03   SPRINGFIELD  VA ,CVS Pharmacy
CVS PHARMACY #3411 Q03   FAIRBORN     OH ,CVS Pharmacy
CVS PHARMACY #6332       SAN DIEGO    CA ,CVS Pharmacy
CVS PHARMACY #9918       TEMECULA     CA ,CVS Pharmacy
CVS PHARMACY #9992       SACRAMENTO   CA ,CVS Pharmacy
DEKALB CO TAG RENEWAL    DECATUR      GA ,
DELTA ONBOARD            ATLANTA      GA ,
DESIGNING WOMEN          LEAVENWORTH  KS ,
DESIGNS WEST HOME FURN   FLAGSTAFF    AZ ,
DIANES SIDEWALK DELI     WAYNE        PA ,
DICK'S CLOTHING&SPORTI   FAIRFAX      VA ,Dicks
DILLARD'S 172 GREENBRI CHESAPEAKE   VA ,
DRY CLEAN SUPER CENTER   MIDLAND      TX ,
DURON #3642              WAKE         NC ,Duron
EAST COBB EYE CENTER     MARIETTA     GA ,
E-COMMERCE - MHW.COM     05039854000  OR ,
EDUCATIONAL CATERING I   HOUSTON      TX ,
EIG*IPAGE                866-5392854  MA ,
ELISA ILANA - PANDORA    04029263479  NE ,
ENTERPRISE RENT-A-CAR    KANSAS CITY  MO ,
EVACUUMSTORE.COM         QUINCY       MA ,
EXEMPLA GSMC CAFETERIA   DENVER       CO ,
EXPERIAN    *CREDITREP   866-2528810  CA ,
EXXONMOBIL    47869680   BEL AIR      MD ,Exxonmobil
EXXONMOBIL    97561492   STUART       FL ,Exxonmobil
EXXONMOBIL    97600266   SAN DIEGO    CA ,Exxonmobil
EXXONMOBIL    97611073   WESTLAKE VILLCA ,Exxonmobil
FACEBOOK.COM*BWKL322FJ   WWW.FB.ME/CC CA ,
FAITH AND FREEDOM COAL   770-6221501  GA ,
FAMIMA~$~~$~                 SANTA MONICA CA ,
FAMOUS FOOTWEAR OUTLET   ORLANDO      FL ,
FOOT LOCKER 07830        PITTSBURGH   PA ,Foot Locker
FOREIGN TRAN CHG ,
FOREIGN TRAN CHG ,
FOREIGN TRAN CHG ,
FOREVER XXI #716         DALLAS       TX ,Forever 21
FOSSIL                   800-449-3056 TX ,
FOSSIL #235              GLENDALE     AZ ,
FRESHGROUND ROASTING,    WEST CHICAGO IL 
FRESHNESS                PHILADELPHIA PA ,
FRISCO - 16136 8000009043FRISCO       TX ,
FRYS FUEL #7027          PHOENIX      AZ ,Frys
FT POLK COMMISSARY       FORT POLK    LA ,
FT STEWART HARMON AVE GASFT STEWART   GA ,
GENESIS RESTAURANTE      SAN JUAN     PR ,
GIANT FOOD INC #143      ELLICOTT CITYMD ,Giant Food
GIANT FOOD INC #350      SILVER SPRINGMD ,Giant Food
GOASIS BRUNSWICK   QPS   BRUNSWICK    GA ,
GOODWILL - WEST ASHLEY   CHARLESTON   SC ,Goodwill
GOODWILL INDUSTRIES #3   COLUMBUS     GA ,Goodwill
GORE MTN SKI             NORTH CREEK  NY ,
GUITAR CENTER #731       MATHEWS      NC ,
HAN SS/APS GAS PUMPS     HANSCOM AFB  MA ,
HANKEL & CARPENTER LTD   CASA GRANDE  AZ ,
HARDEE'S #0561           JEFFERSON CITMO ,Hardee's
HARRIS TEETER #0274      MOORESVILLE  NC ,Harris Teeter
HARRIS TEETER #0369      VIRGINIA BEACVA ,Harris Teeter
HARRIS TEETER #135       HAMPSTEAD    NC ,Harris Teeter
HAT WORLD, INC           SANTA CLARA  CA 
HEARTLAND OUTDOORS LLC   EDMOND       OK ,
HEB GAS/CAR WASH #61     COLLEGE STATITX ,HEB
HEB GAS/CARWASH #110     MISSOURI CITYTX ,HEB
HEEB'S EAST MAIN GRO     BOZEMAN      MT ,
HILTON COLOGNE           KOELN        DF ,
HOBBY-LOBBY #0200        RAPID CITY   SD ,HobbyLobby
HOBBY-LOBBY #257         WEST BEND    WI ,HobbyLobby
HUDSON NEWS NEWARK JV    NEWARK       NJ ,
IHOP 1947                CLEAR LAKES STX ,IHOP
Interest on Cash Advances ,
Interest on Purchases ,
Interest on Purchases ,
INTERPARKING #1075       WASHINGTON   DC ,
INTUIT *QUICKEN          800-446-8848 CA ,
IPASS AUTOREPLENISH #5   800-824-7277 IL ,
ITUNES MUSIC STORE IAUSTIN      MGN5V9G8YT0 iTunes Music Store ,APPLE
ITUNES MUSIC STORE ITUNESAUSTIN       TX ,APPLE
JAMBA JUICE #596 00000059KANEOHE      HI ,Jamba Juice
JCPENNEY.COM             800-221-8019 KS ,JCPenney
JEWISH COMMUNITY OF LO   LOUISIVLLE   KY ,
JOANN FABRIC #1333       PORT RICHEY  FL ,Joann Fabric
JOANN FABRIC #1637       PEORIA       IL ,Joann Fabric
JO-ANN STORE #2106       FORT WORTH   TX ,Joann Fabric
JO-ANN STORE #2106 FORT WORTH  TX CREDIT ,Joann Fabric
KARL'S KORNER 6608       FOREST LAKE  MN ,
KENWOOD VINEYARDS        KENWOOD      CA ,
KFC C301016   16010167   VISTA        CA ,KFC
KHOURY'S MINI MART       SPRING CREEK NV ,
KING SOOPERS #0122 000000LITTLETON    CO ,
KINGTOWN GAS STAT 6613   ALEXANDRIA   VA ,
KLINKE CLEANERS #15      MADISON      WI ,
KOHLS DEPT STORE 420LAKE ZURICH 042006728   8475509400 ,Kohls
KROGER #356              HOUSTON      TX ,Kroger
KROGER FUEL CTR #7356    HOUSTON      TX ,Kroger
KWIK KAR LUBE &  TUNE    BAYTOWN      TX ,
KWIK KAR LUBE &  TUNE    BAYTOWN      TX ,
LEAPFROG    *USD         866-334-5327 CA ,
LEHIGH REGIONAL MEDICA   239-3692101  FL ,
LL BEAN MAILORDER        800-3414341  ME ,
LOVELY NAILS             DUNWOODY     GA ,
LOWES #01504*            SAN ANTONIO  TX ,Lowes
LOWES #02336*            HONOLULU     HI ,Lowes
LOWE'S OF S. CENTRAL JACKJACKSONVILLE FL ,Lowes
MACY*S EAST #0054        WILLOWGROVE  PA ,Macy's
MACY'S EAST #394         PORTLAND     OR ,Macy's
MACY'S EAST #777         MIAMI        FL ,Macy's
MADIGAN S WATERFRONT     OCCOQUAN     VA ,
MARKET MAGIC             SEATTLE      WA ,
MARKET STREET #563       ALLEN        TX ,
MASSAGE ENVY 0089        253-4445599  WA ,
MATERIAL RECOVERY & TR   KANSAS CITY  MO ,
MCALISTERS DELI #10QPS   BRANDON      MS ,Mcalisters
MCCS CONVENIENCE STORE USQUANTICO     VA ,
MCCS MARINE AIR GROUND COTWENTYNIN PLMCA ,
MCCS MARINE CORPS HAWAII MCBH K-BAY   HI ,
MCDONALD'S F11177 ,McDonalds
MCDONALD'S F12749 0000000MT VERNON    KY ,McDonalds
MCDONALD'S F14966 0000000WEST OSSIPEE NH ,McDonalds
MCDONALD'S F17562        AUBURN       AL ,McDonalds
MCDONALD'S F25757        NORTH LITTLE AR ,McDonalds
MCDONALD'S M4266 OF      ARLINGTON    VA ,McDonalds
MCDONALD'S M4803 OF      UNION CITY   GA ,McDonalds
MCGUIRE COMMISSARY       MCGUIRE AFB  NJ ,
MCKEEVER PRICE CHO       PARKVILLE    MO ,
MEIJER #211        Q01   ROSSFORD     OH ,
MENOMONEEFALLS CINEQPS   MENOMONEE FALWI ,
MICHAELS #2048 FORT WORTH  TX     CREDIT ,Michaels
MICROSOFT   *XBOX LIVE 00BILL.XBOX.COMWA ,Microsoft
MICROSOFT *ZUNE ,MICROSOFT
MIKES GENERAL STORE      TAYLORS FALLSMN ,Mikes Genral
MILANO S AT KERNAN       JACKSONVILLE FL ,
MILANO'S PIZZA LLC       MILLINGTON   TN ,
MOBRIDGE PIZZA RANCH MOBRMOBRIDGE     SD ,
MOLLY MAID OF NORTHEAST  818-673-8111 CA ,
MONKEY BAR               NEW YORK     NY ,
MOTO-I                   MINNEAPOLIS  MN ,
MURPHY6835ATWALMRT       DURANT       OK ,Murphy
MURPHY7089ATWALMRT       SHAWNEE      OK ,Murphy
MURPHY7238ATWALMRT       HUDSON OAKS  TX ,Walmart
MYFAX  *PROTUS IP SOLN   866-563-9212 GA ,
NAVY EXCHANGE 050460 0003ANNAPOLIS    MD ,
NAVY EXCHANGE 140160     PEARL HARBOR HI ,
NAVY EXCHANGE 210027     FPO          AE ,
NE AQUARIUM              BOSTON       MA ,Netflix
NETFLIX NONE        LOS GATOS   2145999172  NONE ,Netflix
NETFLIX NONE        LOS GATOS   2170443230  NONE ,Netflix
NFI*WWW.NETFLIX.COM/CC   NETFLIX.COM  CA ,
NIKE.COM                 800-806-6453 OR ,Nike
NOCHE BROOKHAVEN         ATLANTA      GA ,
NORDSTROM #0622          TOWNSON      MD ,Nordstorm
NVCCLOUDOUNBKSTORE #65   703-430-9639 VA ,
NWF*NATIONAL WILDLIFE    800-822-9919 VA ,
OLD TOWN SERVICE STATION ALEXANDRIA   VA ,Old Town
OLIVER'S                 KATONAH      NY ,
OPAY ARLINGTON CO TREA 800-4874567 CAREFERENCE ID: 2447268885QE26DWL ,
OR VETERINARY MED EXAM BD971-6730224  OR ,
OSAKA                    BEAVERCREEK  OH ,
OURISMAN CHANTILLY IMP   CHANTILLY    VA ,
PACSUN #1146             MONROE       OH ,Pacsun
PANERA BREAD #3068       LITTLETON    CO ,Panera Bread
PANERA BREAD #3572 000000CHEVY CHASE  MD ,Panera Bread
PAPAYA CLOTHING          WEST NYACK   NY ,Papaya
PARKING METERS           ALEXANDRIA   VA ,
PARTY CITY #481          CEDAR HILL   TX ,Party City
PATHMARK 76-248          DEVON        PA ,Pathmark
PATHMARK 76-248          DEVON        PA ,Pathmark
PAYMENT - THANK YOU ,
PAYMENT-THANK YOU        SAN ANTONIO  TX ,
PAYMENT-THANK YOU        SAN ANTONIO  TX ,
PAYPAL *RDUCKHORN4  4029357733  44841950    402-935-7733 ,PAYPAL
PAYPAL *SMARTOM          UK ,PAYPAL
PAYPAL *STELLARSTIT      4029357733   CA ,PAYPAL
PEARL HARBOR COMMISSAR   PEARL HARBOR HI ,
PETCO  632    63506323   GRAND FORKS  ND ,Petco
PETSMART INC 1185        AUSTIN       TX ,Petsmart
PHONE-CARD-PIN.COM       WELLESLEY    MA ,
PHONEPOWER COM           888-6076937  CA ,
PICTURE PEOPLE           POTTSTOWN    PA ,
PILOT                    Lake Point   UT ,
PILOT         00006627   OAK GROVE    KY ,
PINNACLE CAR WASH 04GULF SHORES 003286781   AUTO SERVICE ,
PMI BWI AIRPORT PARK     BWI AIRPORT  MD ,
PMI BWI AIRPORT PARKNG   BWI AIRPORT  MD ,
POP'S WINE & SPIRIT      SUWANEE      GA ,
PUBLIX #463              WOODSTOCK    GA ,PUBLIX
PURCHASE 12-29-11 EXECUTIVE LASE1500 W DES MOINES IA auth# 471777 ,
QT 881        08008815   FT WORTH     TX ,
QUICKS GLASS SERVICE #   MARYSVILLE   CA ,
QVC 392310662601 4OF4    800-367-9444 PA ,
RADIOLOGICAL SCTY NA W   06305907726  IL ,
RADIOSHACK COR00133017 SEATTLE      WA ,RADIOSHACK
RALPHS #0067             FULLERTON    CA ,Ralphs
RAMST INNS - RAMSTEIN    APO          AE ,
RANDALLS STORE00024836   AUSTIN       TX ,
REASOR'S #17             CATOOSA      OK ,
REDBOX *DVD RENTAL       866-733-2693 IL ,Redbox
REDBOX *DVD RENTAL       OAKBRKTERRACEIL ,Redbox
REDBOX *DVD RENTAL       OAKBRKTERRACEIL ,Redbox
RESTAURANT 3             ARLINGTON    VA ,
RESTORATION HARDWARE 9   800-7621751  CA ,
RETURN PMT FEE FOR PAYMNT ,
RISTORANTE AL DENT       CHARLOTTESVILVA ,
RITE AID STORE 3723Q05   MCLEAN       VA ,RITE AID
ROCK AUTO                06086611376  WI ,
RODEN SMITH              CLOVIS       NM ,
RODOLFOS TACO SHOP       SIERRA VISTA AZ ,
ROSA'S CAFE #019         WATAUGA      TX ,
ROSS STORES #703         LAS VEGAS    NV ,Ross
ROYAL MART #10 54292HARRISONBUR 228027285   5404322339 ,
RR 5 CAFE     50168129   RIO RANCHO   NM ,
RUBY TUESDAY #2706       CHANTILLY    VA ,Ruby Tuesday
RUGGBY'S                 HUNTSVILLE   AL ,
SAFEWAY  FUEL 10026409   PUYALLUP     WA ,Safeway
SAFEWAY  STORE  1258DIXON       GROCERY STORE ,Safeway
SAFEWAY  STORE  1294KENT        GROCERY STORE ,Safeway
SAFEWAY  STORE00004234 SEATTLE      WA ,Safeway
SAFEWAY  STORE00015107   GLENDALE     AZ ,Safeway
SAFEWAY FUEL  10036507   DALLAS       TX ,Safeway
SAM'S #4955              SURPRISE     AZ ,
SAMSCLUB #4721           HOUSTON      TX ,Sams Club
SAMSCLUB #4818           BROOKSVILLE  FL ,Sams Club
SAMSCLUB #6453           AUSTIN       TX ,Sams Club
SAMSCLUB #8267           CORPUS CHRIS TX ,Sams Club
SAMSCLUB #8277           WHITE SETTLEMTX ,Sams Club
SAMSCLUB 4820 GAS        POOLER       GA ,Sams Club
SAMSCLUB 4820 GAS        POOLER       GA ,Sams Club
SAMSCLUB 6524 GAS        COLONIAL HEIGVA ,Sams Club
SANDELLA'S FLATBREAD C   ROUND ROCK   TX ,
SAUGERTIES ANIMAL H      SAUGERTIES   NY ,
SCHNUCKS 177 SEVEN HOFALLON     219173330   6186325525 ,
SCOTT MCLENDON HARDWARE2 ,
SEAMLESS                 800-905-9322 NY ,
SF RECREATION & PARKS    0001         CA ,
SHAW'S MARKET #7628    BRUNSWICK    ME ,
SHELL OIL 57443305404    FAIRVIEW HEIGIL ,Shell
SHELL OIL 57443810809    LAKEWOOD     CO ,Shell
SHELL OIL 575244310QPS   SLIDELL      LA ,Shell
SHELL OIL 57542203609    MADISONVILLE TX ,Shell
SHELL OIL 575429787QPS   NEWPORT      RI ,Shell
SHELL OIL 57543992408    WOODBRIDGE   VA ,Shell
SHELL OIL 910027427QPS   ELGIN        SC ,Shell
SHELL OIL 930040957QPS   RIDGEFIELD   WA ,Shell
SIMPSONS ACE HARDWARE    SUMTER       SC ,Simpsons Ace Hardware
SOUTH MOON UNDER 80 IN   410-641-1644 MD ,
SPEEDEE MART #111        HENDERSON    NV ,
SPORT CHALET  000059 4010SAN DIEGO    CA ,
SPORTS AUTHORI004267 0990ATLANTA      GA ,SPORTS AUTHORITY
SPRINGS LIQUOR OUTLET    COLORADO SPRICO ,
SPRINT FOODS # 1         BEECH ISLAND SC ,Sprint
ST PAUL EYE CLINIC OPTCTREAGAN        MN ,
STA*STARBUCKSSTORE.COM   877-421-9062 WA ,Starbucks
STAPLES       00115402   EAST LONGMEADMA ,Staples
STARBUCKS CORP00087965   MAYFLD HGHTS OH ,Starbucks
STARBUCKS CORP00102624   LONE TREE    CO ,Starbucks
STEAK AND RIB            BRECKENRIDGE CO ,
STEGER MUKLUKS           218-3656553  MN ,Steger Mukluks
STOP & SHOP #597         POUGHKEEPSIE NY ,Stop&shop
STOP & SHOP #624         MADISON      CT ,Stop&shop
STOP & SHOP FUEL #343    LUSBY        MD ,Stop&shop
SUBWAY        030890 2550CINCINNATI   OH ,Subway
SUBWAY        224493 2550LITTLETON    CO ,Subway
SUBWAY 00180372 ,Subway
SUGAR CREEK #150         PAVILION     NY ,
SUNOCO 0323678301        SEVEN FIELDS PA ,Sunoco
SUNOCO 0398829201        STERLING     VA ,Sunoco
SUNPASS OPERATIONS       888-8655352  FL ,
SUPERIOR HONDA           HARVEY       LA ,
T J MAXX #1186           BROOKLYN     NY ,TJ Maxx
T MOBILE 9386            MYRTLE BEACH SC ,
TACO BELL 001200012666   JACKSONVILLE NC ,TacoBell
TACO BELL 591            SHERWOOD     AR ,TacoBell
TALLY HO THEATRE         LEESBURG     VA ,
TARGET        00003574   ALBUQUERQUE  NM ,Target
TARGET        00015420   AUSTIN       TX ,Target
TARGET        00018572   STAFFORD     VA ,Target
TARGET        00022160   EL PASO      TX ,Target
TARGET        00022715   ANNAPOLIS    MD ,Target
TARGET        00023713   ANCHORAGE    AK ,Target
TAVERN BY THE SEA        NORTH KINGSTORI ,
TEXAS AUTO               ARLINGTON    TX ,
THE ALLERGY & ASTHMA C   BURKE        VA ,
THE COFFEE BOOTH         LOS ALAMOS   NM ,
THE HOME DEPOT #1073     HANFORD      CA ,The Home Depot
THE HOME DEPOT #2510     ABERDEEN     MD ,The Home Depot
THE HOME DEPOT 111       MARIETTA     GA ,The Home Depot
THE HOME DEPOT 111       MARIETTA     GA ,The Home Depot
THE HOME DEPOT 132       CAROLLTON    GA ,The Home Depot
THE HOME DEPOT 1512      FT. COLLINS  CO ,The Home Depot
THE HOME DEPOT 2103      W. DES MOINESIA ,The Home Depot
THE HOME DEPOT 3607      KANNAPOLIS   NC ,The Home Depot
THE HOME DEPOT 402       YUMA         AZ ,The Home Depot
THE HOME DEPOT 4626      VIRGINIA BCH VA ,The Home Depot
THE HOME DEPOT 6560      KEMAH        TX ,The Home Depot
THE HOME DEPOT 6678      LIVERMORE    CA ,The Home Depot
THE LITTLE RED BARN      PACE         FL ,The Little Red Barn
THE MENS WEARHOUSE #35   WOODBRIDGE   VA ,Mens Warehouse
THE OLIVE GARD00016899   DESTIN       FL ,Olive Garden
THREE SONS ITALIAN RESTAUARVADA       CO ,3 Sons Italian 
TIRE KINGDOM 294         BEAVERCREEK  OH ,
TJ MAXX #1131            CANTON       GA ,TJ Maxx
T-MOBILE RECURRING PMT ,T-mobile
TOM THUMB 118      Q39   CRESTVIEW    FL ,Tom Thumb
TONY'S BRICK OVEN PIZZ   GULFPORT     MS ,Tonys Brick Oven
TOYS R US #8754    QPS   SAVANNAH     GA ,Toys R Us
TRACTOR SUPPLY #753      BENNINGTON   VT ,
TRADER JOE'S #061  QPS   SAN RAFAEL   CA ,Trader Joe's
TRADER JOE'S #746  QPS 74RALEIGH      NC ,Trader Joe's
Travel Med Protect  Green Bay   TM1797283   1-800-297-2900 ,
TRIWEST HEALTHCARE PRI   08888749378  AZ ,
TSAOS CUISINE            FAIRBORN     OH ,
UAB CAMPUSCARD WEB       205-975-7731 AL ,
UBC E-PAYMENT            VANCOUVER    CD ,
UNITED DAIRY FARMERS #   WEST CHESTER OH ,
UNIVERSAL WEB 40000010   UNIVERSAL CITCA ,
US TAX AID               SCOTTSDALE   AZ ,
USAA FSB-OVERDRAFT       SAN ANTONIO  TX ,USAA
USAA FSB-OVERDRAFT       SAN ANTONIO  TX ,USAA
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
USAA INS PREMIUM         SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USAA.COM PMT - THANK YOU SAN ANTONIO  TX ,USAA
USPS 01276095517901620   ENTERPRISE   AL ,
USPS 48470495524802845   KILEEN       TX ,
UTAH-DMV OFFICES 80000089SALT LAKE CITUT ,
UW MADISON DINING RETAIL ,
VALERO 1002 0000000006433SAN ANTONIO  TX ,Valero
VALERO 1657              TUCSON       AZ ,Valero
VERIZON WRLS MYACCT VE   FOLSOM       CA ,Verizon
VICTORIA'S SECRET 0020   FAIRFAX      VA ,Victorias Secret
VIRGIN A 98421305108790  SAN FRANCISCOCA ,
VIRGIN AM                BURLINGAME   CA ,
VS SHOPPES @ PALAZZO 1459LAS VEGAS    NV ,
